VIXC.SERIESC;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2008-05-20;0.738;;0.4554;0.3811;1091173.0;3.4;;18.0;17.58;0.7034;;0.7404;134605.0;0.891
2008-05-21;0.6896;;0.4697;0.4178;669504.0;3.8;;19.0;18.59;0.7615;;0.7001;81498.0;0.874
2008-05-22;0.6671;;0.3725;0.4225;693060.0;4.1;;18.0;18.05;0.678;;0.6806;66219.0;0.922
2008-05-23;0.7215;;0.4858;0.4527;696352.0;3.1;;20.0;19.55;0.7566;;0.7383;73803.0;0.998
2008-05-26;0.7215;;0.4858;0.4527;696352.0;3.1;;20.0;19.55;0.7566;;0.7383;;0.998
2008-05-27;0.7487;;0.5325;0.4527;703232.0;2.55;;20.0;19.64;0.8112;;0.8095;58763.0;1.016
2008-05-28;0.7053;;0.4769;0.4527;724231.0;3.0;;19.0;19.07;0.7707;;0.7692;36532.0;0.966
2008-05-29;0.6514;;0.5625;0.4527;802124.0;2.47;;18.0;18.14;0.6781;;0.6892;135929.0;1.012
2008-05-30;0.6231;;0.4701;0.4527;807598.0;2.0;;18.0;17.83;0.6579;;0.6523;51184.0;1.037
2008-06-02;0.7534;;0.5369;0.4527;832385.0;3.9;;20.0;19.83;0.7474;;0.733;57202.0;0.808
2008-06-03;0.7652;;0.5197;0.4527;839800.0;4.0;;20.0;20.24;0.68;;0.6817;45747.0;0.771
2008-06-04;0.8281;;0.5498;0.4527;845531.0;4.05;;20.0;20.8;0.7401;;0.7406;59622.0;0.852
2008-06-05;0.761;;0.5245;0.4527;851619.0;3.9;;19.0;18.63;0.6965;;0.7081;59093.0;0.837
2008-06-06;0.9515;;0.5644;0.4527;889844.0;3.1;;22.5;23.56;0.7563;;0.7909;121498.0;0.897
2008-06-09;1.0038;;0.5736;0.4527;930347.0;3.1;;22.5;23.12;0.8975;;0.8986;167214.0;0.933
2008-06-10;0.962;;0.5877;0.4527;955571.0;3.02;;22.5;23.18;0.8753;;0.8844;149250.0;0.974
2008-06-11;0.9449;;0.5797;0.4527;971450.0;2.25;;25.0;24.12;0.8951;;0.8815;80656.0;0.936
2008-06-12;0.9087;;0.5886;0.4527;954277.0;3.2;;22.5;23.33;0.8704;;0.8749;62874.0;0.94
2008-06-13;0.7739;;0.5965;0.4527;972060.0;3.8;;20.0;21.22;0.7485;;0.7736;101858.0;0.904
2008-06-16;0.7831;;0.9104;0.4527;1009852.0;3.65;;20.0;20.95;0.746;;0.7831;136246.0;0.725
2008-06-17;0.7901;;0.8643;0.4527;1016862.0;3.5;;20.0;21.13;0.7521;;0.7979;47487.0;0.701
2008-06-18;0.7952;;0.5779;0.4527;633300.0;2.5;;22.5;22.24;0.8061;;0.803;78025.0;0.904
2008-06-19;0.7797;;0.8306;0.4527;624501.0;2.1;;22.5;21.58;0.7563;;0.7961;34689.0;0.729
2008-06-20;0.7771;;0.5616;0.4527;660327.0;2.47;;22.5;22.87;0.785;;0.7899;76079.0;0.901
2008-06-23;0.7619;;0.5876;0.4527;696267.0;2.35;;22.5;22.64;0.7778;;0.7816;65245.0;0.998
2008-06-24;0.7628;;0.5637;0.4527;719591.0;2.36;;22.5;22.42;0.7899;;0.7887;68429.0;1.015
2008-06-25;0.7736;;0.5387;0.4527;740389.0;3.2;;20.0;21.14;0.7889;;0.808;68916.0;1.035
2008-06-26;0.819;;0.5616;0.4527;756101.0;1.9;;25.0;23.93;0.9029;;0.8714;109319.0;0.947
2008-06-27;0.8578;;0.6718;0.4527;795192.0;2.95;;22.5;23.44;0.9013;;0.876;72957.0;1.568
2008-06-30;0.8531;;0.5993;0.4527;819043.0;1.55;;25.0;23.95;0.9717;;0.9487;61172.0;1.156
2008-07-01;0.8554;;0.5929;0.4527;855534.0;3.08;;22.5;23.65;0.7069;;0.7132;83041.0;0.785
2008-07-02;0.8555;;0.6063;0.4527;867563.0;2.55;;25.0;25.92;0.7171;;0.7203;103974.0;0.735
2008-07-03;0.904;;0.5418;0.4527;862560.0;2.37;;25.0;24.78;0.6854;;0.6799;48062.0;0.71
2008-07-04;0.904;;0.5418;0.4527;862560.0;2.37;;25.0;24.78;0.6854;;0.6799;;0.71
2008-07-07;0.8376;;0.6112;0.4527;903602.0;2.25;;25.0;25.78;0.6956;;0.71;112248.0;0.764
2008-07-08;0.9911;;0.6245;0.4527;947968.0;2.75;;22.5;23.15;0.7721;;0.7751;133019.0;0.925
2008-07-09;0.9911;;0.6245;0.4527;968348.0;2.35;;25.0;25.23;0.7572;;0.7599;75346.0;0.773
2008-07-10;0.7957;;0.5141;0.4527;997676.0;2.4;;25.0;25.59;0.7166;;0.7301;157776.0;0.758
2008-07-11;0.8888;;0.6441;0.4527;1003804.0;1.6;;27.5;27.49;0.7508;;0.7507;189632.0;0.737
2008-07-14;0.9305;;0.6357;0.4527;1018847.0;1.85;;27.5;28.48;0.7736;;0.784;177618.0;0.829
2008-07-15;0.9305;;0.6154;0.4527;654119.0;1.75;;27.5;28.54;0.7205;;0.7333;267138.0;0.79
2008-07-16;0.9305;;0.5766;0.4527;676933.0;2.0;;25.0;25.1;0.7089;;0.71;69573.0;0.779
2008-07-17;0.9305;;0.5513;0.4527;673704.0;1.75;;25.0;25.01;0.715;;0.7151;54804.0;0.768
2008-07-18;0.9305;;0.4935;0.4527;686390.0;1.6;;25.0;24.05;0.6981;;0.6747;30760.0;0.752
2008-07-21;0.7096;;0.5617;0.4529;699576.0;2.3;;22.5;23.05;0.7062;;0.713;36669.0;0.837
2008-07-22;0.6726;;0.5619;0.4595;730993.0;3.02;;20.0;21.18;0.6292;;0.6783;65748.0;0.912
2008-07-23;0.764;;0.7677;0.5253;734481.0;1.7;;22.5;21.31;0.9408;;0.7758;78885.0;0.853
2008-07-24;0.7745;;0.5993;0.4204;767014.0;2.4;;22.5;23.44;0.7666;;0.7888;64285.0;0.954
2008-07-25;0.8376;;0.6493;0.4204;757880.0;2.25;;22.5;22.91;0.8539;;0.8586;34918.0;1.164
2008-07-28;0.779;;0.5597;0.4204;757880.0;1.65;;25.0;24.23;0.8329;;0.8183;19312.0;0.873
2008-07-29;0.6914;;0.5596;0.4204;776202.0;1.7;;22.5;22.03;0.7462;;0.719;19312.0;0.926
2008-07-30;0.6816;;0.5288;0.4204;782256.0;2.2;;20.0;21.21;0.6533;;0.7076;59059.0;1.052
2008-07-31;0.7581;;0.5498;0.4204;824699.0;1.8;;22.5;22.94;0.8087;;0.8171;68108.0;0.932
2008-08-01;0.737;;0.5551;0.4204;824699.0;2.45;;22.5;22.57;0.6768;;0.6778;26610.0;0.801
2008-08-04;0.7734;;0.5525;0.4204;832681.0;2.4;;22.5;23.49;0.6893;;0.7025;26610.0;0.744
2008-08-05;0.7229;;0.5332;0.4204;839460.0;3.1;;20.0;21.14;0.6546;;0.6801;74678.0;0.793
2008-08-06;0.7147;;0.5037;0.4204;874181.0;2.75;;20.0;20.23;0.6717;;0.6767;76629.0;0.822
2008-08-07;0.7529;;0.5282;0.4204;874181.0;3.5;;20.0;21.15;0.7158;;0.7194;51483.0;0.773
2008-08-08;0.833;;0.5162;0.4204;903682.0;2.95;;20.0;20.66;0.6893;;0.7092;51483.0;0.827
2008-08-11;0.7564;;0.4817;0.4204;928338.0;2.85;;20.0;20.12;0.7297;;0.7315;65019.0;0.91
2008-08-12;0.7539;;0.533;0.4204;941910.0;3.28;;20.0;21.17;0.687;;0.7159;64292.0;0.826
2008-08-13;0.7376;;0.5385;0.4204;965463.0;2.2;;22.5;21.55;0.7183;;0.7038;65172.0;0.819
2008-08-14;0.7427;;0.5097;0.4204;1000340.0;3.1;;20.0;20.34;0.728;;0.7295;86661.0;0.848
2008-08-15;0.7083;;0.5494;0.4204;1046379.0;2.88;;20.0;19.58;0.7137;;0.7023;84221.0;0.899
2008-08-18;0.7438;;0.5195;0.4204;1064274.0;3.05;;20.0;20.98;0.7315;;0.7486;49217.0;0.846
2008-08-19;0.7568;;0.5447;0.4204;696198.0;2.2;;22.5;21.28;0.7912;;0.7677;82834.0;0.862
2008-08-20;0.7377;;0.4962;0.4204;703612.0;3.2;;20.0;20.42;0.744;;0.7521;47550.0;0.948
2008-08-21;0.6976;;0.5363;0.4187;746471.0;2.9;;20.0;19.82;0.7023;;0.7111;84721.0;0.9
2008-08-22;0.6901;;0.5089;0.4187;758736.0;3.17;;19.0;18.81;0.7325;;0.7122;22138.0;0.957
2008-08-25;0.7741;;0.5317;0.4187;776847.0;3.3;;20.0;20.97;0.7982;;0.8194;39191.0;1.008
2008-08-26;0.7618;;0.5398;0.4187;796798.0;3.1;;20.0;20.49;0.8062;;0.8129;23030.0;0.935
2008-08-27;0.7011;;0.538;0.4187;818278.0;2.5;;20.0;19.76;0.7322;;0.7471;38118.0;1.038
2008-08-28;0.6263;;0.4917;0.4187;881652.0;2.5;;19.0;19.43;0.6277;;0.6511;101983.0;1.003
2008-08-29;0.6537;;0.5388;0.4187;891092.0;2.25;;20.0;20.65;0.6607;;0.684;17694.0;0.984
2008-09-01;0.6537;;0.5388;0.4187;891092.0;2.25;;20.0;20.65;0.6607;;0.684;;0.984
2008-09-02;0.7455;;0.5692;0.4187;903161.0;2.55;;22.5;21.99;0.6568;;0.6491;47422.0;0.743
2008-09-03;0.8485;;0.5521;0.4187;925572.0;2.55;;22.5;21.43;0.6789;;0.6669;51754.0;0.788
2008-09-04;0.7779;;0.5791;0.4187;936204.0;2.02;;25.0;24.03;0.6697;;0.6634;117868.0;0.692
2008-09-05;0.7166;;0.5798;0.4187;940262.0;2.88;;22.5;23.06;0.6269;;0.6337;117868.0;0.707
2008-09-08;0.7503;;0.5744;0.4187;944295.0;2.52;;22.5;22.64;0.6538;;0.6546;67517.0;0.756
2008-09-09;0.8003;;0.5773;0.4187;977260.0;2.02;;25.0;25.47;0.6489;;0.658;167579.0;0.756
2008-09-10;0.7483;;0.5687;0.4187;965314.0;1.83;;25.0;24.52;0.658;;0.6531;84699.0;0.743
2008-09-11;0.7476;;0.5668;0.4187;1021346.0;1.82;;25.0;24.39;0.6369;;0.6341;159934.0;0.689
2008-09-12;0.8308;;0.5765;0.4187;1023424.0;1.9;;25.0;25.66;0.6574;;0.6661;116707.0;0.696
2008-09-15;1.2076;;0.5964;0.4187;1026940.0;0.7;;32.5;31.7;0.8133;;0.8063;218945.0;0.823
2008-09-16;1.2076;;0.5685;0.4187;647639.0;0.8;;30.0;30.3;0.7475;;0.7514;350646.0;0.879
2008-09-17;1.2076;;0.6728;0.4187;717464.0;0.93;;35.0;36.22;1.0122;;1.0177;146616.0;0.984
2008-09-18;1.2076;;0.6755;0.4187;718498.0;1.0;;32.5;33.1;1.0236;;1.0398;137877.0;1.048
2008-09-19;1.2076;;0.6415;0.4187;709794.0;0.7;;32.5;32.07;0.9618;;0.9469;43182.0;0.994
2008-09-22;0.9922;;0.6534;0.4187;726864.0;0.75;;35.0;33.85;1.0185;;0.9999;46800.0;1.081
2008-09-23;0.9805;;0.6756;0.4187;812881.0;1.2;;35.0;35.72;0.9788;;0.9928;170940.0;1.117
2008-09-24;1.0164;;0.672;0.4187;863108.0;1.2;;35.0;35.19;1.0362;;1.0397;94761.0;1.183
2008-09-25;0.9469;;0.6549;0.4187;834978.0;1.23;;32.5;32.82;0.9673;;0.9718;61788.0;1.126
2008-09-26;0.9076;;0.6432;0.4187;834627.0;0.85;;35.0;34.74;0.9331;;0.9278;49089.0;0.837
2008-09-29;0.9025;;0.6112;0.4187;831313.0;0.9;;45.0;46.72;0.9412;;0.962;117447.0;0.718
2008-09-30;1.0404;;0.7289;0.4187;835678.0;0.95;;40.0;39.39;0.8871;;0.9091;66464.0;1.603
2008-10-01;1.0299;;0.6699;0.4187;844881.0;0.9;;40.0;39.81;0.8622;;0.859;64544.0;0.772
2008-10-02;0.941;;0.6608;0.4187;871188.0;0.75;;45.0;45.26;0.7806;;0.7835;109238.0;0.628
2008-10-03;1.1207;;0.6933;0.4187;904798.0;0.75;;45.0;45.14;0.9044;;0.9052;85381.0;0.878
2008-10-06;0.7034;;0.744;0.4187;908856.0;0.6;;50.0;52.05;0.9968;;0.995;92172.0;0.977
2008-10-07;1.0065;;0.7314;0.4187;909553.0;0.6;;55.0;53.68;0.8908;;0.8875;69881.0;0.708
2008-10-08;1.1986;;0.7545;0.4187;927166.0;0.35;;60.0;57.53;0.9857;;0.9945;97790.0;0.989
2008-10-09;1.1986;;0.7545;0.4187;927603.0;0.6;;60.0;63.92;0.9857;;0.9945;83006.0;0.989
2008-10-10;1.1296;;0.7463;0.4187;959354.0;0.4;;70.0;69.95;0.9995;;0.9995;135857.0;0.958
2008-10-13;1.2577;;0.7746;0.4187;977943.0;0.95;;55.0;54.99;1.1508;;1.1508;62858.0;1.183
2008-10-14;1.1916;;0.7615;0.4187;981834.0;1.1;;55.0;55.13;1.1086;;1.1104;62897.0;1.138
2008-10-15;1.2082;;0.7634;0.4187;994289.0;0.85;;70.0;69.25;1.2164;;1.2146;94154.0;1.208
2008-10-16;1.3865;;0.8766;0.4187;1024479.0;1.05;;70.0;67.61;1.3028;;1.298;122127.0;1.255
2008-10-17;1.2959;;0.8228;0.4187;1034914.0;1.45;;70.0;70.33;1.2336;;1.2331;70002.0;1.2
2008-10-20;1.2133;;0.8444;0.4187;1059748.0;3.0;;55.0;52.97;1.2309;;1.2189;56706.0;1.144
2008-10-21;1.2228;;0.8446;0.4187;644324.0;2.55;;55.0;53.11;1.2433;;1.2341;238765.0;1.119
2008-10-22;1.3411;;0.9061;0.4187;701758.0;2.5;;65.0;63.04;1.3701;;1.3698;78866.0;1.214
2008-10-23;1.3569;;0.8496;0.4187;673719.0;2.2;;70.0;67.8;1.4014;;1.4006;141339.0;1.617
2008-10-24;1.4379;;0.8604;0.4187;694575.0;2.5;;80.0;79.13;1.4957;;1.4868;92833.0;1.4
2008-10-27;1.5268;;0.8709;0.4187;670424.0;3.5;;80.0;80.06;1.6148;;1.6151;54430.0;1.585
2008-10-28;1.4377;;0.935;0.4187;679509.0;4.1;;65.0;66.96;1.5276;;1.539;49524.0;1.526
2008-10-29;1.4006;;0.8885;0.4187;679509.0;3.56;;70.0;69.96;1.4921;;1.4921;44090.0;1.469
2008-10-30;1.4539;;0.9162;0.4187;730408.0;4.2;;65.0;62.9;1.6179;;1.6161;44090.0;1.655
2008-10-31;0.6556;;0.176;0.4187;774853.0;4.7;;60.0;59.89;0.8921;;1.386;22969.0;0.956
2008-11-03;1.3048;;0.8689;0.4187;863711.0;3.8;;55.0;53.68;1.1714;;1.1597;36503.0;1.094
2008-11-04;1.2319;;0.86;0.4187;721528.0;3.6;;50.0;47.73;1.1251;;1.1167;43224.0;1.1
2008-11-05;1.0725;;0.747;0.4187;756396.0;3.1;;55.0;54.56;1.0532;;1.048;71488.0;0.992
2008-11-06;2.9714;;0.7754;0.4187;801193.0;2.82;;65.0;63.68;0.9915;;1.247;88365.0;0.888
2008-11-07;1.5553;;0.9126;0.4187;823844.0;4.65;;55.0;56.1;1.2749;;1.2697;57553.0;1.265
2008-11-10;1.2905;;0.9097;0.4187;832944.0;3.65;;60.0;59.98;1.2294;;1.2293;35078.0;1.193
2008-11-11;1.238;;0.8733;0.4187;843443.0;3.8;;60.0;61.44;1.198;;1.1942;48608.0;1.205
2008-11-12;1.2508;;0.8947;0.4187;861999.0;3.75;;65.0;66.46;1.1889;;1.2069;58811.0;1.208
2008-11-13;1.2356;;0.8916;0.4187;845118.0;3.95;;60.0;59.83;1.2175;;1.2159;103206.0;1.218
2008-11-14;1.1724;;0.8216;0.4187;851376.0;3.5;;65.0;66.31;1.1472;;1.1626;42689.0;1.163
2008-11-17;1.1946;;0.8323;0.4187;860034.0;3.3;;70.0;69.15;1.2023;;1.2023;63090.0;1.2
2008-11-18;1.0996;;0.8271;0.4187;400193.0;3.1;;70.0;67.64;1.1291;;1.1104;79596.0;1.113
2008-11-19;1.0968;;0.8193;0.4187;405079.0;3.62;;75.0;74.26;1.1179;;1.1188;23071.0;1.202
2008-11-20;1.1633;;0.8052;0.4187;405079.0;4.0;;80.0;80.86;1.2052;;1.1977;39395.0;1.19
2008-11-21;1.0474;;0.8595;0.4187;416819.0;3.2;;75.0;72.67;1.0937;;1.0001;35665.0;1.534
2008-11-24;0.9477;;0.7488;0.4187;408836.0;3.32;;65.0;64.7;0.9895;;0.9898;24520.0;1.009
2008-11-25;0.9572;;0.7406;0.4187;415185.0;4.3;;60.0;60.9;1.0016;;1.0039;20797.0;1.034
2008-11-26;0.9544;;0.739;0.4187;417978.0;4.2;;55.0;54.92;1.0044;;1.0048;13005.0;1.084
2008-11-27;0.9544;;0.739;0.4187;417978.0;4.2;;55.0;54.92;1.0044;;1.0048;;1.084
2008-11-28;0.933;;0.7461;0.4187;424360.0;3.9;;55.0;55.84;0.992;;0.9984;13430.0;1.087
2008-12-01;1.0855;;1.0179;0.4187;442142.0;2.53;;70.0;68.51;1.0269;;1.0197;31731.0;0.46
2008-12-02;0.8129;;0.7222;0.4187;463586.0;3.7;;65.0;62.98;0.8696;;0.8551;50371.0;0.823
2008-12-03;0.8027;;0.7567;0.4187;458484.0;4.5;;60.0;60.72;0.8633;;0.8757;11071.0;0.882
2008-12-04;0.8525;;0.7626;0.4187;464478.0;4.0;;65.0;63.64;0.7972;;0.8672;23752.0;0.883
2008-12-05;0.8945;;0.7273;0.4187;479623.0;5.3;;60.0;59.93;0.8277;;0.8277;37782.0;0.829
2008-12-08;0.8863;;0.7023;0.4187;479562.0;4.14;;60.0;58.49;0.8272;;0.8226;30050.0;0.829
2008-12-09;0.8669;;0.697;0.4187;493567.0;4.3;;60.0;58.91;0.8167;;0.8061;36603.0;0.81
2008-12-10;0.8424;;0.7052;0.4187;497249.0;5.6;;55.0;55.73;0.8068;;0.8066;23481.0;0.808
2008-12-11;0.8267;;0.683;0.4187;506858.0;5.8;;55.0;55.78;0.7773;;0.7806;37526.0;0.804
2008-12-12;0.844;;0.7009;0.4187;527798.0;5.4;;55.0;54.28;0.797;;0.7954;50421.0;0.84
2008-12-15;0.7277;;0.3428;0.4187;532722.0;5.4;;55.0;56.76;0.6347;;0.6566;34542.0;0.599
2008-12-16;0.7277;;0.4243;0.4187;194680.0;5.9;;50.0;52.37;0.728;;0.7328;63564.0;0.769
2008-12-17;0.7277;;0.6866;0.4187;200317.0;5.65;;50.0;49.84;0.7328;;0.7307;9742.0;0.747
2008-12-18;0.7277;;0.6729;0.4187;210296.0;6.2;;47.5;47.34;0.7972;;0.7924;16097.0;0.809
2008-12-19;0.7277;;0.6491;0.4187;219752.0;5.48;;45.0;44.93;0.7725;;0.7739;18302.0;0.893
2008-12-22;0.859;;0.6887;0.4187;224834.0;4.7;;45.0;44.56;0.8751;;0.8644;12961.0;0.957
2008-12-23;0.8618;;0.6455;0.4187;224748.0;5.0;;45.0;45.02;0.8765;;0.8763;10666.0;0.926
2008-12-24;0.8262;;0.6676;0.4187;224749.0;4.5;;45.0;44.21;0.8401;;0.8381;4387.0;0.944
2008-12-25;0.8262;;0.6676;0.4187;224749.0;4.5;;45.0;44.21;0.8401;;0.8381;;0.944
2008-12-26;0.8485;;0.6682;0.4187;232239.0;5.5;;42.5;43.38;0.885;;0.8752;8038.0;0.908
2008-12-29;0.8647;;0.6572;0.4187;235235.0;4.65;;45.0;43.9;0.8837;;0.9106;7201.0;0.987
2008-12-30;0.7874;;0.6671;0.4187;243351.0;4.3;;42.5;41.63;0.82;;0.8203;11820.0;1.045
2008-12-31;0.8717;;0.6375;0.4187;243365.0;4.6;;40.0;40.0;0.929;;0.929;18573.0;1.008
2009-01-01;0.8717;;0.6375;0.4187;243365.0;4.6;;40.0;40.0;0.929;;0.929;;1.008
2009-01-02;0.8537;;0.6694;0.4187;261803.0;4.5;;40.0;39.19;0.8066;;0.7784;17522.0;0.822
2009-01-05;0.9158;;0.6682;0.4187;300639.0;4.5;;40.0;39.08;0.8085;;0.8056;54241.0;0.914
2009-01-06;0.902;;0.6938;0.4187;334370.0;5.26;;37.5;38.56;0.8002;;0.7946;56154.0;0.896
2009-01-07;0.9064;;0.4584;0.4187;370271.0;4.6;;42.5;43.39;0.7206;;0.745;33225.0;0.89
2009-01-08;0.9561;;0.749;0.4187;372053.0;5.05;;42.5;42.56;0.8813;;0.8814;22453.0;1.0
2009-01-09;0.8865;;0.705;0.4187;383301.0;5.75;;42.5;42.82;0.8673;;0.8694;30205.0;0.967
2009-01-12;0.924;;0.7321;0.4187;408948.0;6.7;;45.0;45.84;0.9014;;0.9083;64174.0;0.956
2009-01-13;0.8795;;0.7094;0.4187;589619.0;7.35;;42.5;43.27;0.8915;;0.8918;226459.0;1.017
2009-01-14;0.9899;;0.7932;0.4187;574453.0;6.3;;50.0;49.14;0.9867;;0.9675;54022.0;1.011
2009-01-15;0.9443;;0.7856;0.4187;581754.0;5.5;;50.0;51.0;0.9267;;0.9301;61934.0;0.978
2009-01-16;0.9633;;0.7707;0.4187;585595.0;7.2;;45.0;46.11;0.9539;;0.9523;54095.0;1.061
2009-01-19;0.9633;;0.7707;0.4187;585595.0;7.2;;45.0;46.11;0.9539;;0.9523;;1.061
2009-01-20;1.071;;0.7961;0.4187;609058.0;6.25;;55.0;56.65;1.0635;;1.0817;112826.0;1.111
2009-01-21;1.5226;;0.6428;0.4187;472412.0;7.5;;47.5;46.42;1.087;;1.0919;26220.0;1.065
2009-01-22;1.0045;;0.7679;0.6627;450859.0;7.0;;47.5;47.29;1.0275;;1.025;25167.0;1.062
2009-01-23;0.9404;;0.7523;0.6627;453670.0;6.3;;47.5;47.27;0.9552;;0.9583;8392.0;1.038
2009-01-26;0.9562;;0.7725;0.6627;463157.0;5.8;;45.0;45.69;0.9754;;0.9901;19255.0;1.045
2009-01-27;0.9518;;0.7742;0.6627;469869.0;5.6;;42.5;42.25;0.9886;;0.9827;30108.0;1.09
2009-01-28;0.9921;;0.8004;0.6627;540860.0;5.4;;40.0;39.66;1.0814;;1.0617;106406.0;1.218
2009-01-29;1.0289;;0.8427;0.6627;570947.0;4.7;;42.5;42.63;1.0893;;1.0914;61818.0;1.288
2009-01-30;1.0637;;0.8206;0.6627;581121.0;4.7;;45.0;44.84;1.184;;1.1776;23062.0;1.314
2009-02-02;1.0077;;0.8125;0.6627;590982.0;4.45;;45.0;45.52;0.9586;;0.9599;23065.0;0.979
2009-02-03;0.9387;;0.7835;0.6627;586802.0;4.4;;42.5;43.06;0.9142;;0.9179;22337.0;0.944
2009-02-04;0.788;;0.4781;0.6627;588281.0;3.55;;45.0;43.85;0.9896;;0.9411;30368.0;0.946
2009-02-05;0.9697;;0.7875;0.6627;593874.0;4.0;;42.5;43.73;0.9046;;0.9191;19017.0;0.946
2009-02-06;0.9707;;0.7835;0.6627;586321.0;3.6;;42.5;43.37;0.8769;;0.9089;67399.0;1.031
2009-02-09;1.0136;;0.786;0.6627;589271.0;4.0;;42.5;43.64;0.9534;;0.9584;16811.0;1.072
2009-02-10;0.6944;;0.4111;0.6627;594402.0;4.1;;45.0;46.67;0.9629;;0.9103;38919.0;0.949
2009-02-11;0.9791;;0.7907;0.6627;588512.0;3.7;;45.0;44.53;0.9411;;0.9416;14123.0;1.081
2009-02-12;0.8773;;0.7666;0.6627;589219.0;5.0;;40.0;41.25;0.851;;0.8667;80441.0;0.981
2009-02-13;0.8991;;0.7697;0.6627;584181.0;4.4;;42.5;42.93;0.8959;;0.8993;23002.0;0.933
2009-02-16;0.8991;;0.7697;0.6627;584181.0;4.4;;42.5;42.93;0.8959;;0.8993;;0.933
2009-02-17;1.0208;;0.8166;0.6627;407806.0;3.0;;47.5;48.66;1.0577;;1.0344;93825.0;1.054
2009-02-18;0.8943;;0.7692;0.6627;413970.0;3.2;;47.5;48.46;0.8738;;0.9013;14706.0;0.993
2009-02-19;0.6238;;0.4412;0.6627;416049.0;3.1;;47.5;47.08;0.9559;;0.9393;30634.0;0.816
2009-02-20;0.9267;;0.7765;0.6627;487274.0;3.32;;50.0;49.3;0.952;;0.9446;100967.0;1.015
2009-02-23;0.9998;;0.7753;0.6627;501655.0;3.0;;55.0;52.62;1.0775;;1.0528;53123.0;1.101
2009-02-24;0.9163;;0.7229;0.6627;514947.0;3.8;;45.0;45.49;0.9469;;0.9526;56245.0;1.126
2009-02-25;0.9527;;0.713;0.6627;520579.0;3.5;;45.0;44.67;1.027;;1.0185;28920.0;1.168
2009-02-26;0.849;;0.4902;0.6627;535413.0;3.7;;45.0;44.66;0.9485;;0.94;37565.0;1.036
2009-02-27;0.746;;0.4224;0.6627;577726.0;3.1;;47.5;46.35;0.8774;;0.8351;72213.0;1.153
2009-03-02;1.102;;0.7623;0.6627;612237.0;3.02;;55.0;52.65;0.989;;0.981;71847.0;0.963
2009-03-03;1.004;;0.7275;0.6627;561074.0;4.05;;50.0;50.93;0.8781;;0.8823;74999.0;0.819
2009-03-04;0.9534;;0.7113;0.6627;563006.0;3.1;;47.5;47.56;0.8614;;0.8617;37943.0;0.982
2009-03-05;1.0124;;0.7459;0.6627;569253.0;3.2;;50.0;50.17;0.8925;;0.8942;60430.0;0.941
2009-03-06;1.0168;;0.7267;0.6627;580041.0;3.2;;50.0;49.33;0.9379;;0.9341;42184.0;0.942
2009-03-09;1.0489;;0.7205;0.6627;593907.0;3.3;;50.0;49.68;0.9777;;0.9754;36965.0;1.12
2009-03-10;0.9318;;0.7071;0.6627;608198.0;3.1;;45.0;44.37;0.8865;;0.8858;36613.0;1.077
2009-03-11;0.9229;;0.6845;0.6627;603999.0;3.8;;42.5;43.61;0.8692;;0.8738;27564.0;0.892
2009-03-12;0.8092;;0.6537;0.6627;636681.0;4.35;;40.0;41.18;0.7881;;0.7842;77255.0;0.913
2009-03-13;0.8006;;0.6575;0.6627;650341.0;3.4;;42.5;42.36;0.7895;;0.7865;49829.0;0.922
2009-03-16;1.1814;;0.6667;0.6627;660915.0;4.1;;42.5;43.74;0.7207;;0.7955;33866.0;0.886
2009-03-17;0.7568;;0.6311;0.6627;542239.0;4.0;;40.0;40.8;0.7525;;0.7607;337441.0;0.902
2009-03-18;0.7712;;0.6072;0.6627;583195.0;3.8;;40.0;40.06;0.7789;;0.7797;54583.0;0.856
2009-03-19;0.7354;;0.602;0.6627;580686.0;4.0;;42.5;43.68;0.7358;;0.7507;32803.0;0.837
2009-03-20;0.7351;;0.6219;0.6627;576809.0;4.5;;45.0;45.89;0.7386;;0.7513;46909.0;0.831
2009-03-23;0.7263;;0.5774;0.6627;578625.0;3.6;;42.5;43.23;0.7563;;0.7654;31822.0;0.846
2009-03-24;0.7358;;0.5641;0.6627;596047.0;3.9;;42.5;42.93;0.7888;;0.7931;33189.0;0.915
2009-03-25;0.7687;;0.5577;0.6627;602184.0;3.4;;42.5;42.25;0.8419;;0.8359;28075.0;0.903
2009-03-26;0.7632;;0.537;0.6627;627131.0;3.7;;40.0;40.36;0.8379;;0.8454;52907.0;0.958
2009-03-27;0.7733;;0.5345;0.6627;650741.0;4.45;;40.0;41.04;0.8508;;0.8733;37788.0;1.2
2009-03-30;0.814;;0.5741;0.6627;674084.0;3.95;;45.0;45.54;0.9184;;0.9265;54961.0;1.007
2009-03-31;0.8009;;0.5543;0.6627;736114.0;3.2;;45.0;44.14;0.9504;;0.9422;98313.0;1.05
2009-04-01;0.771;;0.5355;0.6627;765326.0;4.2;;42.5;42.28;0.6168;;0.6147;106757.0;0.696
2009-04-02;0.7307;;0.5393;0.6627;760809.0;3.7;;42.5;42.04;0.61;;0.6075;88321.0;0.708
2009-04-03;0.7455;;0.5089;0.6627;767864.0;4.4;;40.0;39.7;0.5933;;0.5896;51896.0;0.72
2009-04-06;0.7274;;0.5239;0.6627;774366.0;4.57;;40.0;40.93;0.6045;;0.6129;35123.0;0.675
