VIXC.SERIESC;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2014-08-07;0.9852;0.8257;0.7124;0.5216;6947738.0;1.94;0.3369;17.0;16.66;0.9411;0.1522;0.919;450637.0;1.028
2014-08-08;0.8922;0.7735;0.6761;0.4923;7013031.0;1.9;0.3242;16.0;15.77;0.8598;0.1561;0.842;339511.0;0.941
2014-08-11;0.7938;0.6886;0.6113;0.4659;7163211.0;2.15;0.3281;14.0;14.23;0.749;0.1903;0.7582;824466.0;1.074
2014-08-12;0.7688;0.6799;0.6126;0.479;6912740.0;2.0;0.3518;14.0;14.13;0.7313;0.2245;0.7394;266396.0;1.085
2014-08-13;0.5947;0.5806;0.5464;0.4499;7043740.0;1.9;0.3557;13.0;12.9;0.6091;0.2616;0.5997;436752.0;0.961
2014-08-14;0.5868;0.5734;0.5377;0.392;7019446.0;1.85;0.2447;12.5;12.42;0.6039;0.0974;0.5915;413545.0;0.983
2014-08-15;0.7108;0.6654;0.5975;0.4548;7188326.0;1.6;0.3193;13.0;13.15;0.6687;0.1839;0.6926;639867.0;1.04
2014-08-18;0.6233;0.5582;0.5204;0.4375;7258373.0;1.49;0.3551;12.5;12.32;0.6443;0.2727;0.6233;362930.0;1.061
2014-08-19;0.5289;0.5598;0.5176;0.4039;5309200.0;1.7;0.2912;12.0;12.21;0.4694;0.1785;0.5279;601980.0;1.088
2014-08-20;0.5059;0.495;0.4864;0.3126;5595803.0;1.75;0.1372;12.0;11.78;0.5192;0.1785;0.5066;450663.0;1.037
2014-08-21;0.5317;0.5524;0.4866;0.4072;5688695.0;1.7;0.3276;12.0;11.76;0.5589;0.248;0.5296;369024.0;1.055
2014-08-22;0.5257;0.5115;0.4785;0.3969;5930018.0;2.05;0.4731;11.5;11.47;0.5276;0.5492;0.5276;443379.0;1.025
2014-08-25;0.4776;0.5225;0.5092;0.3481;6090754.0;1.95;0.2335;11.5;11.7;0.4221;0.1189;0.4663;297589.0;1.098
2014-08-26;0.4633;0.4821;0.4798;0.41;6193144.0;2.05;0.439;11.5;11.63;0.424;0.4681;0.4584;226241.0;1.114
2014-08-27;0.4526;0.4611;0.4696;0.3824;6280683.0;1.7;0.2444;12.0;11.78;0.4499;0.1065;0.4499;205366.0;1.023
2014-08-28;0.5634;0.5666;0.5483;0.38;6343563.0;1.8;0.2087;12.0;12.05;0.5524;0.0375;0.5615;180946.0;1.143
2014-08-29;0.4214;0.4709;0.3778;0.4435;6390515.0;1.9;0.4559;12.0;11.98;0.3842;0.4683;0.3842;154683.0;1.053
2014-09-01;0.4214;0.4709;0.3778;0.4435;6390515.0;1.9;0.4559;12.0;11.98;0.3842;0.4683;0.3842;;1.053
2014-09-02;1.5886;1.4818;1.4788;1.5557;6436701.0;2.86;1.6436;12.0;12.25;1.5469;1.7316;1.4854;424008.0;1.376
2014-09-03;0.5958;0.5637;0.5213;0.403;6467012.0;2.45;0.2978;12.5;12.36;0.591;0.1925;0.5739;204787.0;0.908
2014-09-04;0.6525;0.6214;0.5531;0.3718;6608018.0;2.45;0.2176;12.5;12.64;0.6237;0.0634;0.6342;369486.0;0.958
2014-09-05;1.457;1.4449;1.4594;1.5319;6706823.0;2.5;1.6234;12.0;12.09;1.4388;1.7149;1.4265;275037.0;1.317
2014-09-08;0.5849;0.564;0.5374;0.4298;6763426.0;2.16;0.315;12.5;12.66;0.561;0.2003;0.586;206193.0;0.928
2014-09-09;0.7286;0.6378;0.5845;0.4331;6852250.0;1.9;0.2799;13.5;13.5;0.6757;0.1267;0.6757;337317.0;0.879
2014-09-10;0.6178;0.5565;0.5207;0.3485;6868738.0;2.0;0.1711;13.0;12.88;0.5747;0.1267;0.5732;405626.0;0.897
2014-09-11;0.5962;0.5431;0.5387;0.4133;6998780.0;1.99;0.2763;13.0;12.8;0.574;0.1392;0.5585;400368.0;0.949
2014-09-12;0.651;0.6218;0.5695;0.4352;7259784.0;2.0;0.306;13.5;13.31;0.6567;0.1768;0.6262;657918.0;1.021
2014-09-15;0.8019;0.6592;0.595;0.4498;7370081.0;2.05;0.3054;14.0;14.12;0.7311;0.1609;0.7419;560108.0;0.992
2014-09-16;0.5272;0.5721;0.5133;0.4896;4683854.0;2.15;0.4705;12.5;12.73;0.5109;0.4514;0.5362;454492.0;1.059
2014-09-17;0.5939;0.5619;0.4684;0.4411;4874924.0;2.1;0.4168;12.5;12.65;0.5777;0.3926;0.5886;374625.0;0.959
2014-09-18;0.4518;0.4666;0.4628;0.4165;5042531.0;2.2;0.5489;12.0;12.03;0.4504;0.6813;0.4538;302775.0;0.959
2014-09-19;0.4332;0.4413;0.4401;0.4474;5144313.0;2.27;0.6419;12.0;12.11;0.4333;0.8364;0.434;677472.0;0.936
2014-09-22;0.6648;0.5934;0.5261;0.4376;5220733.0;1.9;0.354;13.5;13.69;0.6354;0.2703;0.6648;234233.0;1.009
2014-09-23;0.854;0.702;0.6011;0.4853;5385534.0;1.7;0.3839;15.0;14.93;0.8689;0.2824;0.8592;356050.0;1.108
2014-09-24;0.6561;0.5776;0.5027;0.4227;5632599.0;1.8;0.3712;13.5;13.27;0.7115;0.3196;0.6613;480603.0;1.073
2014-09-25;0.9532;0.7913;0.6702;0.5121;5886381.0;1.65;0.3835;16.0;15.64;1.014;0.2549;0.9699;581804.0;1.138
2014-09-26;0.8057;0.7041;0.6178;0.4619;6012890.0;1.55;0.2829;15.0;14.85;0.8416;0.1038;0.8191;584098.0;1.071
2014-09-29;0.9348;0.7932;0.6827;0.5216;6240824.0;1.7;0.4035;16.0;15.98;0.9718;0.2854;0.97;410269.0;1.144
2014-09-30;0.9168;0.7945;0.6884;0.512;6202257.0;1.6;0.3616;16.0;16.31;0.9136;0.2112;0.9496;228898.0;1.06
2014-10-01;0.9775;0.8414;0.7211;0.5363;6137052.0;2.25;0.4008;17.0;16.71;0.8969;0.2653;0.8876;401432.0;1.035
2014-10-02;0.8968;0.7737;0.6627;0.5445;6229288.0;2.35;0.4723;16.0;16.16;0.8112;0.4001;0.8256;465807.0;1.065
2014-10-03;0.8013;0.6873;0.6189;0.4902;6351634.0;2.3;0.3709;14.5;14.55;0.7182;0.2516;0.7232;545315.0;1.022
2014-10-06;0.83;0.7238;0.6305;0.5095;6238415.0;2.3;0.413;15.0;15.46;0.7529;0.3166;0.7877;299827.0;0.984
2014-10-07;1.0172;0.821;0.7128;0.539;6240192.0;2.2;0.3772;17.0;17.2;0.8992;0.2154;0.9134;449878.0;1.065
2014-10-08;0.8573;0.7379;0.6496;0.5045;6285230.0;2.05;0.3729;15.0;15.11;0.806;0.2413;0.812;479508.0;1.07
2014-10-09;1.1614;0.9199;0.7846;0.5785;6379576.0;1.65;0.3929;19.0;18.76;1.0587;0.2073;1.0494;869155.0;1.151
2014-10-10;1.3285;1.0198;0.8725;0.6294;6464435.0;1.9;0.4126;21.0;21.24;1.1309;0.1959;1.1444;982708.0;1.155
2014-10-13;1.5738;1.1361;0.9527;0.6695;6436809.0;2.26;0.4097;25.0;24.64;1.3973;0.1499;1.3799;699062.0;1.335
2014-10-14;1.4417;1.0815;0.9194;0.6559;6598719.0;2.01;0.4122;23.0;22.79;1.2852;0.1685;1.2879;1311654.0;1.246
2014-10-15;1.4624;1.1405;0.9881;0.6828;6766820.0;2.25;0.3897;26.0;26.25;1.3337;0.0965;1.3367;1234471.0;1.298
2014-10-16;1.4199;1.1007;0.941;0.6943;6955218.0;1.92;0.4659;25.0;25.2;1.2911;0.2375;1.301;1166737.0;1.306
2014-10-17;1.3352;1.0226;0.8802;0.6281;6909664.0;2.2;0.3877;22.0;21.99;1.2557;0.1472;1.2551;410226.0;1.302
2014-10-20;1.0877;0.8674;0.7737;0.5908;6909664.0;1.97;0.4114;19.0;18.57;1.0875;0.2319;1.0877;667946.0;1.378
2014-10-21;0.9788;0.7711;0.6647;0.5714;4091055.0;2.34;0.4832;16.0;16.08;0.9821;0.395;0.9861;264332.0;1.318
2014-10-22;1.054;0.8415;0.7605;0.5283;4200349.0;2.2;0.2962;18.0;17.87;1.081;0.0641;1.0695;458855.0;1.297
2014-10-23;0.9339;0.7733;0.6773;0.5436;4455488.0;2.0;0.4099;17.0;16.53;0.9905;0.2762;0.9512;684820.0;1.287
2014-10-24;0.9648;0.7843;0.683;0.5436;4398489.0;2.25;0.452;16.0;16.11;0.9844;0.3603;0.9915;357772.0;1.345
2014-10-27;0.8982;0.7557;0.6615;0.5253;4396786.0;2.07;0.4097;16.0;16.04;0.9327;0.2941;0.9358;102252.0;1.362
2014-10-28;0.804;0.6585;0.5734;0.4891;4349410.0;2.0;0.4115;14.5;14.39;0.8711;0.3339;0.8495;488180.0;1.455
2014-10-29;0.8336;0.7159;0.6251;0.523;4457496.0;2.05;0.449;15.0;15.15;0.8517;0.3749;0.8724;292116.0;1.259
2014-10-30;0.8252;0.687;0.6187;0.4969;4615274.0;2.3;0.4367;14.5;14.52;0.8885;0.3765;0.8894;287760.0;1.318
2014-10-31;0.6679;0.6241;0.5795;0.4817;4689261.0;2.14;0.4211;14.0;14.03;0.6807;0.3605;0.687;197623.0;1.286
2014-11-03;0.7693;0.6649;0.5919;0.5368;4737933.0;2.5;0.5224;14.5;14.73;0.678;0.508;0.7027;270881.0;1.166
2014-11-04;0.7948;0.6822;0.604;0.4805;4764554.0;2.3;0.3775;15.0;14.89;0.7404;0.2746;0.7284;222033.0;1.1
2014-11-05;0.7175;0.6069;0.5352;0.4802;4764554.0;2.5;0.4435;14.0;14.17;0.6509;0.4068;0.6603;229669.0;1.051
2014-11-06;0.6078;0.5591;0.5142;0.4642;4789492.0;2.39;0.4203;13.5;13.67;0.5858;0.3764;0.597;151487.0;1.083
2014-11-07;0.4289;0.4559;0.444;0.44;4826341.0;2.65;0.4447;13.0;13.12;0.4364;0.4495;0.4595;189034.0;0.985
2014-11-10;0.5465;0.5259;0.4883;0.451;4826341.0;2.65;0.4229;12.5;12.67;0.5594;0.3949;0.5553;262511.0;1.055
2014-11-11;0.586;0.5156;0.4714;0.4504;5074135.0;2.15;0.4423;13.0;12.92;0.5477;0.4342;0.5487;294114.0;1.016
2014-11-12;0.4614;0.4586;0.4819;0.3473;5121065.0;2.3;0.1957;13.0;13.02;0.4181;0.0441;0.4219;291363.0;1.087
2014-11-13;0.6576;0.6231;0.5475;0.4567;5170347.0;2.05;0.3865;14.0;13.79;0.6168;0.3164;0.6149;207826.0;1.102
2014-11-14;0.68;0.5652;0.5303;0.461;5262966.0;2.3;0.3895;13.5;13.31;0.6911;0.3179;0.652;237239.0;1.076
2014-11-17;0.6517;0.581;0.5755;0.4328;5288606.0;1.9;0.2844;14.0;13.99;0.6541;0.136;0.6517;231035.0;1.047
2014-11-18;0.5454;0.5109;0.4683;0.4536;2655082.0;1.75;0.4416;14.0;13.86;0.5862;0.4295;0.5466;112480.0;1.099
2014-11-19;0.5888;0.5103;0.4584;0.5;2838024.0;1.9;0.5438;14.0;13.96;0.5973;0.5875;0.5941;388229.0;1.0
2014-11-20;0.6104;0.5467;0.5101;0.4738;2887608.0;2.0;0.4376;13.5;13.58;0.6174;0.4014;0.6168;181407.0;1.08
2014-11-21;0.452;0.47;0.4781;0.4185;3087200.0;2.05;0.3252;13.0;12.9;0.4489;0.2318;0.4496;311938.0;1.138
2014-11-24;0.4688;0.4931;0.4542;0.4483;3165148.0;2.1;0.4638;12.5;12.62;0.4253;0.4792;0.4621;163151.0;1.115
2014-11-25;0.5372;0.4709;0.4687;0.3966;3226892.0;2.55;0.3303;12.0;12.25;0.6078;0.2639;0.557;154353.0;1.102
2014-11-26;0.5114;0.533;0.4981;0.479;3226892.0;2.25;0.4421;12.0;12.07;0.4852;0.4051;0.5017;183325.0;1.075
2014-11-27;0.5114;0.533;0.4981;0.479;3226892.0;2.25;0.4421;12.0;12.07;0.4852;0.4051;0.5017;;1.075
2014-11-28;0.5663;0.4603;0.4591;0.4395;3416112.0;1.67;0.3836;13.5;13.33;0.6456;0.3278;0.6135;149922.0;1.067
2014-12-01;0.6913;0.5718;0.5427;0.45;3571175.0;2.77;0.3463;14.5;14.29;0.6289;0.2426;0.5829;298637.0;1.039
2014-12-02;0.6382;0.5479;0.5172;0.4615;3618239.0;2.9;0.37;13.0;12.85;0.5846;0.2785;0.5731;199568.0;0.976
2014-12-03;0.5047;0.4942;0.4396;0.4333;3844594.0;3.3;0.4556;12.5;12.47;0.5155;0.478;0.5155;364591.0;0.975
2014-12-04;0.6431;0.5269;0.4632;0.3918;3889902.0;3.2;0.2909;12.5;12.38;0.5895;0.1901;0.585;200022.0;1.026
2014-12-05;0.7052;0.599;0.4851;0.462;3950481.0;3.6;0.4412;12.0;11.82;0.6633;0.4204;0.6924;235192.0;0.98
2014-12-08;0.8232;0.6513;0.5571;0.5021;4008360.0;2.7;0.4804;14.0;14.21;0.656;0.4586;0.6911;238863.0;1.003
2014-12-09;0.941;0.7502;0.6687;0.5111;4081705.0;2.37;0.3617;15.0;14.89;0.8191;0.2123;0.8006;336292.0;1.058
2014-12-10;1.2588;0.9643;0.8326;0.5955;4247782.0;2.1;0.3679;19.0;18.53;1.0839;0.1403;1.0674;636626.0;1.24
2014-12-11;1.4337;1.0416;0.8644;0.668;4347219.0;2.72;0.4909;20.0;20.08;1.2031;0.3138;1.2058;577096.0;1.275
2014-12-12;1.5402;1.1736;0.9564;0.6692;4572073.0;2.67;0.4047;21.0;21.08;1.3409;0.1401;1.3485;961162.0;1.395
2014-12-15;1.394;1.075;0.9041;0.6922;4668835.0;2.45;0.4891;20.0;20.42;1.2415;0.2859;1.2674;609128.0;1.332
2014-12-16;1.4874;1.1748;0.9931;0.7303;2780447.0;2.27;0.4726;24.0;23.57;1.4349;0.2149;1.4249;468983.0;1.44
2014-12-17;1.2172;0.99;0.866;0.653;2972339.0;2.0;0.4415;19.0;19.44;1.1642;0.23;1.1794;573217.0;1.303
2014-12-18;1.0191;0.8616;0.7713;0.5809;3122797.0;2.2;0.4055;17.0;16.81;1.0121;0.23;0.9981;400059.0;1.192
2014-12-19;0.9247;0.8635;0.75;0.571;3222635.0;2.03;0.4579;16.0;16.49;0.8948;0.3448;0.9186;262770.0;1.203
2014-12-22;0.8534;0.7611;0.6453;0.5269;3158608.0;2.3;0.421;15.0;15.25;0.826;0.315;0.8534;251587.0;1.324
2014-12-23;0.8386;0.7437;0.6679;0.488;3234820.0;1.97;0.3306;15.0;14.8;0.8457;0.1731;0.8419;181786.0;1.215
2014-12-24;0.7399;0.6425;0.5923;0.4509;3234820.0;2.35;0.3055;14.5;14.37;0.7748;0.1602;0.7469;62687.0;1.224
2014-12-25;0.7399;0.6425;0.5923;0.4509;3234820.0;2.35;0.3055;14.5;14.37;0.7748;0.1602;0.7469;;1.224
2014-12-26;0.7838;0.7005;0.6232;0.4802;3236101.0;2.05;0.3454;14.5;14.5;0.7949;0.2106;0.7949;123281.0;1.344
2014-12-29;0.8445;0.7364;0.6381;0.4921;3255553.0;1.95;0.3615;15.0;15.06;0.8664;0.2309;0.8691;165320.0;1.217
2014-12-30;0.9036;0.8105;0.7146;0.5258;3339971.0;1.7;0.3704;16.0;15.92;0.9328;0.2151;0.9297;188375.0;1.273
2014-12-31;1.2193;1.0006;0.8313;0.5934;3376989.0;1.8;0.3865;19.0;19.2;1.2778;0.1797;1.2885;187753.0;1.398
2015-01-01;1.2193;1.0006;0.8313;0.5934;3376989.0;1.8;0.3865;19.0;19.2;1.2778;0.1797;1.2885;;1.398
2015-01-02;1.1159;0.9041;0.7758;0.5527;3468279.0;2.63;0.3492;18.0;17.79;0.9755;0.1456;0.9663;245954.0;1.187
2015-01-05;1.3265;1.0381;0.8688;0.6287;3564409.0;2.71;0.4156;20.0;19.92;1.1474;0.2025;1.1423;350723.0;1.275
2015-01-06;1.3067;1.0349;0.8978;0.6414;3576195.0;2.51;0.3926;21.0;21.12;1.1309;0.1438;1.1405;232631.0;1.197
2015-01-07;1.1445;0.9479;0.8159;0.6059;3592230.0;2.5;0.4081;19.0;19.31;1.0379;0.2103;1.0521;249423.0;1.236
2015-01-08;0.8919;0.8191;0.7203;0.5736;3610283.0;2.45;0.4394;17.0;17.01;0.8807;0.3053;0.8814;318043.0;1.123
2015-01-09;0.9455;0.8265;0.7088;0.5344;3631963.0;2.6;0.3725;18.0;17.55;0.9316;0.2105;0.9067;187413.0;1.135
2015-01-12;1.1273;0.9513;0.8162;0.628;3655914.0;2.4;0.4473;20.0;19.6;1.0858;0.2665;1.0567;168381.0;1.201
2015-01-13;1.1562;0.9734;0.8314;0.648;3722498.0;2.25;0.4701;21.0;20.56;1.1203;0.2921;1.0955;341772.0;1.221
2015-01-14;1.185;0.9987;0.8542;0.6454;3681474.0;2.35;0.4389;21.0;21.48;1.1462;0.2324;1.155;496308.0;1.267
2015-01-15;1.1997;1.0015;0.8724;0.6246;3716900.0;2.47;0.3768;22.0;22.39;1.1774;0.129;1.192;480632.0;1.253
2015-01-16;1.1057;0.9272;0.8414;0.6134;3743808.0;2.3;0.4186;21.0;20.95;1.1061;0.2239;1.1059;460039.0;1.301
2015-01-19;1.1057;0.9272;0.8414;0.6134;3743808.0;2.3;0.4186;21.0;20.95;1.1061;0.2239;1.1059;;1.301
2015-01-20;1.0771;0.9047;0.7874;0.5938;1780490.0;2.5;0.4105;20.0;19.89;1.0846;0.2271;1.083;105323.0;1.301
2015-01-21;0.9713;0.834;0.7505;0.5839;2016633.0;2.0;0.4643;19.0;18.85;0.9886;0.3448;0.981;410780.0;1.236
2015-01-22;0.8045;0.746;0.656;0.5268;2062344.0;2.55;0.4647;16.0;16.4;0.775;0.4026;0.8095;262472.0;1.206
2015-01-23;0.8578;0.7467;0.6604;0.4972;2205474.0;2.45;0.3549;17.0;16.66;0.8912;0.2126;0.8732;251553.0;1.171
2015-01-26;0.8069;0.6782;0.6192;0.492;2277477.0;2.15;0.3638;16.0;15.52;0.8776;0.2356;0.8429;211884.0;1.257
2015-01-27;0.9197;0.7684;0.6749;0.5515;2335165.0;2.1;0.4536;17.0;17.22;0.9541;0.3557;0.9654;204182.0;1.235
2015-01-28;1.1173;0.9102;0.7889;0.6196;2417517.0;2.5;0.4741;20.0;20.44;1.1682;0.3287;1.189;235289.0;1.269
2015-01-29;1.0191;0.8349;0.7397;0.596;2508251.0;2.0;0.4621;19.0;18.76;1.1069;0.3282;1.0932;231817.0;1.402
2015-01-30;1.1616;0.9208;0.8043;0.6669;2546601.0;2.45;0.5712;21.0;20.97;1.2791;0.4754;1.2786;278416.0;1.395
2015-02-02;1.0966;0.8801;0.7749;0.599;2673719.0;2.82;0.4368;19.0;19.43;0.9391;0.2747;0.9579;246067.0;1.162
2015-02-03;0.9595;0.799;0.7023;0.5591;2709841.0;3.3;0.4416;17.0;17.33;0.8552;0.3241;0.863;234282.0;1.117
2015-02-04;0.9653;0.7975;0.7166;0.5733;2855806.0;3.14;0.4473;18.0;18.33;0.8252;0.3213;0.8512;311110.0;1.073
2015-02-05;0.844;0.7572;0.693;0.5155;2929494.0;3.1;0.3499;17.0;16.85;0.7844;0.1842;0.7734;175149.0;1.105
2015-02-06;0.8947;0.7621;0.6906;0.5515;3123518.0;3.5;0.4188;17.0;17.29;0.8195;0.286;0.8327;420685.0;1.084
2015-02-09;1.0085;0.8378;0.7412;0.5874;3178412.0;2.9;0.4462;19.0;18.55;0.979;0.3051;0.9564;170724.0;1.25
2015-02-10;0.8593;0.7753;0.6837;0.5359;3207263.0;3.15;0.4026;17.0;17.23;0.8351;0.2693;0.8437;180039.0;1.166
2015-02-11;0.8291;0.7392;0.677;0.5352;3276912.0;3.05;0.3965;17.0;16.96;0.8238;0.2579;0.8212;224393.0;1.109
2015-02-12;0.743;0.6877;0.5913;0.4856;3426847.0;3.59;0.3964;15.0;15.34;0.7146;0.3073;0.7236;344597.0;1.126
2015-02-13;0.6511;0.597;0.5359;0.4675;3466657.0;3.81;0.4076;14.5;14.69;0.6124;0.3476;0.6172;280069.0;1.039
2015-02-16;0.6511;0.597;0.5359;0.4675;3466657.0;3.81;0.4076;14.5;14.69;0.6124;0.3476;0.6172;;1.039
2015-02-17;0.688;0.6948;0.6177;0.4756;2066039.0;2.78;0.3355;16.0;15.8;0.7146;0.1954;0.6874;233669.0;1.129
2015-02-18;0.7124;0.6326;0.5965;0.4792;2331500.0;3.2;0.3618;15.0;15.45;0.7084;0.2444;0.7181;422796.0;1.116
2015-02-19;0.683;0.6165;0.622;0.4775;2365136.0;2.95;0.396;15.0;15.29;0.6869;0.3144;0.6911;173399.0;1.096
2015-02-20;0.571;0.5991;0.5307;0.4765;2550097.0;2.65;0.4372;14.5;14.3;0.6026;0.398;0.564;316968.0;1.124
2015-02-23;0.642;0.6323;0.5571;0.4855;2636075.0;2.72;0.408;14.5;14.56;0.6295;0.3306;0.6369;165994.0;1.389
2015-02-24;0.5931;0.5506;0.5093;0.4594;2767585.0;2.72;0.4058;13.5;13.69;0.5703;0.3522;0.6038;269397.0;1.243
2015-02-25;0.635;0.5535;0.521;0.4854;2976310.0;2.6;0.4548;14.0;13.84;0.6354;0.4242;0.6673;300604.0;1.12
2015-02-26;0.6617;0.5859;0.5392;0.457;3020617.0;2.3;0.3791;14.0;13.91;0.6932;0.3013;0.6926;124437.0;1.121
2015-02-27;0.6533;0.5794;0.5721;0.4297;3082013.0;2.52;0.3126;13.5;13.34;0.7052;0.1955;0.7062;144642.0;1.185
2015-03-02;0.5891;0.546;0.499;0.4575;3169739.0;4.1;0.4207;13.0;13.04;0.5767;0.3838;0.5793;106408.0;0.897
2015-03-03;0.6379;0.566;0.5387;0.468;3312353.0;3.6;0.3711;14.0;13.86;0.6211;0.2741;0.5981;279170.0;0.97
2015-03-04;0.6267;0.6015;0.5719;0.4462;3383549.0;3.58;0.3144;14.0;14.23;0.6125;0.1825;0.6184;182386.0;1.053
2015-03-05;0.6383;0.5982;0.5427;0.4292;3436417.0;3.39;0.3197;14.0;14.04;0.6394;0.2102;0.6391;157857.0;1.045
2015-03-06;0.7015;0.6366;0.6014;0.4986;3537190.0;3.2;0.395;15.0;15.2;0.6478;0.2913;0.662;202837.0;0.961
2015-03-09;0.6758;0.609;0.562;0.4425;3585921.0;3.0;0.3235;15.0;15.06;0.6486;0.2045;0.6518;103374.0;1.019
2015-03-10;0.8062;0.694;0.6339;0.5462;3648713.0;2.5;0.4645;17.0;16.69;0.7815;0.3828;0.76;269622.0;1.004
2015-03-11;0.844;0.7242;0.6531;0.5152;3687616.0;2.65;0.3799;17.0;16.87;0.8163;0.2446;0.8104;221694.0;1.248
2015-03-12;0.7392;0.6541;0.6042;0.5005;3737674.0;2.93;0.3955;15.0;15.42;0.7096;0.2906;0.7379;231439.0;1.08
2015-03-13;0.7581;0.7134;0.6283;0.491;3766895.0;2.62;0.3662;16.0;16.0;0.7435;0.2414;0.7435;199040.0;1.111
2015-03-16;1.4219;1.2571;1.1668;1.005;3857324.0;2.29;0.8454;16.0;15.61;1.3805;0.6857;1.4219;222256.0;1.488
2015-03-17;0.7095;0.6536;0.6142;0.5157;2175506.0;2.17;0.4175;16.0;15.66;0.7344;0.3193;0.7114;172081.0;1.153
2015-03-18;0.5645;0.4961;0.5341;0.4039;2423872.0;2.7;0.2705;14.0;13.97;0.5639;0.1372;0.5691;460059.0;0.983
2015-03-19;0.559;0.5255;0.508;0.4249;2495892.0;2.67;0.2761;14.0;14.07;0.5467;0.1273;0.5623;220552.0;1.116
2015-03-20;0.5637;0.4842;0.5105;0.4419;2645507.0;3.25;0.4216;13.0;13.02;0.5717;0.4012;0.5743;275028.0;1.094
2015-03-23;0.5331;0.4444;0.4393;0.3287;2759826.0;2.67;0.247;13.5;13.41;0.5509;0.1652;0.5553;197287.0;1.08
2015-03-24;0.647;0.5012;0.4714;0.4102;3018611.0;2.6;0.2966;13.5;13.62;0.6917;0.1831;0.6891;387954.0;1.05
2015-03-25;0.7101;0.64;0.5949;0.5064;3033670.0;2.0;0.4268;15.0;15.44;0.6805;0.3471;0.7322;247655.0;1.069
2015-03-26;0.8128;0.6959;0.6465;0.5518;3300234.0;1.57;0.4941;16.0;15.8;0.8715;0.4364;0.8564;380935.0;1.173
2015-03-27;0.7667;0.6611;0.5741;0.4794;3426262.0;1.85;0.3736;15.0;15.07;0.7995;0.2677;0.8049;248621.0;1.252
2015-03-30;0.6376;0.5904;0.5458;0.418;3481887.0;1.62;0.2959;14.5;14.51;0.6587;0.1738;0.6606;152746.0;1.207
2015-03-31;0.7222;0.6075;0.5675;0.4738;3539787.0;1.75;0.37;15.0;15.29;0.7793;0.2661;0.7951;132771.0;1.191
2015-04-01;0.7128;0.6525;0.5846;0.5153;3549609.0;3.3;0.4708;15.0;15.11;0.6838;0.4262;0.6828;167992.0;0.937
2015-04-02;0.6694;0.6302;0.5896;0.4668;3615037.0;3.4;0.3496;14.5;14.67;0.632;0.2324;0.6441;128699.0;1.011
2015-04-03;0.6694;0.6302;0.5896;0.4668;3615037.0;3.4;0.3496;14.5;14.67;0.632;0.2324;0.6441;;1.011
2015-04-06;0.6831;0.5805;0.5295;0.5102;3667399.0;3.1;0.5066;14.5;14.74;0.6504;0.5031;0.6252;228080.0;0.999
2015-04-07;0.6681;0.5922;0.5385;0.4555;3761153.0;2.65;0.3886;15.0;14.78;0.6261;0.3216;0.6239;201494.0;0.957
2015-04-08;0.6005;0.5463;0.5203;0.3898;3857903.0;3.0;0.2499;14.0;13.98;0.5626;0.1099;0.5601;272839.0;0.982
2015-04-09;0.6371;0.4808;0.4469;0.434;3947273.0;3.38;0.4046;13.0;13.09;0.601;0.3751;0.5904;212812.0;0.94
2015-04-10;0.5821;0.5494;0.498;0.4016;4549701.0;3.08;0.3255;12.5;12.58;0.5507;0.2494;0.5459;820768.0;0.942
2015-04-13;0.6065;0.4885;0.4628;0.4845;4706087.0;2.4;0.5146;14.0;13.94;0.5531;0.5448;0.5484;367079.0;1.021
2015-04-14;0.7084;0.5306;0.4805;0.4338;2834752.0;2.45;0.3967;13.5;13.67;0.5873;0.3595;0.601;156071.0;1.072
2015-04-15;0.5134;0.4393;0.4606;0.415;3115855.0;2.5;0.3557;13.0;12.84;0.5144;0.2963;0.5011;405543.0;0.969
2015-04-16;0.5266;0.4945;0.4576;0.4017;3210526.0;2.75;0.3504;12.5;12.6;0.5244;0.2991;0.5223;233009.0;1.092
2015-04-17;0.5998;0.4828;0.4767;0.4086;3346186.0;2.1;0.3361;14.0;13.89;0.5963;0.2636;0.5881;317917.0;1.102
2015-04-20;0.5096;0.3803;0.3539;0.5072;3502209.0;1.95;0.6686;13.5;13.3;0.5301;0.8299;0.5096;279892.0;1.102
2015-04-21;0.4767;0.4657;0.4022;0.4433;3597923.0;2.2;0.4897;13.0;13.25;0.4147;0.5361;0.4769;204040.0;1.131
2015-04-22;0.4914;0.461;0.4055;0.4055;3644273.0;2.5;0.4075;12.5;12.71;0.4776;0.4094;0.4932;157640.0;1.086
2015-04-23;0.529;0.504;0.4785;0.3734;3792681.0;2.35;0.2683;12.5;12.48;0.5309;0.1632;0.5315;195157.0;1.067
2015-04-24;0.4409;0.3758;0.4265;0.3611;3957083.0;2.23;0.2205;12.5;12.29;0.4989;0.0798;0.4534;296930.0;1.144
2015-04-27;0.528;0.4113;0.4742;0.3515;4138943.0;2.25;0.1917;13.0;13.12;0.5391;0.032;0.5743;341049.0;1.096
2015-04-28;0.5111;0.506;0.4391;0.4283;4217897.0;2.08;0.5009;12.5;12.41;0.5178;0.5735;0.5047;198143.0;1.055
2015-04-29;0.5409;0.4045;0.3623;0.3892;4353664.0;1.83;0.4429;13.5;13.39;0.5941;0.4966;0.5972;309487.0;1.144
