VIXC.SERIESP;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2008-05-20;0.7203;;0.4736;0.4209;348015.0;0.55;;18.0;17.58;0.7353;;0.727;53648.0;0.778
2008-05-21;0.7597;;0.4832;0.4127;204587.0;0.6;;19.0;18.59;0.779;;0.7723;26644.0;1.037
2008-05-22;0.7236;;0.4841;0.4325;206285.0;0.35;;18.0;18.05;0.7342;;0.7375;13919.0;1.048
2008-05-23;0.7415;;0.4925;0.4356;215239.0;0.8;;20.0;19.55;0.7644;;0.7609;26171.0;1.01
2008-05-26;0.7415;;0.4925;0.4356;215239.0;0.8;;20.0;19.55;0.7644;;0.7609;;1.01
2008-05-27;0.7707;;0.4949;0.4356;216810.0;1.0;;20.0;19.64;0.8231;;0.8106;7429.0;1.072
2008-05-28;0.7432;;0.4922;0.4356;220966.0;0.6;;19.0;19.07;0.7852;;0.7855;9899.0;1.13
2008-05-29;0.699;;0.4821;0.4356;223781.0;0.55;;18.0;18.14;0.748;;0.7515;10804.0;1.187
2008-05-30;0.6736;;0.4769;0.4356;234452.0;0.6;;18.0;17.83;0.7009;;0.6979;39077.0;1.135
2008-06-02;0.7649;;0.505;0.4356;259854.0;0.95;;20.0;19.83;0.7005;;0.6964;37099.0;0.837
2008-06-03;0.8125;;0.5106;0.4356;269031.0;0.9;;20.0;20.24;0.7257;;0.7267;21599.0;0.856
2008-06-04;0.8418;;0.54;0.4356;265857.0;0.95;;20.0;20.8;0.7453;;0.741;16174.0;0.854
2008-06-05;0.7759;;0.5018;0.4356;266751.0;0.77;;19.0;18.63;0.7204;;0.718;9310.0;0.904
2008-06-06;0.9585;;0.5716;0.4356;283623.0;1.8;;22.5;23.56;0.8052;;0.8126;42975.0;0.879
2008-06-09;0.9837;;0.5888;0.4356;310993.0;2.1;;22.5;23.12;0.8766;;0.8826;51841.0;0.945
2008-06-10;0.9469;;0.5886;0.4356;319516.0;2.0;;22.5;23.18;0.8581;;0.8721;21785.0;0.93
2008-06-11;0.9344;;0.6112;0.4356;325705.0;3.2;;25.0;24.12;0.8966;;0.8822;17862.0;0.958
2008-06-12;0.8847;;0.6123;0.4356;331716.0;1.75;;22.5;23.33;0.847;;0.8584;19839.0;0.943
2008-06-13;0.8012;;0.5692;0.4356;340146.0;0.8;;20.0;21.22;0.7605;;0.7854;27333.0;0.931
2008-06-16;0.5079;;0.3543;0.4356;348206.0;0.85;;20.0;20.95;0.7503;;0.7079;17435.0;0.733
2008-06-17;0.5015;;0.368;0.4356;348934.0;0.75;;20.0;21.13;0.7413;;0.7025;26603.0;0.754
2008-06-18;0.786;;0.5699;0.4356;216734.0;1.6;;22.5;22.24;0.7947;;0.7937;15178.0;0.983
2008-06-19;0.7293;;0.4009;0.4356;229213.0;1.7;;22.5;21.58;0.7071;;0.7334;25315.0;0.795
2008-06-20;0.7434;;0.5736;0.4356;245873.0;1.35;;22.5;22.87;0.7436;;0.7547;57195.0;0.917
2008-06-23;0.7666;;0.5634;0.4356;246352.0;1.35;;22.5;22.64;0.7922;;0.7949;15693.0;0.976
2008-06-24;0.7498;;0.567;0.4356;252522.0;1.2;;22.5;22.42;0.775;;0.7748;29994.0;0.877
2008-06-25;0.7463;;0.5618;0.4356;285784.0;0.57;;20.0;21.14;0.7771;;0.7819;47165.0;0.991
2008-06-26;0.8241;;0.6012;0.4356;293223.0;2.15;;25.0;23.93;0.8897;;0.879;24685.0;0.7
2008-06-27;0.6521;;0.503;0.4356;304551.0;0.95;;22.5;23.44;0.6794;;0.6706;16063.0;0.779
2008-06-30;0.8606;;0.5927;0.4356;305858.0;2.4;;25.0;23.95;0.9927;;0.9701;9228.0;0.707
2008-07-01;0.8651;;0.5954;0.4356;312648.0;1.75;;22.5;23.65;0.6963;;0.7081;14791.0;0.728
2008-07-02;0.8566;;0.6176;0.4356;327701.0;2.6;;25.0;25.92;0.7171;;0.7265;23972.0;0.801
2008-07-03;0.7358;;0.6357;0.4356;329849.0;2.6;;25.0;24.78;0.7161;;0.7144;8400.0;0.829
2008-07-04;0.7358;;0.6357;0.4356;329849.0;2.6;;25.0;24.78;0.7161;;0.7144;;0.829
2008-07-07;0.8328;;0.6144;0.4356;334972.0;2.5;;25.0;25.78;0.7047;;0.7055;16046.0;0.769
2008-07-08;0.6937;;0.5796;0.4356;341292.0;1.7;;22.5;23.15;0.6623;;0.6663;37280.0;0.687
2008-07-09;0.6937;;0.5796;0.4356;340573.0;2.6;;25.0;25.23;0.7392;;0.7649;19254.0;0.887
2008-07-10;0.9519;;0.7401;0.4356;344238.0;2.5;;25.0;25.59;0.8475;;0.769;22750.0;0.735
2008-07-11;0.904;;0.6668;0.4356;368020.0;3.9;;27.5;27.49;0.7684;;0.7682;54001.0;0.817
2008-07-14;0.9451;;0.6446;0.4356;371328.0;3.45;;27.5;28.48;0.7717;;0.7963;41390.0;0.852
2008-07-15;0.9451;;0.6208;0.4356;206612.0;3.1;;27.5;28.54;0.7122;;0.7283;55103.0;0.793
2008-07-16;0.9451;;0.5822;0.4356;214048.0;2.3;;25.0;25.1;0.7158;;0.7184;28600.0;0.835
2008-07-17;0.9451;;0.5986;0.4356;217221.0;2.55;;25.0;25.01;0.7328;;0.733;13791.0;0.848
2008-07-18;0.9451;;0.6162;0.4356;220505.0;2.5;;25.0;24.05;0.6996;;0.6815;6880.0;0.841
2008-07-21;0.7085;;0.5602;0.4552;226935.0;1.4;;22.5;23.05;0.7055;;0.7127;15561.0;0.818
2008-07-22;0.6879;;0.5379;0.4213;229678.0;0.67;;20.0;21.18;0.6899;;0.695;44636.0;0.87
2008-07-23;0.7481;;0.4014;0.375;269628.0;0.69;;22.5;21.31;0.7272;;0.7518;69768.0;0.721
2008-07-24;0.7183;;0.5472;0.474;292142.0;1.3;;22.5;23.44;0.7157;;0.7362;40127.0;0.81
2008-07-25;0.6335;;0.4832;0.474;289131.0;1.3;;22.5;22.91;0.6397;;0.6453;11774.0;0.794
2008-07-28;0.7556;;0.5625;0.474;289131.0;2.35;;25.0;24.23;0.8123;;0.7964;5505.0;0.76
2008-07-29;0.7075;;0.5401;0.474;296744.0;1.55;;22.5;22.03;0.76;;0.7465;5505.0;0.944
2008-07-30;0.6741;;0.5192;0.474;311138.0;0.65;;20.0;21.21;0.6637;;0.706;23902.0;0.993
2008-07-31;0.7351;;0.5456;0.474;319832.0;1.43;;22.5;22.94;0.7597;;0.7787;34460.0;1.017
2008-08-01;0.7284;;0.534;0.474;319832.0;1.85;;22.5;22.57;0.6574;;0.6584;7527.0;0.713
2008-08-04;0.7713;;0.5625;0.474;322187.0;1.85;;22.5;23.49;0.6757;;0.6834;7527.0;0.673
2008-08-05;0.719;;0.5234;0.474;323936.0;0.95;;20.0;21.14;0.6403;;0.668;24460.0;0.801
2008-08-06;0.7091;;0.5273;0.474;376042.0;1.15;;20.0;20.23;0.6622;;0.6675;84467.0;0.828
2008-08-07;0.7553;;0.5464;0.474;376042.0;0.9;;20.0;21.15;0.68;;0.711;26642.0;0.88
2008-08-08;0.693;;0.5455;0.474;389327.0;1.1;;20.0;20.66;0.6953;;0.7063;26642.0;0.691
2008-08-11;0.7353;;0.5326;0.474;405202.0;1.11;;20.0;20.12;0.7033;;0.7064;29863.0;0.86
2008-08-12;0.7381;;0.5318;0.474;538066.0;0.8;;20.0;21.17;0.6754;;0.7115;221384.0;0.891
2008-08-13;0.7526;;0.5453;0.474;523581.0;1.8;;22.5;21.55;0.7289;;0.7235;20259.0;0.884
2008-08-14;0.7038;;0.5268;0.474;536151.0;0.85;;20.0;20.34;0.681;;0.6889;30009.0;0.677
2008-08-15;0.6748;;0.5267;0.474;532755.0;0.9;;20.0;19.58;0.6848;;0.6658;12965.0;0.851
2008-08-18;0.7031;;0.5266;0.474;529922.0;0.75;;20.0;20.98;0.6854;;0.7066;27850.0;0.697
2008-08-19;0.7278;;0.5472;0.474;387069.0;1.7;;22.5;21.28;0.7626;;0.7359;38982.0;0.691
2008-08-20;0.7122;;0.5052;0.474;393396.0;0.7;;20.0;20.42;0.7158;;0.7252;30444.0;0.898
2008-08-21;0.6909;;0.5154;0.4192;403269.0;0.73;;20.0;19.82;0.7107;;0.7046;21648.0;0.974
2008-08-22;0.641;;0.5186;0.4192;422374.0;0.45;;19.0;18.81;0.6505;;0.6514;43545.0;0.739
2008-08-25;0.7315;;0.5515;0.4192;425233.0;0.55;;20.0;20.97;0.7297;;0.7669;13094.0;0.972
2008-08-26;0.7203;;0.5331;0.4192;425189.0;0.6;;20.0;20.49;0.7443;;0.7586;4356.0;0.786
2008-08-27;0.6676;;0.5221;0.4192;431967.0;0.65;;20.0;19.76;0.7013;;0.6968;11444.0;0.97
2008-08-28;0.6126;;0.517;0.4192;485444.0;0.35;;19.0;19.43;0.6038;;0.6149;71968.0;0.983
2008-08-29;0.6627;;0.5336;0.4192;494800.0;0.55;;20.0;20.65;0.6594;;0.6865;4322.0;0.983
2008-09-01;0.6627;;0.5336;0.4192;494800.0;0.55;;20.0;20.65;0.6594;;0.6865;;0.983
2008-09-02;0.733;;0.5548;0.4192;503102.0;1.85;;22.5;21.99;0.6574;;0.6457;31951.0;0.739
2008-09-03;0.6652;;0.5547;0.4192;486640.0;1.85;;22.5;21.43;0.6538;;0.6303;30052.0;0.688
2008-09-04;0.7847;;0.5787;0.4192;493886.0;2.72;;25.0;24.03;0.6748;;0.6677;74164.0;0.728
2008-09-05;0.7522;;0.5594;0.4192;493580.0;1.47;;22.5;23.06;0.651;;0.6553;74164.0;0.619
2008-09-08;0.7588;;0.5438;0.4192;501127.0;1.6;;22.5;22.64;0.6454;;0.6478;23970.0;0.76
2008-09-09;0.8257;;0.577;0.4192;510419.0;2.4;;25.0;25.47;0.6716;;0.6887;28883.0;0.738
2008-09-10;0.7444;;0.5657;0.4192;515356.0;2.47;;25.0;24.52;0.6436;;0.635;50404.0;0.648
2008-09-11;0.7692;;0.5642;0.4192;506335.0;2.4;;25.0;24.39;0.6561;;0.6486;33944.0;0.736
2008-09-12;0.8028;;0.5721;0.4192;505648.0;2.35;;25.0;25.66;0.6594;;0.6688;30442.0;0.639
2008-09-15;1.1801;;0.6575;0.4192;520610.0;7.45;;32.5;31.7;0.7775;;0.789;39499.0;0.821
2008-09-16;1.1801;;0.5932;0.4192;342191.0;5.6;;30.0;30.3;0.7147;;0.7179;76625.0;0.72
2008-09-17;1.1801;;0.6734;0.4192;369805.0;9.2;;35.0;36.22;0.9215;;0.9407;51858.0;0.798
2008-09-18;1.1801;;0.6249;0.4192;390063.0;8.5;;32.5;33.1;1.1219;;1.1206;63695.0;0.956
2008-09-19;1.1801;;0.5813;0.4192;397911.0;8.4;;32.5;32.07;0.8942;;0.895;16373.0;0.877
2008-09-22;0.8033;;0.6646;0.4192;416150.0;8.9;;35.0;33.85;0.8042;;0.8039;34990.0;0.859
2008-09-23;0.9223;;0.6719;0.4192;432086.0;7.15;;35.0;35.72;0.918;;0.9302;35718.0;0.959
2008-09-24;0.8604;;0.6096;0.4192;434676.0;7.25;;35.0;35.19;0.8621;;0.8656;20798.0;0.946
2008-09-25;0.9163;;0.6627;0.4192;441962.0;5.98;;32.5;32.82;0.92;;0.9356;45291.0;0.954
2008-09-26;0.7218;;0.6902;0.4192;452814.0;8.3;;35.0;34.74;0.7088;;0.9922;25919.0;1.272
2008-09-29;0.7253;;0.7555;0.4192;477523.0;13.3;;45.0;46.72;0.7267;;0.912;53519.0;1.817
2008-09-30;0.7952;;0.4159;0.4192;495947.0;10.5;;40.0;39.39;0.7249;;0.7249;51343.0;0.835
2008-10-01;0.7018;;0.828;0.4192;513532.0;11.9;;40.0;39.81;0.7636;;0.9565;30390.0;0.815
2008-10-02;1.0872;;0.8109;0.4192;525360.0;14.95;;45.0;45.26;0.8753;;0.9824;33260.0;0.925
2008-10-03;1.0194;;0.7725;0.4192;529967.0;14.45;;45.0;45.14;0.8994;;0.9884;28568.0;0.824
2008-10-06;2.1897;;0.7648;0.4192;576629.0;18.0;;50.0;52.05;0.596;;0.7913;61626.0;0.961
2008-10-07;0.8994;;1.077;0.4192;611086.0;20.95;;55.0;53.68;0.8902;;0.8949;64971.0;0.89
2008-10-08;1.088;;0.8547;0.4192;632867.0;24.85;;60.0;57.53;0.9977;;0.9993;41223.0;0.955
2008-10-09;1.088;;0.8547;0.4192;698590.0;22.5;;60.0;63.92;0.9977;;0.9993;109690.0;0.955
2008-10-10;1.5322;;0.9925;0.4192;738013.0;31.95;;70.0;69.95;1.1243;;1.1243;69993.0;1.07
2008-10-13;1.0217;;0.812;0.4192;791395.0;19.2;;55.0;54.99;0.8982;;0.8983;81087.0;1.043
2008-10-14;1.1099;;0.758;0.4192;806788.0;18.05;;55.0;55.13;1.0981;;1.0985;41676.0;1.033
2008-10-15;1.3231;;0.9039;0.4192;837604.0;27.3;;70.0;69.25;0.8148;;0.866;78738.0;1.075
2008-10-16;1.2187;;0.7175;0.4192;864251.0;27.6;;70.0;67.61;1.0806;;1.1274;51283.0;1.1
2008-10-17;1.2063;;0.9019;0.4192;893916.0;24.25;;70.0;70.33;1.2151;;1.2269;55248.0;1.143
2008-10-20;1.2246;;0.8649;3.2806;916436.0;13.1;;55.0;52.97;1.269;;1.2305;88670.0;1.164
2008-10-21;1.2087;;0.8469;3.8242;504308.0;13.7;;55.0;53.11;1.2382;;1.2201;68578.0;1.106
2008-10-22;1.3592;;0.9314;3.8242;508434.0;19.2;;65.0;63.04;1.386;;1.3882;18770.0;1.237
2008-10-23;1.2382;;0.9006;3.8242;516828.0;21.7;;70.0;67.8;1.2925;;1.2668;21914.0;1.265
2008-10-24;1.5214;;0.8404;3.8242;540745.0;27.12;;80.0;79.13;1.6026;;1.5877;36755.0;1.313
2008-10-27;1.495;;0.9449;3.8242;537195.0;24.05;;80.0;80.06;1.5898;;1.59;18132.0;1.57
2008-10-28;1.3992;;0.9391;3.8242;558429.0;15.0;;65.0;66.96;1.448;;1.4946;40847.0;1.368
2008-10-29;1.4179;;0.9558;3.8242;558429.0;17.35;;70.0;69.96;1.5378;;1.5384;21370.0;1.358
2008-10-30;1.3789;;0.9579;3.8242;571855.0;13.33;;65.0;62.9;1.5317;;1.4972;21370.0;1.341
2008-10-31;2.0285;;1.8473;3.8242;585000.0;10.25;;60.0;59.89;1.9406;;1.3383;29852.0;1.568
2008-11-03;1.2716;;0.8815;3.8242;590106.0;13.9;;55.0;53.68;1.1439;;1.1362;20170.0;1.036
2008-11-04;1.2653;;0.8828;3.8242;606637.0;11.9;;50.0;47.73;1.1586;;1.1405;41885.0;1.065
2008-11-05;1.6773;;1.0902;3.8242;611031.0;14.8;;55.0;54.56;1.395;;1.3927;26631.0;1.191
2008-11-06;1.3537;;1.1854;3.8242;611591.0;20.2;;65.0;63.68;1.3918;;1.3715;30540.0;1.239
2008-11-07;1.2336;;0.8569;3.8242;627148.0;12.0;;55.0;56.1;1.1591;;1.1603;38051.0;1.129
2008-11-10;1.2256;;0.8621;3.8242;658128.0;14.95;;60.0;59.98;1.1432;;1.1434;47965.0;1.105
2008-11-11;1.2417;;0.8634;3.8242;670646.0;14.35;;60.0;61.44;1.1888;;1.1907;21903.0;1.108
2008-11-12;1.2327;;0.8379;3.8242;675405.0;15.8;;65.0;66.46;1.1869;;1.1866;22474.0;1.098
2008-11-13;1.1789;;0.8636;3.8242;687725.0;13.5;;60.0;59.83;1.1459;;1.1466;44879.0;1.104
2008-11-14;1.2001;;0.8388;3.8242;696459.0;15.2;;65.0;66.31;1.1859;;1.1866;30385.0;1.155
2008-11-17;1.2019;;0.8154;3.8242;716902.0;17.01;;70.0;69.15;1.1982;;1.2089;30179.0;1.182
2008-11-18;1.1023;;0.8149;3.8242;320983.0;15.75;;70.0;67.64;1.121;;1.1176;37824.0;1.072
2008-11-19;1.0279;;0.7591;3.8242;330563.0;15.3;;75.0;74.26;1.0519;;1.0449;16997.0;1.063
2008-11-20;1.0953;;0.7813;3.8242;330563.0;17.29;;80.0;80.86;1.132;;1.1184;17932.0;1.093
2008-11-21;0.9126;;0.6598;3.8242;349238.0;15.2;;75.0;72.67;1.1261;;1.0177;11151.0;0.938
2008-11-24;0.9815;;0.7759;3.8242;364795.0;9.85;;65.0;64.7;1.0214;;1.0223;30590.0;0.994
2008-11-25;0.9157;;0.7579;3.8242;385133.0;6.8;;60.0;60.9;0.9432;;0.9483;32361.0;0.949
2008-11-26;0.8864;;0.6851;3.8242;404367.0;5.6;;55.0;54.92;0.92;;0.9206;28218.0;0.971
2008-11-27;0.8864;;0.6851;3.8242;404367.0;5.6;;55.0;54.92;0.92;;0.9206;;0.971
2008-11-28;0.9291;;0.7344;3.8242;406066.0;5.68;;55.0;55.84;0.9902;;0.9956;5460.0;0.995
2008-12-01;0.9099;;0.8492;3.8242;431608.0;16.3;;70.0;68.51;0.7822;;0.7619;37336.0;1.011
2008-12-02;0.9535;;0.7123;3.8242;447402.0;13.0;;65.0;62.98;0.8205;;0.8382;30196.0;0.776
2008-12-03;0.8643;;0.8379;3.8242;455862.0;9.37;;60.0;60.72;0.7333;;0.7433;24129.0;0.969
2008-12-04;0.8429;;0.8775;3.8242;479429.0;11.3;;65.0;63.64;0.7723;;0.7567;33764.0;0.979
2008-12-05;0.869;;0.6984;3.8242;482419.0;8.3;;60.0;59.93;0.7975;;0.7979;19375.0;0.8
2008-12-08;0.8408;;0.6904;3.8242;514205.0;9.1;;60.0;58.49;0.7783;;0.7905;48994.0;0.791
2008-12-09;0.8587;;0.6987;3.8242;530954.0;8.75;;60.0;58.91;0.7949;;0.7973;31998.0;0.786
2008-12-10;0.8133;;0.6977;3.8242;555178.0;5.8;;55.0;55.73;0.7572;;0.757;37452.0;0.76
2008-12-11;0.859;;0.7084;3.8242;588312.0;5.8;;55.0;55.78;0.8217;;0.823;50083.0;0.804
2008-12-12;0.8469;;0.7191;3.8242;580406.0;5.8;;55.0;54.28;0.7773;;0.7787;35614.0;0.812
2008-12-15;1.0814;;1.0552;3.8242;588098.0;5.26;;55.0;56.76;0.878;;0.9022;23872.0;0.851
2008-12-16;1.0814;;0.9557;3.8242;242061.0;3.9;;50.0;52.37;0.7958;;0.7847;80122.0;0.764
2008-12-17;1.0814;;0.6263;3.8242;247610.0;3.5;;50.0;49.84;0.7194;;0.7201;10517.0;0.724
2008-12-18;1.0814;;0.6869;3.8242;254740.0;3.19;;47.5;47.34;0.7615;;0.7616;18444.0;0.781
2008-12-19;1.0814;;0.6725;3.8242;270821.0;3.4;;45.0;44.93;0.8233;;0.823;30436.0;0.827
2008-12-22;0.842;;0.6798;3.8242;272667.0;4.05;;45.0;44.56;0.8473;;0.8463;7134.0;0.851
2008-12-23;0.8011;;0.685;3.8242;270575.0;3.5;;45.0;45.02;0.806;;0.8062;10806.0;0.844
2008-12-24;0.8097;;0.6659;3.8242;270575.0;3.6;;45.0;44.21;0.8052;;0.8218;2311.0;0.86
2008-12-25;0.8097;;0.6659;3.8242;270575.0;3.6;;45.0;44.21;0.8052;;0.8218;;0.86
2008-12-26;0.8131;;0.6653;3.8242;271448.0;2.57;;42.5;43.38;0.822;;0.8306;785.0;0.858
2008-12-29;0.8289;;0.6736;3.8242;278831.0;3.25;;45.0;43.9;0.87;;0.8632;11886.0;0.883
2008-12-30;0.8066;;0.6426;3.8242;296424.0;2.7;;42.5;41.63;0.8397;;0.841;24216.0;0.814
2008-12-31;0.8505;;0.7007;3.8242;296430.0;2.6;;40.0;40.0;0.9128;;0.9128;17550.0;0.962
2009-01-01;0.8505;;0.7007;3.8242;296430.0;2.6;;40.0;40.0;0.9128;;0.9128;;0.962
2009-01-02;0.8637;;0.6888;3.8242;302374.0;4.4;;40.0;39.19;0.7727;;0.7652;28359.0;0.771
2009-01-05;0.9462;;0.7123;3.8242;303257.0;4.54;;40.0;39.08;0.8453;;0.8403;21184.0;0.828
2009-01-06;0.9348;;0.7322;3.8242;303432.0;3.4;;37.5;38.56;0.8375;;0.844;27647.0;0.838
2009-01-07;1.0161;;1.0126;3.8242;318076.0;4.95;;42.5;43.39;0.9439;;0.9513;15142.0;0.915
2009-01-08;0.9488;;0.751;3.8242;332582.0;4.8;;42.5;42.56;0.8759;;0.8762;25899.0;0.88
2009-01-09;0.8995;;0.7748;3.8242;336098.0;4.06;;42.5;42.82;0.86;;0.8641;17569.0;0.878
2009-01-12;0.9112;;0.7977;3.8242;341026.0;3.8;;45.0;45.84;0.8728;;0.8916;19907.0;0.886
2009-01-13;0.8776;;0.7809;3.8242;351328.0;2.9;;42.5;43.27;0.8639;;0.8733;26375.0;0.866
2009-01-14;0.992;;0.849;3.8242;382009.0;5.5;;50.0;49.14;0.947;;0.957;51477.0;0.923
2009-01-15;0.9386;;0.8702;3.8242;418838.0;5.5;;50.0;51.0;0.9149;;0.9244;52833.0;0.889
2009-01-16;0.9351;;0.8208;3.8242;430908.0;3.4;;45.0;46.11;0.9024;;0.9339;37295.0;0.915
2009-01-19;0.9351;;0.8208;3.8242;430908.0;3.4;;45.0;46.11;0.9024;;0.9339;;0.915
2009-01-20;1.0742;;0.8707;3.8242;436616.0;6.6;;55.0;56.65;1.0652;;1.0834;22052.0;1.022
2009-01-21;0.6814;;0.9341;3.8242;322976.0;3.9;;47.5;46.42;0.9562;;0.9665;30545.0;0.99
2009-01-22;0.978;;0.826;0.6616;341416.0;3.8;;47.5;47.29;0.9956;;0.9956;30957.0;0.978
2009-01-23;0.9499;;0.8098;0.6616;345417.0;3.7;;47.5;47.27;0.9672;;0.9673;8860.0;0.957
2009-01-26;0.9826;;0.8138;0.6616;348688.0;3.5;;45.0;45.69;1.0323;;1.0283;27091.0;0.989
2009-01-27;0.9613;;0.81;0.6616;361505.0;3.02;;42.5;42.25;1.0096;;1.0089;23849.0;1.011
2009-01-28;0.9795;;0.7869;0.6616;355525.0;2.9;;40.0;39.66;1.0301;;1.0263;19654.0;1.009
2009-01-29;1.0131;;0.8136;0.6616;353982.0;3.8;;42.5;42.63;1.0841;;1.0866;26009.0;1.059
2009-01-30;1.0202;;0.8283;0.6616;359361.0;4.36;;45.0;44.84;1.0954;;1.0911;19707.0;1.038
2009-02-02;1.0097;;0.8284;0.6616;363943.0;6.9;;45.0;45.52;0.9157;;0.9187;10003.0;0.82
2009-02-03;0.9627;;0.801;0.6616;371245.0;5.8;;42.5;43.06;0.8873;;0.891;22785.0;0.826
2009-02-04;1.1078;;1.0786;0.6616;372939.0;7.45;;45.0;43.85;1.1654;;1.1315;6561.0;0.968
2009-02-05;0.9642;;0.809;0.6616;376747.0;5.72;;42.5;43.73;0.8524;;0.8929;10219.0;0.822
2009-02-06;0.9874;;0.8084;0.6616;387667.0;6.1;;42.5;43.37;0.8963;;0.8979;21224.0;0.866
2009-02-09;0.995;;0.792;0.6616;389106.0;5.85;;42.5;43.64;0.924;;0.9381;8613.0;0.871
2009-02-10;1.3587;;1.1966;0.6616;394360.0;6.4;;45.0;46.67;0.953;;0.9269;13312.0;0.848
2009-02-11;0.991;;0.7934;0.6616;435162.0;6.6;;45.0;44.53;0.9608;;0.954;53587.0;0.86
2009-02-12;0.885;;0.769;0.6616;438105.0;3.5;;40.0;41.25;0.8717;;0.8771;19361.0;0.853
2009-02-13;0.9327;;0.7778;0.6616;439666.0;4.8;;42.5;42.93;0.9463;;0.941;18247.0;0.84
2009-02-16;0.9327;;0.7778;0.6616;439666.0;4.8;;42.5;42.93;0.9463;;0.941;;0.84
2009-02-17;1.0199;;0.7803;0.6616;327139.0;9.0;;47.5;48.66;1.0689;;1.0343;39994.0;0.892
2009-02-18;0.9458;;0.7922;0.6616;332551.0;6.2;;47.5;48.46;0.925;;0.9535;13671.0;0.868
2009-02-19;1.1453;;1.1404;0.6616;334590.0;6.0;;47.5;47.08;1.1558;;1.1538;7229.0;0.99
2009-02-20;0.954;;0.7881;0.6616;341644.0;6.75;;50.0;49.3;0.9791;;0.967;15121.0;0.877
2009-02-23;0.98;;0.7763;0.6616;345672.0;8.85;;55.0;52.62;1.056;;1.0168;17512.0;0.938
2009-02-24;0.9358;;0.7297;0.6616;398197.0;4.4;;45.0;45.49;0.9705;;0.9739;70104.0;0.862
2009-02-25;0.8984;;0.7166;0.6616;406555.0;4.75;;45.0;44.67;0.953;;0.951;30974.0;0.876
2009-02-26;0.9885;;0.9083;0.6616;426356.0;4.48;;45.0;44.66;1.0598;;1.0592;22195.0;0.945
2009-02-27;1.1686;;0.9973;0.6616;431257.0;6.1;;47.5;46.35;1.0408;;1.0463;14363.0;1.041
2009-03-02;1.0248;;0.7551;0.6616;436194.0;11.75;;55.0;52.65;0.8451;;0.8249;16981.0;0.748
2009-03-03;0.9934;;0.7436;0.6616;449413.0;7.61;;50.0;50.93;0.8615;;0.8717;23854.0;0.836
2009-03-04;0.9681;;0.7231;0.6616;461013.0;8.1;;47.5;47.56;0.8895;;0.8899;41892.0;0.767
2009-03-05;1.0024;;0.7255;0.6616;468112.0;8.8;;50.0;50.17;0.9024;;0.9031;15719.0;0.835
2009-03-06;0.9341;;0.7237;0.6616;467466.0;8.75;;50.0;49.33;0.8523;;0.8492;13308.0;0.762
2009-03-09;0.9267;;0.7292;0.6616;470451.0;8.25;;50.0;49.68;0.8189;;0.8174;4279.0;0.759
2009-03-10;0.8978;;0.6935;0.6616;480616.0;6.42;;45.0;44.37;0.8178;;0.8213;29353.0;0.733
2009-03-11;0.8551;;0.691;0.6616;488732.0;4.7;;42.5;43.61;0.7919;;0.7986;42291.0;0.711
2009-03-12;0.7971;;0.6588;0.6616;503547.0;3.1;;40.0;41.18;0.7401;;0.7656;32557.0;0.694
2009-03-13;0.7918;;0.6645;0.6616;506834.0;4.4;;42.5;42.36;0.7789;;0.7772;41495.0;0.696
2009-03-16;0.32;;0.6675;0.6616;505495.0;3.6;;42.5;43.74;0.7081;;0.7281;20681.0;0.421
2009-03-17;0.6985;;0.6286;0.6616;285812.0;2.55;;40.0;40.8;0.6951;;0.702;38846.0;0.672
2009-03-18;0.7035;;0.6013;0.6616;293565.0;2.75;;40.0;40.06;0.7127;;0.7135;36146.0;0.68
2009-03-19;0.7676;;0.6091;0.6616;303685.0;2.95;;42.5;43.68;0.7676;;0.7821;12341.0;0.705
2009-03-20;0.7417;;0.6169;0.6616;309174.0;2.8;;45.0;45.89;0.7582;;0.7553;19346.0;0.714
2009-03-23;0.7386;;0.5776;0.6616;348365.0;2.85;;42.5;43.23;0.7732;;0.7771;70193.0;0.743
2009-03-24;0.7082;;0.5702;0.6616;363636.0;2.49;;42.5;42.93;0.7443;;0.7484;35979.0;0.715
2009-03-25;0.7215;;0.5587;0.6616;387058.0;3.0;;42.5;42.25;0.7711;;0.7671;41867.0;0.73
2009-03-26;0.7026;;0.5328;0.6616;393648.0;2.22;;40.0;40.36;0.7494;;0.7544;21234.0;0.737
2009-03-27;0.7188;;0.552;0.6616;419648.0;1.75;;40.0;41.04;0.7655;;0.7853;41781.0;0.746
2009-03-30;0.7846;;0.5656;0.6616;442475.0;2.7;;45.0;45.54;0.8744;;0.8711;97707.0;0.819
2009-03-31;0.7399;;0.5731;0.6616;466482.0;3.07;;45.0;44.14;0.8411;;0.8209;45552.0;0.777
2009-04-01;0.6649;;0.5232;0.6616;511270.0;3.3;;42.5;42.28;0.5922;;0.5908;64390.0;0.55
2009-04-02;0.6776;;0.5217;0.6616;511148.0;3.75;;42.5;42.04;0.6183;;0.6142;81631.0;0.577
2009-04-03;0.6123;;0.5155;0.6616;525383.0;2.6;;40.0;39.7;0.5929;;0.5892;29089.0;0.582
2009-04-06;0.655;;0.5251;0.6616;519727.0;2.35;;40.0;40.93;0.591;;0.6109;8644.0;0.593
2009-04-07;0.6419;;0.5171;0.6616;525489.0;2.3;;40.0;40.39;0.6083;;0.6162;20230.0;0.571
