VIXC.SERIESP;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2012-09-13;0.6776;0.6307;0.5903;0.4866;2462894.0;0.35;0.3851;14.0;14.05;0.6562;0.2837;0.6593;287214.0;0.849
2012-09-14;0.7211;0.6641;0.6177;0.5156;2541380.0;0.5;0.4162;15.0;14.51;0.7151;0.3168;0.7058;255680.0;0.733
2012-09-17;0.7099;0.6881;0.6366;0.4937;2564780.0;0.6;0.3518;15.0;14.59;0.7396;0.2099;0.7099;163282.0;0.864
2012-09-18;0.6609;0.6523;0.6006;0.507;2586708.0;0.3;0.4153;14.0;14.18;0.6395;0.3237;0.6612;245770.0;0.82
2012-09-19;0.6546;0.6218;0.6021;0.5057;1927282.0;0.35;0.4088;14.0;13.88;0.6627;0.3118;0.6568;167038.0;0.778
2012-09-20;0.6887;0.6469;0.5997;0.4763;1998275.0;0.3;0.3285;14.0;14.07;0.6873;0.1806;0.6929;128242.0;0.862
2012-09-21;0.6647;0.6234;0.6018;0.4957;2077259.0;0.33;0.4264;14.0;13.98;0.6715;0.3571;0.6702;118508.0;0.811
2012-09-24;0.6676;0.6202;0.6166;0.4907;2110096.0;0.3;0.3658;14.0;14.15;0.6599;0.2409;0.6795;79431.0;0.805
2012-09-25;0.7828;0.6904;0.6425;0.5287;2206989.0;0.42;0.4347;15.0;15.43;0.7806;0.3408;0.8088;175426.0;0.848
2012-09-26;0.8659;0.7467;0.6975;0.5188;2255470.0;1.15;0.3618;17.0;16.81;0.911;0.2047;0.9053;173932.0;0.85
2012-09-27;0.7287;0.6573;0.631;0.5091;2313926.0;0.63;0.3917;15.0;14.84;0.7681;0.2743;0.7558;103678.0;0.834
2012-09-28;0.777;0.7396;0.6779;0.5214;2366173.0;1.0;0.3893;16.0;15.73;0.8192;0.2571;0.7892;111151.0;0.837
2012-10-01;0.8515;0.7763;0.7047;0.5416;2375300.0;1.05;0.3895;16.0;16.32;0.7874;0.2374;0.798;83797.0;0.825
2012-10-02;0.8302;0.7557;0.6838;0.5325;2403927.0;1.15;0.4068;16.0;15.71;0.7965;0.2811;0.7757;78759.0;0.787
2012-10-03;0.7443;0.6923;0.6687;0.5102;2516958.0;0.59;0.3439;15.0;15.43;0.6726;0.1775;0.6964;192849.0;0.742
2012-10-04;0.665;0.6357;0.6182;0.4944;2540047.0;0.65;0.3558;15.0;14.55;0.6768;0.2173;0.6436;93779.0;0.797
2012-10-05;0.6607;0.6264;0.616;0.4965;2587677.0;0.3;0.3656;14.0;14.33;0.6091;0.2347;0.6278;127659.0;0.691
2012-10-08;0.7342;0.6818;0.6539;0.5045;2602254.0;0.63;0.3446;15.0;15.11;0.6955;0.1848;0.7012;119340.0;0.773
2012-10-09;0.8265;0.7335;0.6795;0.5462;2639911.0;0.9;0.4155;16.0;16.37;0.7518;0.2847;0.7661;173806.0;0.822
2012-10-10;0.847;0.7494;0.6841;0.519;2704633.0;0.9;0.3575;16.0;16.29;0.7747;0.1959;0.7867;188005.0;0.848
2012-10-11;0.7442;0.6838;0.6404;0.5214;2734037.0;0.95;0.4053;16.0;15.59;0.7251;0.2893;0.6998;108230.0;0.778
2012-10-12;0.7986;0.7148;0.663;0.5291;2723004.0;0.88;0.3945;16.0;16.14;0.7629;0.26;0.7673;155160.0;0.708
2012-10-15;0.8331;0.6699;0.6278;0.5321;2724271.0;0.6;0.4369;15.0;15.27;0.7059;0.3416;0.7217;115764.0;0.721
2012-10-16;0.6855;0.6548;0.6181;0.5087;2717705.0;0.65;0.3992;15.0;15.22;0.6857;0.2896;0.7026;236680.0;0.764
2012-10-17;0.6526;0.6514;0.6009;0.5235;2140783.0;0.65;0.4471;15.0;15.07;0.6477;0.3706;0.6524;326904.0;0.773
2012-10-18;0.6744;0.6436;0.5935;0.5185;2123463.0;0.6;0.4534;15.0;15.03;0.6682;0.3882;0.6703;189723.0;0.813
2012-10-19;0.8027;0.7557;0.6678;0.5496;2220202.0;1.35;0.4429;17.0;17.06;0.7933;0.3362;0.798;185931.0;0.791
2012-10-22;0.8126;0.7054;0.6587;0.5343;2141687.0;1.45;0.4218;17.0;16.62;0.8316;0.3092;0.8126;80988.0;0.815
2012-10-23;0.9613;0.8187;0.7149;0.5692;2207970.0;1.98;0.4345;19.0;18.83;0.9729;0.2997;0.9661;165073.0;0.868
2012-10-24;0.8963;0.7901;0.7071;0.5572;2167634.0;1.45;0.4256;18.0;18.33;0.8918;0.2941;0.9036;71036.0;0.92
2012-10-25;0.8737;0.7819;0.697;0.5565;2207931.0;1.57;0.4125;18.0;18.12;0.8791;0.2685;0.8828;105364.0;0.748
2012-10-26;0.8247;0.7505;0.6918;0.5507;2207931.0;1.5;0.4023;18.0;17.81;0.8469;0.254;0.8349;61421.0;0.808
2012-10-29;0.8247;0.7505;0.6918;0.5507;2207931.0;1.5;0.4023;18.0;17.81;0.8469;0.254;0.8349;;0.808
2012-10-30;0.8247;0.7505;0.6918;0.5507;2207931.0;1.5;0.4023;18.0;17.81;0.8469;0.254;0.8349;;0.808
2012-10-31;0.905;0.7885;0.7108;0.5808;2285440.0;1.8;0.4573;19.0;18.6;0.9845;0.3338;0.9435;123101.0;0.822
2012-11-01;0.7431;0.7092;0.6652;0.5432;2311523.0;1.45;0.417;17.0;16.69;0.7473;0.2909;0.7306;135649.0;0.779
2012-11-02;0.8632;0.7574;0.6809;0.554;2299645.0;1.85;0.4297;18.0;17.59;0.8248;0.3053;0.8032;118271.0;0.78
2012-11-05;0.9378;0.7853;0.7116;0.5553;2354942.0;1.67;0.3951;18.0;18.42;0.8277;0.2349;0.8503;137555.0;0.869
2012-11-06;0.8903;0.7543;0.6833;0.5494;2336932.0;2.0;0.415;18.0;17.58;0.8383;0.2807;0.8216;100923.0;0.886
2012-11-07;0.9922;0.8226;0.7359;0.5359;2382394.0;2.1;0.3338;19.0;19.08;0.9068;0.1316;0.908;133120.0;0.845
2012-11-08;0.9085;0.7779;0.7152;0.5504;2412089.0;1.4;0.383;18.0;18.49;0.8029;0.2157;0.844;91457.0;0.793
2012-11-09;0.9189;0.7905;0.7201;0.5549;2416139.0;1.95;0.3886;19.0;18.61;0.8871;0.2224;0.875;93181.0;0.869
2012-11-12;0.8218;0.7028;0.6555;0.5299;2506585.0;1.2;0.4036;17.0;16.68;0.8105;0.2772;0.7904;193646.0;0.906
2012-11-13;0.7558;0.6839;0.6503;0.5269;2550200.0;1.1;0.4027;17.0;16.65;0.75;0.2786;0.7261;150776.0;0.744
2012-11-14;0.8637;0.7466;0.6881;0.5521;2581232.0;1.4;0.4164;18.0;17.92;0.8223;0.2807;0.8191;132036.0;0.803
2012-11-15;0.853;0.7457;0.6924;0.5672;2581315.0;1.35;0.4419;18.0;17.99;0.8361;0.3167;0.8356;146736.0;0.839
2012-11-16;0.7525;0.7007;0.6467;0.5135;2611471.0;0.61;0.373;16.0;16.41;0.7188;0.2324;0.7456;185707.0;0.79
2012-11-19;0.7178;0.6718;0.6129;0.5112;2748846.0;0.6;0.4276;15.0;15.24;0.6976;0.3441;0.7178;406805.0;0.81
2012-11-20;0.7191;0.6162;0.6026;0.5101;2855666.0;0.67;0.4575;15.0;15.08;0.7177;0.4049;0.7229;375892.0;0.78
2012-11-21;0.6941;0.6552;0.6047;0.5278;2061636.0;0.55;0.4824;15.0;15.31;0.6616;0.437;0.6965;264119.0;0.802
2012-11-22;0.6941;0.6552;0.6047;0.5278;2061636.0;0.55;0.4824;10.0;;0.6616;0.437;0.6965;;0.802
2012-11-23;0.7082;0.6414;0.6102;0.4956;2058315.0;0.68;0.3913;15.0;15.14;0.7045;0.287;0.7184;101735.0;0.764
2012-11-26;0.7176;0.6449;0.6052;0.5182;2115593.0;0.77;0.438;15.0;15.5;0.6927;0.3577;0.7376;164201.0;0.814
2012-11-27;0.7812;0.6905;0.642;0.5115;2203040.0;1.2;0.3846;16.0;15.92;0.8191;0.2577;0.8108;196397.0;0.748
2012-11-28;0.703;0.6504;0.6089;0.4994;2240903.0;1.4;0.401;16.0;15.51;0.7621;0.3027;0.7216;106340.0;0.756
2012-11-29;0.6632;0.6109;0.5655;0.4743;2407853.0;0.82;0.3937;15.0;15.06;0.6755;0.313;0.6816;353594.0;0.704
2012-11-30;0.7002;0.6397;0.5986;0.5005;2463454.0;1.3;0.4061;16.0;15.87;0.7437;0.3117;0.7267;117294.0;0.747
2012-12-03;0.8331;0.7053;0.6426;0.5206;2503513.0;;0.4163;17.0;16.64;0.7585;0.3119;0.7362;165586.0;0.639
2012-12-04;0.8606;0.7299;0.6555;0.526;2506565.0;1.45;0.4018;17.0;17.12;0.7882;0.2775;0.7947;118696.0;0.772
2012-12-05;0.7492;0.6762;0.623;0.5017;2539008.0;0.95;0.3852;16.0;16.46;0.6851;0.2687;0.7138;105359.0;0.632
2012-12-06;0.7759;0.6806;0.6249;0.503;2567504.0;1.4;0.3877;17.0;16.58;0.7434;0.2723;0.7207;108379.0;0.726
2012-12-07;0.7151;0.662;0.6089;0.5072;2589627.0;0.95;0.4194;16.0;15.9;0.6874;0.3315;0.682;125248.0;0.677
2012-12-10;0.6951;0.6457;0.6036;0.4989;2607902.0;0.93;0.3972;16.0;16.05;0.6706;0.2955;0.6751;126439.0;0.63
2012-12-11;0.6587;0.6534;0.5937;0.4897;2648392.0;1.15;0.3974;16.0;15.57;0.6889;0.3051;0.6506;143180.0;0.611
2012-12-12;0.7275;0.6681;0.6023;0.4898;2779622.0;0.95;0.386;16.0;15.95;0.7175;0.2822;0.7132;293122.0;0.673
2012-12-13;0.7685;0.6898;0.6212;0.5187;2780706.0;1.48;0.4247;17.0;16.56;0.7969;0.3307;0.7581;186670.0;0.752
2012-12-14;0.7779;0.7023;0.6434;0.5129;2791229.0;1.48;0.3856;17.0;17.0;0.776;0.2582;0.776;196529.0;0.727
2012-12-17;0.7249;0.6685;0.6159;0.457;2740658.0;1.05;0.2982;16.0;16.34;0.6972;0.1393;0.7249;110485.0;0.767
2012-12-18;0.6853;0.6297;0.5741;0.475;2724100.0;1.2;0.3775;16.0;15.57;0.7125;0.28;0.6872;376300.0;0.754
2012-12-19;0.7944;0.7144;0.6363;0.5247;1902514.0;1.39;0.4144;17.0;17.36;0.7679;0.3042;0.7998;165623.0;0.719
2012-12-20;0.8171;0.721;0.638;0.5331;1957334.0;1.9;0.4626;18.0;17.67;0.8547;0.3921;0.827;201354.0;0.737
2012-12-21;0.7859;0.7199;0.63;0.5362;1950334.0;1.42;0.4814;18.0;17.84;0.8036;0.4267;0.7939;215936.0;0.744
2012-12-24;0.89;0.7683;0.6722;0.5259;1950334.0;1.95;0.3968;19.0;18.59;0.9426;0.2678;0.9204;27461.0;0.933
2012-12-25;0.89;0.7683;0.6722;0.5259;1950334.0;1.95;0.3968;19.0;18.59;0.9426;0.2678;0.9204;;0.933
2012-12-26;0.9379;0.786;0.6895;0.5454;2003253.0;1.52;0.4241;19.0;19.48;0.9573;0.3028;0.992;64075.0;0.828
2012-12-27;0.8804;0.7617;0.689;0.5267;2109797.0;1.55;0.3888;19.0;19.47;0.8992;0.251;0.9308;272426.0;0.841
2012-12-28;1.1267;0.8838;0.7548;0.6174;2150879.0;2.92;0.5042;23.0;22.72;1.2538;0.391;1.2421;221619.0;1.044
2012-12-31;0.9211;0.7699;0.658;0.4983;2182746.0;1.62;0.3243;18.0;18.02;0.9869;0.1503;0.988;321185.0;0.89
2013-01-01;0.9211;0.7699;0.658;0.4983;2182746.0;1.62;0.3243;18.0;18.02;0.9869;0.1503;0.988;;0.89
2013-01-02;0.5931;0.5714;0.524;0.4619;2236410.0;0.6;0.4284;15.0;14.68;0.6088;0.3948;0.5903;450357.0;0.711
2013-01-03;0.5983;0.5497;0.5179;0.4487;2355155.0;0.5;0.3881;15.0;14.56;0.5878;0.3275;0.5661;377259.0;0.646
2013-01-04;0.5564;0.5213;0.4917;0.4134;2461689.0;0.25;0.3338;14.0;13.83;0.5602;0.2542;0.545;239099.0;0.627
2013-01-07;0.5488;0.4984;0.4832;0.4402;2604699.0;0.22;0.3934;14.0;13.79;0.5278;0.3465;0.5227;323353.0;0.622
2013-01-08;0.5655;0.5137;0.484;0.4279;2655235.0;0.22;0.3767;14.0;13.62;0.5355;0.3254;0.5322;202399.0;0.653
2013-01-09;0.5397;0.4987;0.4865;0.4167;2720435.0;0.2;0.3413;14.0;13.81;0.5193;0.266;0.5211;215517.0;0.642
2013-01-10;0.5214;0.5024;0.4701;0.4185;2754471.0;0.07;0.3732;13.0;13.49;0.4903;0.328;0.5103;148807.0;0.667
2013-01-11;0.5518;0.504;0.4661;0.4199;2820589.0;0.1;0.3784;13.0;13.36;0.5325;0.3369;0.5386;120612.0;0.669
2013-01-14;0.5383;0.5021;0.487;0.4148;2889906.0;0.28;0.3411;14.0;13.52;0.5687;0.2675;0.5383;149268.0;0.689
2013-01-15;0.5213;0.487;0.474;0.4341;2964625.0;0.25;0.3939;14.0;13.55;0.5299;0.3538;0.5224;351125.0;0.697
2013-01-16;0.5206;0.5224;0.4848;0.4142;1815427.0;0.09;0.3443;13.0;13.42;0.5008;0.2744;0.5205;221285.0;0.651
2013-01-17;0.5602;0.5134;0.464;0.4288;1918175.0;0.3;0.3946;14.0;13.57;0.5755;0.3604;0.5648;168432.0;0.641
2013-01-18;0.4874;0.4657;0.4495;0.4556;1986191.0;0.05;0.592;12.0;12.46;0.5042;0.7284;0.4903;220504.0;0.618
2013-01-21;0.4874;0.4657;0.4495;0.4556;1986191.0;0.05;0.592;12.0;12.46;0.5042;0.7284;0.4903;;0.618
2013-01-22;0.5319;0.4648;0.4265;0.4071;2085444.0;0.1;0.3831;12.0;12.43;0.5531;0.3591;0.5504;377522.0;0.866
2013-01-23;0.5319;0.4912;0.4697;0.3952;2091039.0;0.12;0.3113;12.0;12.46;0.533;0.2275;0.5449;254512.0;0.68
2013-01-24;0.613;0.536;0.4722;0.4206;2104875.0;0.4;0.3647;13.0;12.69;0.6392;0.3088;0.6386;255091.0;0.807
2013-01-25;0.6177;0.5635;0.5142;0.4477;2113831.0;0.35;0.4141;13.0;12.89;0.6469;0.3805;0.638;123295.0;0.766
2013-01-28;0.67;0.5999;0.5502;0.4513;2084596.0;0.6;0.3674;14.0;13.57;0.7442;0.2835;0.7063;93110.0;0.787
2013-01-29;0.6314;0.5794;0.5376;0.4277;2178218.0;0.25;0.3204;13.0;13.31;0.6009;0.2131;0.6596;138366.0;0.738
2013-01-30;0.6765;0.621;0.5809;0.4542;2235865.0;0.3;0.3087;14.0;14.32;0.6612;0.1632;0.7069;152040.0;0.741
2013-01-31;0.6761;0.6133;0.5787;0.4639;2255999.0;0.4;0.3463;14.0;14.28;0.7198;0.2287;0.7227;188146.0;0.769
2013-02-01;0.5933;0.5478;0.5116;0.4324;2289010.0;0.33;0.3498;13.0;12.9;0.5754;0.2673;0.5695;145687.0;0.676
2013-02-04;0.7525;0.6327;0.5897;0.4582;2343976.0;1.05;0.3161;15.0;14.67;0.6874;0.174;0.667;163226.0;0.631
2013-02-05;0.6557;0.5902;0.5491;0.4544;2347762.0;0.64;0.3615;14.0;13.72;0.6419;0.2686;0.6202;79866.0;0.7
2013-02-06;0.5885;0.5301;0.5148;0.4316;2423628.0;0.25;0.3283;13.0;13.41;0.5408;0.225;0.5648;212747.0;0.708
2013-02-07;0.6237;0.556;0.5263;0.4377;2465901.0;0.25;0.3484;13.0;13.5;0.547;0.2591;0.5766;98236.0;0.673
2013-02-08;0.5614;0.5242;0.5083;0.4272;2470136.0;0.25;0.3454;13.0;13.02;0.5151;0.2635;0.5169;147576.0;0.703
2013-02-11;0.6721;0.5204;0.503;0.4384;2519893.0;0.3;0.3698;13.0;12.94;0.5613;0.3012;0.5587;92118.0;0.68
2013-02-12;0.5941;0.535;0.513;0.4234;2568625.0;0.3;0.3336;13.0;12.64;0.5473;0.2437;0.516;300258.0;0.705
2013-02-13;0.5322;0.5229;0.5029;0.4386;1737171.0;0.28;0.3742;13.0;12.98;0.5311;0.3099;0.5306;153456.0;0.672
2013-02-14;0.5347;0.5244;0.488;0.4136;1825380.0;0.33;0.3572;13.0;12.66;0.5466;0.3008;0.5333;140156.0;0.59
2013-02-15;0.5334;0.5338;0.473;0.4201;1879960.0;0.1;0.3913;12.0;12.46;0.5091;0.3625;0.5335;110091.0;0.623
2013-02-18;0.5334;0.5338;0.473;0.4201;1879960.0;0.1;0.3913;12.0;12.46;0.5091;0.3625;0.5335;;0.623
2013-02-19;0.5303;0.506;0.4583;0.4083;1997814.0;0.15;0.3493;12.0;12.31;0.52;0.2903;0.531;243000.0;0.678
2013-02-20;0.734;0.643;0.5893;0.475;2055792.0;1.08;0.3731;15.0;14.68;0.7636;0.2711;0.7405;209608.0;0.702
2013-02-21;0.7641;0.6833;0.6131;0.498;2160399.0;1.0;0.3866;15.0;15.22;0.7512;0.2751;0.7724;331873.0;0.739
2013-02-22;0.6936;0.6374;0.5965;0.46;2155560.0;0.68;0.36;14.0;14.17;0.6921;0.26;0.7017;137824.0;0.679
2013-02-25;1.0466;0.8489;0.723;0.5749;2220341.0;2.77;0.4251;19.0;18.99;1.0993;0.2753;1.0987;211740.0;0.891
2013-02-26;0.9161;0.7621;0.7073;0.5397;2408839.0;1.6;0.3736;17.0;16.87;0.9796;0.2075;0.9705;446187.0;0.873
2013-02-27;0.7629;0.666;0.6027;0.4817;2453760.0;1.0;0.3818;15.0;14.73;0.8276;0.2818;0.7978;297328.0;0.78
2013-02-28;0.8489;0.7148;0.6267;0.5173;2433420.0;1.32;0.4155;16.0;15.51;0.9386;0.3137;0.901;117845.0;0.85
2013-03-01;0.8358;0.7251;0.6356;0.495;2458571.0;0.9;0.356;15.0;15.36;0.7496;0.217;0.7702;175957.0;0.797
2013-03-04;0.7154;0.6329;0.5842;0.4614;2473681.0;0.62;0.3429;14.0;14.01;0.6588;0.2243;0.6594;125541.0;0.724
2013-03-05;0.6632;0.6127;0.5686;0.4355;2499765.0;0.31;0.3074;13.0;13.48;0.6047;0.1793;0.6347;105080.0;0.772
2013-03-06;0.652;0.5988;0.5543;0.4483;2547338.0;0.65;0.3462;14.0;13.53;0.6469;0.244;0.6268;124579.0;0.637
2013-03-07;0.5882;0.5761;0.5269;0.4298;2540826.0;0.33;0.3507;13.0;13.06;0.5958;0.2716;0.5985;92558.0;0.677
2013-03-08;0.5483;0.5264;0.5006;0.4227;2694660.0;0.3;0.3507;13.0;12.59;0.561;0.2786;0.5358;284145.0;0.579
2013-03-11;0.5476;0.4957;0.4578;0.4154;2702414.0;0.15;0.3849;12.0;11.56;0.5356;0.3544;0.5157;317238.0;0.689
2013-03-12;0.5802;0.5322;0.4909;0.4494;2728894.0;0.11;0.4183;12.0;12.27;0.5368;0.3872;0.5601;167057.0;0.736
2013-03-13;0.5993;0.5362;0.4935;0.4099;2711741.0;0.15;0.3285;12.0;11.83;0.5836;0.2471;0.5836;130621.0;0.719
2013-03-14;0.6154;0.5192;0.4694;0.448;2718640.0;0.05;0.4349;11.0;11.3;0.5828;0.4218;0.5821;252163.0;0.753
2013-03-15;0.5757;0.5166;0.4847;0.4458;2730552.0;0.03;0.4094;11.0;11.3;0.5462;0.3729;0.5632;140649.0;0.736
2013-03-18;0.7751;0.6611;0.5877;0.4663;2729979.0;0.35;0.3475;13.0;13.36;0.7391;0.2286;0.7751;323172.0;0.82
2013-03-19;0.8495;0.7285;0.6464;0.4913;2751412.0;0.75;0.3379;14.0;14.39;0.8161;0.1845;0.8535;432741.0;0.919
2013-03-20;0.6688;0.6302;0.5733;0.4651;1872505.0;0.48;0.3576;13.0;12.67;0.7151;0.2502;0.6713;263178.0;0.861
2013-03-21;0.8071;0.7053;0.6353;0.4688;1918287.0;0.85;0.2461;14.0;13.99;0.818;0.0234;0.8173;166928.0;0.868
2013-03-22;0.7688;0.683;0.6412;0.4978;2006740.0;0.87;0.3954;14.0;13.57;0.8171;0.293;0.7802;253592.0;0.924
2013-03-25;0.7632;0.6811;0.6282;0.4877;2097940.0;0.9;0.3444;14.0;13.74;0.819;0.2011;0.7829;179948.0;0.847
2013-03-26;0.6448;0.6304;0.59;0.485;2102640.0;0.4;0.4001;13.0;12.77;0.6691;0.3151;0.6479;117691.0;0.853
2013-03-27;0.6834;0.6369;0.5992;0.4722;2139178.0;0.35;0.345;13.0;13.15;0.6831;0.2178;0.6978;108367.0;0.804
2013-03-28;0.6183;0.5903;0.5936;0.4627;2160538.0;0.35;0.3402;13.0;12.7;0.657;0.2176;0.6309;60887.0;0.8
2013-03-29;0.6183;0.5903;0.5936;0.4627;2160538.0;0.35;0.3402;13.0;12.7;0.657;0.2176;0.6309;;0.8
2013-04-01;0.3769;0.2723;0.224;0.1302;2168178.0;0.8;0.0446;14.0;13.58;0.2773;0.2176;0.2877;58216.0;0.282
2013-04-02;0.6047;0.5782;0.5728;0.4573;2217928.0;0.4;0.3373;13.0;12.78;0.5859;0.2172;0.5742;153965.0;0.692
2013-04-03;0.7731;0.6696;0.6293;0.5076;2255004.0;0.75;0.3697;14.0;14.21;0.6788;0.2318;0.6919;200940.0;0.701
2013-04-04;0.7332;0.665;0.6133;0.5014;2340341.0;0.85;0.3789;14.0;13.89;0.7093;0.2564;0.6973;261413.0;0.7
2013-04-05;0.7582;0.6598;0.6172;0.513;2329495.0;0.8;0.415;14.0;13.92;0.683;0.317;0.6764;142315.0;0.79
2013-04-08;0.661;0.6041;0.5824;0.4894;2344142.0;0.37;0.397;13.0;13.19;0.5866;0.3045;0.607;122452.0;0.696
2013-04-09;0.6397;0.5792;0.5606;0.4594;2373250.0;0.37;0.3588;13.0;12.84;0.5869;0.2581;0.5736;121994.0;0.758
2013-04-10;0.5973;0.5185;0.5332;0.4524;2382685.0;0.15;0.3552;12.0;12.36;0.507;0.2579;0.527;208587.0;0.682
2013-04-11;0.6134;0.5107;0.5087;0.449;2402837.0;0.15;0.3815;12.0;12.24;0.5131;0.314;0.5313;118353.0;0.642
2013-04-12;0.5662;0.5143;0.5038;0.4666;2490499.0;0.18;0.43;12.0;12.06;0.5056;0.3935;0.512;228091.0;0.67
2013-04-15;1.193;0.8875;0.7532;0.6141;2605254.0;2.32;0.4832;17.0;17.27;1.0055;0.3523;1.0255;450898.0;0.836
2013-04-16;0.8202;0.7034;0.6163;0.4933;2615829.0;1.0;0.3739;14.0;13.96;0.7531;0.2544;0.7483;338307.0;0.784
2013-04-17;1.0305;0.821;0.7296;0.5374;1796595.0;2.4;0.3456;17.0;16.51;1.0288;0.1538;0.9956;335528.0;0.892
2013-04-18;1.1101;0.8723;0.7777;0.6081;1948057.0;2.75;0.4207;18.0;17.56;1.0921;0.2332;1.0784;329250.0;0.923
2013-04-19;0.8376;0.7689;0.6891;0.5611;2010259.0;1.1;0.4592;15.0;14.97;0.8318;0.3574;0.8308;136560.0;0.837
2013-04-22;0.7864;0.7105;0.6504;0.522;1994628.0;0.7;0.3853;14.0;14.39;0.75;0.2486;0.7864;79547.0;0.797
2013-04-23;0.6835;0.6277;0.6109;0.4998;2068766.0;0.4;0.4142;13.0;13.48;0.6455;0.3287;0.6855;230974.0;0.749
2013-04-24;0.7056;0.6355;0.6046;0.4914;2115154.0;0.85;0.3686;14.0;13.61;0.7333;0.2458;0.7107;133040.0;0.745
2013-04-25;0.7761;0.6602;0.6327;0.4827;2186008.0;0.85;0.3249;14.0;14.13;0.7834;0.1671;0.7895;103321.0;0.731
2013-04-26;0.6871;0.6278;0.5956;0.4932;2202604.0;0.75;0.3912;14.0;13.61;0.7304;0.2892;0.6959;60749.0;0.863
2013-04-29;0.7123;0.6516;0.6202;0.4907;2224760.0;0.76;0.338;14.0;13.71;0.7717;0.1854;0.7288;70853.0;0.704
2013-04-30;0.6771;0.6299;0.5973;0.4809;2241351.0;0.82;0.3656;14.0;13.52;0.7515;0.2503;0.6923;108306.0;0.778
2013-05-01;0.7864;0.6953;0.6466;0.5025;2261824.0;0.7;0.3525;14.0;14.49;0.6803;0.2025;0.7151;81688.0;0.704
2013-05-02;0.7138;0.6302;0.5948;0.4877;2298370.0;0.8;0.3847;14.0;13.59;0.6761;0.2817;0.6426;121504.0;0.773
2013-05-03;0.6682;0.5724;0.5362;0.4713;2318167.0;0.39;0.4115;13.0;12.85;0.5974;0.3517;0.5917;138239.0;0.723
2013-05-06;0.6106;0.5679;0.5332;0.454;2345836.0;0.45;0.3755;13.0;12.66;0.6163;0.297;0.5924;146309.0;0.738
2013-05-07;0.616;0.5695;0.543;0.462;2448949.0;0.42;0.3811;13.0;12.83;0.596;0.3002;0.5838;152713.0;0.658
2013-05-08;0.5975;0.5604;0.5306;0.4706;2429483.0;0.35;0.4235;13.0;12.66;0.5834;0.3763;0.5647;105872.0;0.666
2013-05-09;0.6536;0.5824;0.5538;0.4692;2427945.0;0.3;0.386;13.0;13.13;0.5868;0.3029;0.5974;133747.0;0.715
2013-05-10;0.5795;0.5454;0.5089;0.4683;2453224.0;0.33;0.4448;13.0;12.59;0.5842;0.4214;0.5496;70488.0;0.712
2013-05-13;0.5869;0.5412;0.5137;0.4655;2496466.0;0.35;0.4201;13.0;12.55;0.6232;0.3747;0.5768;78453.0;0.728
2013-05-14;0.5987;0.5586;0.5344;0.4551;2572169.0;0.3;0.3756;13.0;12.77;0.5848;0.2961;0.5702;153004.0;0.652
2013-05-15;0.6169;0.5555;0.5277;0.4578;2541605.0;0.28;0.3889;13.0;12.81;0.5916;0.3199;0.5877;166057.0;0.733
2013-05-16;0.6326;0.5819;0.5471;0.4557;2624477.0;0.25;0.3656;13.0;13.07;0.6024;0.2754;0.6083;255510.0;0.672
2013-05-17;0.6159;0.5803;0.5282;0.4398;2642788.0;0.1;0.3565;12.0;12.45;0.5832;0.2733;0.5997;279218.0;0.828
2013-05-20;0.616;0.5836;0.5458;0.4732;2617103.0;0.26;0.402;13.0;13.02;0.6137;0.3308;0.616;205243.0;0.773
2013-05-21;0.6612;0.5985;0.5532;0.494;1726357.0;0.2;0.4366;13.0;13.37;0.6101;0.3791;0.6633;161267.0;0.731
2013-05-22;0.6901;0.6087;0.557;0.4837;1871799.0;0.6;0.4113;14.0;13.82;0.7113;0.3389;0.6958;282821.0;0.778
2013-05-23;0.7215;0.6154;0.6152;0.487;1912741.0;0.55;0.3873;14.0;14.07;0.7278;0.2876;0.7343;159858.0;0.724
2013-05-24;0.6585;0.6066;0.5915;0.4925;1912741.0;0.45;0.4567;14.0;13.99;0.6674;0.4208;0.6667;213648.0;0.681
2013-05-27;0.6585;0.6066;0.5915;0.4925;1912741.0;0.45;0.4567;14.0;13.99;0.6674;0.4208;0.6667;;0.681
2013-05-28;0.7278;0.6409;0.6067;0.514;2109597.0;0.5;0.4295;14.0;14.48;0.6991;0.345;0.7581;156373.0;0.803
2013-05-29;0.76;0.6415;0.601;0.5;2133251.0;1.0;0.4101;15.0;14.83;0.828;0.3203;0.8092;142191.0;0.778
2013-05-30;0.7053;0.6291;0.5951;0.5034;2151856.0;0.9;0.4156;15.0;14.53;0.7806;0.3279;0.7401;77287.0;0.78
2013-05-31;0.8349;0.7171;0.6703;0.5709;2180382.0;1.24;0.4632;16.0;16.3;0.8711;0.3554;0.8955;169299.0;0.713
2013-06-03;0.8825;0.7284;0.6674;0.5659;2253869.0;1.25;0.4662;16.0;16.28;0.751;0.3666;0.7685;232551.0;0.696
2013-06-04;0.8815;0.7436;0.6681;0.5713;2300154.0;1.25;0.5;16.0;16.27;0.776;0.4287;0.7879;213083.0;0.694
2013-06-05;1.0049;0.8193;0.7286;0.6033;2431091.0;1.66;0.494;17.0;17.5;0.8528;0.3847;0.8841;343597.0;0.765
2013-06-06;0.9375;0.7868;0.7059;0.5677;2489584.0;1.83;0.4423;17.0;16.63;0.8593;0.317;0.8443;370357.0;0.764
