US92343E1029;AF;DT;DWNM;EPS;MTBV;MV;MVC;MVFF;NOSH;NOSHFF;P;PC;PE;PH;PL;PO;PTBV;PYD;RI;UDD;VO;VWAP;WC01001;WC01051;WC01100;WC01101;WC01149;WC01151;WC01201;WC01250;WC01251;WC01253;WC01254;WC01255;WC01266;WC01401;WC01451;WC01501;WC01551;WC01601;WC01705;WC01706;WC01751;WC02001;WC02003;WC02051;WC02201;WC02501;WC02649;WC02999;WC03040;WC03051;WC03101;WC03151;WC03251;WC03255;WC03263;WC03426;WC03451;WC03480;WC03501;WC03998;WC04050;WC04201;WC04251;WC04551;WC04601;WC04851;WC04860;WC04870;WC04890;WC05350;WC05376;WC07011;WC08101;WC08106;WC08131;WC08221;WC08231;WC08301;WC08311;WC08316;WC08321;WC08366;WC08376;WC18191;WC18192;WC18198;XDD
1998-01-30;0.25;;-204.59;;12.49;513.85;;;20151.0;;6.375;-33.78;;6.5625;5.125;;14.31;2016-12-04;100.0;;18256.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-02;0.25;;-204.59;;15.19;624.68;;;20151.0;;7.75;-41.07;;9.3125;6.625;6.8437;17.4;2016-12-04;121.57;;10127.2;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-02-03;0.25;;-204.59;;16.17;664.98;;;20151.0;;8.25;-43.72;;8.7812;8.0;8.25;18.52;;129.41;;6244.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-02-04;0.25;;-204.59;;15.49;637.28;;;20151.0;;7.9062;-41.89;;8.2812;7.625;8.2187;17.75;;124.02;;2106.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-02-05;0.25;;-204.59;;14.97;615.86;;;20151.0;;7.6406;-40.49;;8.25;7.625;8.0625;17.15;2016-12-04;119.85;;890.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-06;0.25;;-204.59;;13.65;561.71;;;20151.0;;6.9687;-36.93;;7.7187;6.875;7.6719;15.64;2016-12-04;109.31;;2846.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-09;0.25;;-204.59;;13.23;544.08;;;20151.0;;6.75;-35.77;;7.0;6.4062;6.875;15.15;2016-12-04;105.88;;1944.8;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-02-10;0.25;;-204.59;;13.72;564.23;;;20151.0;;7.0;-37.09;;7.375;6.5312;6.6875;15.71;2016-12-04;109.8;;1001.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-11;0.25;;-204.59;;14.57;599.49;;;20151.0;;7.4375;-39.41;;7.4375;6.9062;7.0312;16.7;2016-12-04;116.67;;842.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-12;0.25;;-204.59;;15.25;627.2;;;20151.0;;7.7812;-41.23;;7.9062;7.2812;7.4062;17.47;;122.06;;1111.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-02-13;0.25;;-204.59;;15.19;624.68;;;20151.0;;7.75;-41.07;;8.0;7.6875;7.8437;17.4;2016-12-04;121.57;;544.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-16;0.25;;-204.59;;15.19;624.68;;;20151.0;;7.75;-41.07;;;;;17.4;2016-12-04;121.57;;;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-02-17;0.25;;-204.59;;15.31;629.72;;;20151.0;;7.8125;-41.4;;8.0;7.6875;7.8437;17.54;2016-12-04;122.55;;441.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-18;0.25;;-204.59;;15.31;629.72;;;20151.0;;7.8125;-41.4;;7.875;7.7187;7.8437;17.54;;122.55;;246.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-02-19;0.25;;-204.59;;15.06;619.64;;;20151.0;;7.6875;-40.73;;7.9687;7.6875;7.875;17.26;;120.59;;318.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-02-20;0.25;;-204.59;;15.61;642.31;;;20151.0;;7.9687;-42.23;;8.0;7.6875;7.6875;17.89;2016-12-04;125.0;;349.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-23;0.25;;-204.59;;14.21;584.38;;;20151.0;;7.25;-38.42;;7.7187;7.2187;7.6875;16.28;;113.73;;1409.6;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;
1998-02-24;0.25;;-204.59;;13.41;551.63;;;20151.0;;6.8437;-36.26;;7.4219;6.6875;7.4062;15.36;2016-12-04;107.35;;2599.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-25;0.25;;-204.59;;14.21;584.38;;;20151.0;;7.25;-38.42;;7.25;6.8125;7.0;16.28;2016-12-04;113.73;;1143.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-26;0.25;;-204.59;;14.14;581.86;;;20151.0;;7.2187;-38.25;;7.2812;7.0625;7.2812;16.21;2016-12-04;113.24;;491.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-02-27;0.25;;-204.59;;14.02;576.82;;;20151.0;;7.1562;-37.92;;7.2187;7.125;7.125;16.06;2016-12-04;112.25;;573.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-02;0.25;;-204.59;;13.93;573.04;;;20151.0;;7.1094;-37.67;;7.2031;7.0937;7.1562;15.96;2016-12-04;111.52;;466.4;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-03-03;0.25;;-204.59;;13.96;574.3;;;20151.0;;7.125;-37.75;;7.125;7.0;7.125;15.99;;111.76;;642.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-03-04;0.25;;-204.59;;13.52;556.04;;;20151.0;;6.8984;-36.55;;7.1875;6.8125;7.1875;15.49;;108.21;;377.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-03-05;0.25;;-204.59;;13.07;537.78;;;20151.0;;6.6719;-35.35;;6.875;6.625;6.7187;14.98;2016-12-04;104.66;;836.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-06;0.25;;-204.59;;13.87;570.52;;;20151.0;;7.0781;-37.51;;7.125;6.6875;6.7812;15.89;2016-12-04;111.03;;454.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-09;0.25;;-204.59;;14.82;609.57;;;20151.0;;7.5625;-40.07;;7.9375;6.9687;6.9687;16.98;2016-12-04;118.63;;1732.4;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-03-10;0.25;;-204.59;;16.2;666.24;;;20151.0;;8.2656;-43.8;;8.2812;7.5625;7.6875;18.56;2016-12-04;129.66;;1844.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-11;0.25;;-204.59;;17.57;722.92;;;20151.0;;8.9687;-47.52;;9.1875;8.3437;8.4062;20.13;2016-12-04;140.69;;2708.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-12;0.25;;-204.59;;18.86;775.81;;;20151.0;;9.625;-51.0;;9.6562;9.0;9.0937;21.61;2016-12-04;150.98;;1700.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-13;0.25;;-204.59;;18.55;763.22;;;20151.0;;9.4687;-50.17;;9.9375;9.0312;9.6875;21.26;2016-12-04;148.53;;1345.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-16;0.25;;-204.59;;21.92;901.76;;;20151.0;;11.1875;-59.28;;11.4375;9.4687;9.5625;25.11;2016-12-04;175.49;;3122.8;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-03-17;0.25;;-204.59;;21.72;893.57;;;20151.0;;11.0859;-58.74;;11.7187;10.6094;11.125;24.89;2016-12-04;173.9;;1907.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-18;0.25;;-204.59;;21.09;867.75;;;20151.0;;10.7656;-57.05;;11.125;10.6562;10.875;24.17;2016-12-04;168.87;;800.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-19;0.25;;-204.59;;21.12;869.01;;;20151.0;;10.7812;-57.13;;10.9844;10.5312;10.8125;24.2;2016-12-04;169.12;;312.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-20;0.25;;-204.59;;20.18;829.97;;;20151.0;;10.2969;-54.56;;10.875;10.1406;10.6562;23.12;2016-12-04;161.52;;405.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-23;0.25;;-204.59;;21.12;869.01;;;20151.0;;10.7812;-57.13;;11.2187;10.1875;10.1875;24.2;;169.12;;1090.8;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;
1998-03-24;0.25;;-204.59;;21.8;896.72;;;20151.0;;11.125;-58.95;;11.5312;10.7187;11.125;24.97;;174.51;;1063.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-03-25;0.25;;-204.59;;21.06;866.49;;;20151.0;;10.75;-56.96;;11.25;10.6094;11.2187;24.13;2016-12-04;168.63;;441.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-26;0.25;;-204.59;;20.57;846.34;;;20151.0;;10.5;-55.64;;10.875;10.375;10.75;23.57;2016-12-04;164.71;;473.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-27;0.25;;-204.59;;20.82;856.42;;;20151.0;;10.625;-56.3;;10.875;10.4062;10.5625;23.85;2016-12-04;166.67;;884.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-03-30;0.25;;-204.59;;21.31;876.57;;;20151.0;;10.875;-57.63;;11.1875;10.5;10.625;24.41;2016-12-04;170.59;;868.4;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-03-31;0.25;;-204.59;;21.55;886.64;;;20151.0;;11.0;-58.29;;11.125;10.8125;11.0625;24.69;2016-12-04;172.55;;714.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-01;0.25;;-204.59;;23.51;967.25;;;20151.0;;12.0;-63.59;;12.125;11.0;11.0937;26.94;2016-12-04;188.24;;1110.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-02;0.25;;-204.59;;21.68;891.68;;;20151.0;;11.0625;-58.62;;12.25;11.0312;11.8125;24.83;2016-12-04;173.53;;1066.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-03;0.25;;-204.59;;20.82;856.42;;;20151.0;;10.625;-56.3;;11.5937;10.5937;11.4375;23.85;2016-12-04;166.67;;1367.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-06;0.25;;-204.59;;20.02;823.67;;;20151.0;;10.2187;-54.15;;10.7812;10.2187;10.7812;22.94;2016-12-04;160.29;;656.0;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-04-07;0.25;;-204.59;;19.07;784.63;;;20151.0;;9.7344;-51.58;;10.1875;9.25;10.1562;21.85;2016-12-04;152.7;;1047.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-08;0.25;;-204.59;;19.96;821.15;;;20151.0;;10.1875;-53.98;;10.8125;9.7187;9.7187;22.87;2016-12-04;159.8;;977.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-09;0.25;;-204.59;;21.55;886.64;;;20151.0;;11.0;-58.29;;11.2187;10.7187;10.875;24.69;;172.55;;922.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-10;0.25;;-204.59;;21.55;886.64;;;20151.0;;11.0;-58.29;;;;;24.69;2016-12-04;172.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-13;0.25;;-204.59;;21.98;904.28;;;20151.0;;11.2187;-59.45;;11.5625;10.6562;11.25;25.18;2016-12-04;175.98;;544.4;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-04-14;0.25;;-204.59;;21.49;884.13;;;20151.0;;10.9687;-58.12;;11.875;10.9062;11.375;24.62;;172.06;;575.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-15;0.25;;-204.59;;21.06;866.49;;;20151.0;;10.75;-56.96;;11.1562;10.75;11.1562;24.13;2016-12-04;168.63;;338.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-16;0.25;;-204.59;;21.06;866.49;;;20151.0;;10.75;-56.96;;10.9062;10.6875;10.8437;24.13;;168.63;;302.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-17;0.25;;-204.59;;20.76;853.9;;;20151.0;;10.5937;-56.13;;10.8125;10.1562;10.75;23.78;2016-12-04;166.18;;410.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-20;0.25;;-204.59;;20.45;841.3;;;20151.0;;10.4375;-55.31;;10.6562;10.4375;10.625;23.43;;163.73;;493.6;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;
1998-04-21;0.25;;-204.59;;19.96;821.15;;;20151.0;;10.1875;-53.98;;10.4375;9.625;10.4375;22.87;;159.8;;528.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-22;0.25;;-204.59;;20.08;826.19;;;20151.0;;10.25;-54.31;;10.4062;9.75;10.2187;23.01;;160.78;;570.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-23;0.25;;-204.59;;18.68;768.26;;;20151.0;;9.5312;-50.5;;10.125;9.4687;9.9375;21.4;;149.51;;904.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-24;0.25;;-204.59;;17.27;710.32;;;20151.0;;8.8125;-46.7;;10.0;8.5;9.6562;19.78;2016-12-04;138.24;;2391.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-04-27;0.25;;-204.59;;18.19;748.11;;;20151.0;;9.2812;-49.18;;9.3125;8.2812;8.6875;20.84;2016-12-04;145.59;;1166.8;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-04-28;0.25;;-204.59;;17.94;738.03;;;20151.0;;9.1562;-48.52;;9.6875;8.7812;9.6875;20.55;;143.63;;932.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-29;0.25;;-204.59;;17.42;716.62;;;20151.0;;8.8906;-47.11;;9.125;8.6562;9.0;19.96;;139.46;;585.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-04-30;0.25;;-204.59;;18.8;773.29;;;20151.0;;9.5937;-50.84;;9.7187;9.1562;9.2812;21.54;2016-12-04;150.49;;626.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-01;0.25;;-204.59;;19.59;806.04;;;20151.0;;10.0;-52.99;;10.1562;9.5;9.5625;22.45;2016-12-04;156.86;;331.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-04;0.25;;-204.59;;18.86;775.81;;;20151.0;;9.625;-51.0;;10.2812;9.5;10.0312;21.61;2016-12-04;150.98;;523.2;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-05-05;0.25;;-204.59;;17.67;726.7;;;20151.0;;9.0156;-47.77;;9.625;8.9062;9.4062;20.24;2016-12-04;141.42;;580.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-06;0.25;;-204.59;;17.48;719.14;;;20151.0;;8.9219;-47.28;;9.2187;8.6875;9.1562;20.03;;139.95;;474.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-05-07;0.25;;-204.59;;17.27;710.32;;;20151.0;;8.8125;-46.7;;9.0;8.6875;8.9062;19.78;;138.24;;218.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-05-08;0.25;;-204.59;;17.39;715.36;;;20151.0;;8.875;-47.03;;9.0312;8.8125;8.875;19.92;2016-12-04;139.22;;242.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
