US92343E1029;AF;DT;DWNM;EPS;MTBV;MV;MVC;MVFF;NOSH;NOSHFF;P;PC;PE;PH;PL;PO;PTBV;PYD;RI;UDD;VO;VWAP;WC01001;WC01051;WC01100;WC01101;WC01149;WC01151;WC01201;WC01250;WC01251;WC01253;WC01254;WC01255;WC01266;WC01401;WC01451;WC01501;WC01551;WC01601;WC01705;WC01706;WC01751;WC02001;WC02003;WC02051;WC02201;WC02501;WC02649;WC02999;WC03040;WC03051;WC03101;WC03151;WC03251;WC03255;WC03263;WC03426;WC03451;WC03480;WC03501;WC03998;WC04050;WC04201;WC04251;WC04551;WC04601;WC04851;WC04860;WC04870;WC04890;WC05350;WC05376;WC07011;WC08101;WC08106;WC08131;WC08221;WC08231;WC08301;WC08311;WC08316;WC08321;WC08366;WC08376;WC18191;WC18192;WC18198;XDD
1991-07-24;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-07-25;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-07-26;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-07-30;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-07-31;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-01;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-02;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-05;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-09;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-12;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-15;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-16;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-19;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-20;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-22;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-23;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-26;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-29;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-08-30;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-02;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-03;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-04;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-05;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-06;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-10;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-11;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-12;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-13;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-16;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-17;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-18;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-19;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-20;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-24;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-25;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-26;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-27;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-09-30;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-01;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-02;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-04;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-07;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-08;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-09;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-10;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-11;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-14;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-15;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-17;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-21;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-24;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-25;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-30;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-10-31;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-01;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-05;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-08;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-11;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-12;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-15;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-18;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-20;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-22;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-25;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-27;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-11-29;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-02;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-03;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-05;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-06;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-09;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-10;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-11;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-12;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-13;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-16;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-17;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-18;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-19;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-20;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-23;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-24;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-26;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-27;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1991-12-31;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-01;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-02;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-03;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-06;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-07;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-09;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-10;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-13;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-14;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-15;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-17;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-20;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-24;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-27;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-29;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-30;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-01-31;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-03;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-05;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-07;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-10;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-11;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-12;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-14;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-17;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-18;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-19;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-20;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-21;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-24;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-25;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-27;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-02-28;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-02;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-03;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-05;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-06;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-09;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-10;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1992-03-11;;;;;;;;;;;;;;;;;;2016-12-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
