NASA100;IDV;MV;NR;PH;PI;PL;PO;RI
2013-07-19;1122183.0;3416963.0;3245.22;3049.75;3044.93;3035.99;3043.06;3268.15
2013-07-22;1122183.0;3428522.0;3256.2;3061.55;3055.23;3044.76;3061.5;3279.21
2013-07-23;1122183.0;3401785.0;3230.8;3059.37;3031.4;3029.07;3059.15;3253.64
2013-07-24;1122183.0;3412733.0;3241.25;3060.63;3041.16;3034.62;3060.48;3264.18
2013-07-25;1124271.0;3442151.0;3263.12;3063.76;3061.67;3040.25;3054.17;3286.2
2013-07-26;1124271.0;3458516.0;3278.63;3076.23;3076.23;3044.38;3046.12;3301.82
2013-07-29;1124271.0;3450337.0;3271.08;3083.34;3068.95;3062.91;3067.48;3294.31
2013-07-30;1124271.0;3468751.0;3288.63;3099.38;3085.33;3076.39;3080.2;3312.01
2013-07-31;1124271.0;3474208.0;3293.8;3110.01;3090.19;3087.47;3094.82;3317.22
2013-08-01;1124271.0;3514811.0;3332.29;3128.67;3126.3;3111.28;3113.22;3355.99
2013-08-02;1124271.0;3534171.0;3350.65;3143.52;3143.52;3118.04;3125.49;3374.48
2013-08-05;1124271.0;3533796.0;3351.17;3145.25;3143.19;3133.52;3136.77;3375.38
2013-08-06;1124271.0;3510199.0;3328.9;3141.05;3122.2;3111.5;3136.15;3352.99
2013-08-07;1124271.0;3506260.0;3325.25;3123.92;3118.69;3096.41;3117.13;3349.36
2013-08-08;1124271.0;3519111.0;3339.47;3137.67;3130.12;3111.36;3134.06;3364.56
2013-08-09;1124271.0;3506122.0;3327.15;3136.7;3118.57;3109.86;3124.74;3352.15
2013-08-12;1124271.0;3514388.0;3334.99;3130.61;3125.92;3106.25;3107.06;3360.05
2013-08-13;1124271.0;3531410.0;3352.42;3149.24;3141.06;3106.27;3130.08;3378.16
2013-08-14;1124271.0;3518348.0;3340.39;3144.43;3129.45;3125.41;3141.97;3366.2
2013-08-15;1124271.0;3458519.0;3283.59;3092.27;3076.23;3068.08;3089.34;3308.96
2013-08-16;1124271.0;3455914.0;3281.12;3090.69;3073.91;3070.43;3076.83;3306.47
2013-08-19;1124271.0;3451243.0;3276.73;3101.02;3069.76;3069.47;3074.38;3302.06
2013-08-20;1124271.0;3465195.0;3290.21;3096.42;3082.17;3073.05;3077.15;3315.75
2013-08-21;1124271.0;3453163.0;3278.78;3098.62;3071.47;3061.42;3073.24;3304.24
2013-08-22;1124155.0;3486926.0;3311.25;3103.64;3101.82;3085.42;3085.61;3336.99
2013-08-23;1124155.0;3512161.0;3335.22;3127.05;3124.27;3112.87;3126.25;3361.14
2013-08-26;1124155.0;3510369.0;3333.61;3147.87;3122.67;3118.52;3127.01;3359.56
2013-08-27;1124155.0;3439441.0;3266.25;3102.27;3059.58;3053.26;3086.17;3291.68
2013-08-28;1124155.0;3453601.0;3279.83;3085.68;3072.17;3060.54;3060.96;3305.41
2013-08-29;1124155.0;3477417.0;3302.44;3109.07;3093.36;3065.87;3065.87;3328.2
2013-08-30;1124155.0;3455442.0;3281.98;3095.44;3073.81;3063.07;3095.17;3307.75
2013-09-02;1124155.0;3455442.0;3281.98;;3073.81;;;3307.75
2013-09-03;1124155.0;3475617.0;3301.14;3112.42;3091.76;3077.13;3097.65;3327.06
2013-09-04;1124155.0;3512469.0;3336.2;3128.8;3124.54;3092.96;3100.28;3362.43
2013-09-05;1124155.0;3518537.0;3341.97;3138.06;3129.94;3125.38;3127.07;3368.24
2013-09-06;1124155.0;3522401.0;3345.64;3148.99;3133.38;3098.02;3140.98;3371.94
2013-09-09;1124155.0;3563491.0;3384.79;3174.87;3169.93;3146.02;3146.02;3411.45
2013-09-10;1124155.0;3580512.0;3400.96;3189.24;3185.07;3173.11;3186.53;3427.75
2013-09-11;1124155.0;3574660.0;3395.63;3180.37;3179.86;3159.31;3163.77;3422.47
2013-09-12;1124155.0;3569830.0;3391.1;3186.3;3175.57;3170.14;3179.6;3417.93
2013-09-13;1124155.0;3572874.0;3393.99;3182.11;3178.27;3161.65;3180.45;3420.85
2013-09-16;1124155.0;3562097.0;3383.75;3204.59;3168.69;3163.13;3203.19;3410.53
2013-09-17;1124155.0;3586990.0;3407.44;3195.15;3190.83;3176.58;3177.78;3434.42
2013-09-18;1124155.0;3632492.0;3450.66;3235.72;3231.31;3190.01;3198.45;3477.98
2013-09-19;1124155.0;3639577.0;3457.39;3245.12;3237.61;3231.68;3240.93;3484.77
2013-09-20;1124155.0;3625101.0;3443.64;3248.52;3224.73;3224.73;3244.43;3470.91
2013-09-23;1121234.0;3609637.0;3437.88;3243.43;3219.34;3205.5;3242.32;3465.1
2013-09-24;1121234.0;3608871.0;3437.15;3236.84;3218.66;3209.39;3226.23;3464.37
2013-09-25;1121234.0;3597536.0;3426.44;3226.62;3208.55;3202.75;3221.2;3453.61
2013-09-26;1121234.0;3626113.0;3453.86;3240.99;3234.04;3221.17;3222.98;3481.34
2013-09-27;1121234.0;3621929.0;3449.97;3235.29;3230.3;3210.8;3217.44;3477.46
2013-09-30;1121234.0;3608354.0;3437.32;3229.45;3218.2;3186.86;3190.4;3464.82
2013-10-01;1121234.0;3647426.0;3475.15;3254.33;3253.05;3220.92;3220.92;3503.21
2013-10-02;1121234.0;3647661.0;3475.37;3256.71;3253.25;3228.44;3231.57;3503.44
2013-10-03;1121234.0;3603460.0;3433.25;3254.91;3213.83;3197.36;3247.85;3460.98
2013-10-04;1121234.0;3635686.0;3463.96;3246.16;3242.57;3212.01;3214.05;3491.94
2013-10-07;1121234.0;3605547.0;3435.24;3240.11;3215.69;3213.01;3215.76;3462.99
2013-10-08;1121234.0;3536226.0;3369.23;3217.15;3153.87;3152.26;3217.15;3396.46
2013-10-09;1121234.0;3523519.0;3357.34;3161.76;3142.54;3117.69;3161.35;3384.56
2013-10-10;1121234.0;3600108.0;3430.31;3216.03;3210.84;3178.67;3179.26;3458.13
2013-10-11;1121234.0;3625878.0;3454.87;3237.01;3233.83;3201.93;3203.49;3482.88
2013-10-14;1121234.0;3650763.0;3478.58;3257.19;3256.02;3212.05;3213.38;3506.78
2013-10-15;1121234.0;3638028.0;3466.44;3269.97;3244.66;3241.35;3253.96;3494.55
2013-10-16;1121234.0;3679519.0;3505.98;3283.18;3281.67;3258.8;3261.48;3534.41
2013-10-17;1121234.0;3701507.0;3526.96;3301.6;3301.28;3264.23;3265.91;3555.58
2013-10-18;1121234.0;3760481.0;3583.16;3355.63;3353.88;3321.78;3330.61;3612.23
2013-10-21;1121234.0;3768670.0;3590.96;3369.74;3361.18;3351.05;3361.76;3620.09
2013-10-22;1121234.0;3775117.0;3597.1;3384.35;3366.93;3344.18;3374.17;3626.28
2013-10-23;1121234.0;3751707.0;3574.85;3355.47;3346.05;3330.2;3348.6;3603.87
2013-10-24;1121234.0;3770010.0;3592.29;3367.39;3362.37;3344.06;3347.97;3621.45
2013-10-25;1121234.0;3794064.0;3615.21;3400.04;3383.83;3368.58;3394.15;3644.56
2013-10-28;1121234.0;3792772.0;3613.98;3390.47;3382.68;3370.4;3382.17;3643.32
2013-10-29;1120922.0;3801885.0;3623.89;3399.09;3391.75;3375.57;3397.88;3653.4
2013-10-30;1118849.0;3787727.0;3617.17;3408.28;3385.38;3372.23;3402.49;3646.67
2013-10-31;1118849.0;3779171.0;3609.03;3400.4;3377.73;3367.76;3378.51;3638.48
2013-11-01;1118849.0;3781446.0;3611.21;3394.91;3379.76;3364.65;3392.32;3640.67
2013-11-04;1118849.0;3787020.0;3616.57;3390.18;3384.75;3374.38;3388.69;3646.1
2013-11-05;1118849.0;3791581.0;3621.75;3395.93;3388.82;3361.91;3372.95;3651.67
2013-11-06;1118849.0;3787728.0;3619.92;3401.27;3385.38;3374.28;3396.48;3650.63
2013-11-07;1118849.0;3716157.0;3551.65;3389.2;3321.41;3318.39;3386.36;3581.84
2013-11-08;1118849.0;3766987.0;3600.23;3366.84;3366.84;3324.7;3333.92;3630.83
2013-11-11;1118849.0;3762661.0;3596.1;3369.89;3362.98;3350.74;3359.83;3626.67
2013-11-12;1118849.0;3765178.0;3598.87;3370.36;3365.23;3348.85;3351.25;3629.62
2013-11-13;1118849.0;3810312.0;3642.19;3405.6;3405.56;3346.41;3346.45;3673.39
2013-11-14;1118849.0;3821023.0;3652.98;3418.56;3415.14;3390.38;3393.25;3684.5
2013-11-15;1118849.0;3829348.0;3660.94;3422.58;3422.58;3409.01;3419.77;3692.53
2013-11-18;1122033.0;3802425.0;3624.88;3429.2;3388.87;3383.44;3423.47;3656.16
2013-11-19;1122033.0;3790377.0;3615.29;3400.64;3378.13;3371.6;3385.82;3647.3
2013-11-20;1122033.0;3778072.0;3603.93;3397.69;3367.17;3359.31;3386.06;3636.01
2013-11-21;1122033.0;3817981.0;3642.1;3404.95;3402.73;3380.65;3382.5;3674.57
2013-11-22;1122033.0;3839615.0;3662.74;3422.13;3422.02;3406.4;3409.52;3695.39
2013-11-25;1122033.0;3845755.0;3668.68;3437.49;3427.49;3420.36;3433.92;3701.42
2013-11-26;1122033.0;3866261.0;3688.26;3455.54;3445.76;3422.47;3429.64;3721.18
2013-11-27;1122033.0;3893989.0;3715.16;3471.65;3470.48;3451.96;3454.81;3748.51
2013-11-28;1122033.0;3893989.0;3715.16;;3470.48;;;3748.51
2013-11-29;1122033.0;3913449.0;3733.72;3495.97;3487.82;3481.31;3481.31;3767.24
2013-12-02;1122033.0;3905966.0;3726.58;3501.07;3481.15;3476.68;3496.19;3760.04
2013-12-03;1122033.0;3903929.0;3724.64;3487.02;3479.34;3465.35;3478.99;3758.08
2013-12-04;1122033.0;3908047.0;3728.64;3493.1;3483.01;3453.22;3463.72;3762.14
2013-12-05;1122033.0;3902124.0;3722.99;3489.08;3477.73;3468.84;3484.27;3756.44
2013-12-06;1122033.0;3931893.0;3751.39;3511.1;3504.26;3485.74;3511.05;3785.1
2013-12-09;1122033.0;3945261.0;3764.17;3524.01;3516.17;3511.28;3515.67;3798.0
2013-12-10;1122033.0;3943053.0;3762.06;3520.73;3514.2;3507.42;3510.7;3795.88
2013-12-11;1122033.0;3892326.0;3713.9;3519.22;3468.99;3464.4;3514.24;3747.39
2013-12-12;1122033.0;3882561.0;3704.65;3478.94;3460.29;3457.96;3471.9;3738.07
2013-12-13;1122033.0;3878196.0;3700.52;3477.83;3456.4;3449.74;3476.88;3733.92
2013-12-16;1122033.0;3899956.0;3721.28;3494.41;3475.79;3470.11;3470.43;3754.87
2013-12-17;1122033.0;3892690.0;3714.35;3482.34;3469.32;3461.07;3474.73;3747.88
2013-12-18;1121941.0;3937595.0;3757.54;3510.52;3509.63;3422.86;3468.15;3791.48
2013-12-19;1121941.0;3925253.0;3745.77;3502.23;3498.63;3483.03;3499.81;3779.6
2013-12-20;1121941.0;3961787.0;3780.63;3540.97;3531.19;3502.29;3502.46;3814.78
2013-12-23;1124651.0;4014324.0;3821.53;3570.28;3569.4;3552.29;3563.19;3856.05
2013-12-24;1124651.0;4018147.0;3825.48;3574.51;3572.8;3564.59;3570.52;3860.17
2013-12-25;1124651.0;4018147.0;3825.48;;3572.8;;;3860.17
2013-12-26;1124651.0;4031397.0;3838.1;3586.72;3584.58;3572.1;3579.62;3872.9
2013-12-27;1124651.0;4019524.0;3826.96;3591.31;3574.02;3571.05;3589.12;3861.73
2013-12-30;1124651.0;4019524.0;3823.02;3574.2;3570.08;3559.37;3570.86;3857.87
2013-12-31;1124651.0;4039742.0;3846.48;3592.0;3592.0;3575.25;3576.24;3881.55
2014-01-01;1124651.0;4039742.0;3846.48;;3592.0;;;3881.55
2014-01-02;1124651.0;4007768.0;3816.65;3577.03;3563.57;3553.65;3575.6;3851.7
2014-01-03;1124651.0;3979837.0;3790.05;3567.51;3538.73;3537.61;3564.94;3824.86
2014-01-06;1124651.0;3966597.0;3777.44;3542.52;3526.96;3512.45;3539.01;3812.14
2014-01-07;1124651.0;4001344.0;3810.56;3562.98;3557.85;3535.5;3539.29;3845.58
2014-01-08;1124651.0;4012232.0;3820.97;3575.15;3567.54;3551.12;3558.3;3856.1
2014-01-09;1124651.0;3995407.0;3804.94;3579.4;3552.58;3541.81;3576.32;3839.93
2014-01-10;1124651.0;4009472.0;3818.34;3568.47;3565.08;3536.45;3565.68;3853.44
2014-01-13;1124651.0;3950670.0;3762.34;3572.4;3512.8;3499.37;3559.39;3796.93
2014-01-14;1124651.0;4026977.0;3835.01;3581.6;3580.65;3525.47;3526.2;3870.27
2014-01-15;1124651.0;4059810.0;3866.33;3615.7;3609.84;3592.62;3593.81;3901.9
2014-01-16;1124651.0;4061437.0;3867.88;3614.66;3611.29;3599.87;3605.43;3903.46
2014-01-17;1124651.0;4038898.0;3846.42;3608.72;3591.25;3580.39;3597.41;3881.8
2014-01-20;1124651.0;4038898.0;3846.42;;3591.25;;;3881.8
2014-01-21;1124651.0;4068653.0;3874.75;3617.7;3617.7;3586.05;3611.63;3910.4
2014-01-22;1124651.0;4079919.0;3885.48;3634.65;3627.72;3615.48;3623.31;3921.23
2014-01-23;1124651.0;4064213.0;3870.53;3613.87;3613.76;3588.83;3612.53;3906.13
2014-01-24;1124651.0;3982929.0;3793.12;3601.0;3541.48;3541.38;3596.93;3828.01
2014-01-27;1124651.0;3946423.0;3758.35;3548.48;3509.02;3482.89;3543.5;3792.92
2014-01-28;1124651.0;3942707.0;3754.81;3509.8;3505.72;3483.71;3484.39;3789.35
2014-01-29;1124651.0;3900086.0;3714.49;3500.82;3467.82;3461.64;3472.42;3748.78
2014-01-30;1124651.0;3972727.0;3783.79;3544.21;3532.41;3508.0;3514.25;3818.77
2014-01-31;1124651.0;3960933.0;3772.56;3539.44;3521.92;3488.04;3488.37;3807.43
2014-02-03;1124651.0;3869364.0;3685.34;3533.48;3440.5;3433.64;3524.23;3719.41
2014-02-04;1124651.0;3902768.0;3717.33;3480.74;3470.2;3449.19;3460.13;3751.78
2014-02-05;1124651.0;3885551.0;3701.68;3469.35;3454.89;3418.88;3457.04;3736.3
2014-02-06;1124651.0;3933574.0;3749.39;3502.52;3497.6;3465.42;3465.82;3785.3
2014-02-07;1124651.0;4005902.0;3818.33;3563.14;3561.91;3508.83;3522.33;3854.9
2014-02-10;1124651.0;4028624.0;3839.99;3582.84;3582.11;3557.78;3558.59;3876.77
2014-02-11;1124651.0;4073170.0;3882.84;3628.59;3621.72;3585.08;3587.57;3920.2
2014-02-12;1124651.0;4079512.0;3889.11;3635.92;3627.36;3618.06;3626.14;3926.62
2014-02-13;1124651.0;4115731.0;3923.68;3659.56;3659.56;3600.86;3601.75;3961.55
2014-02-14;1124651.0;4120584.0;3928.39;3671.04;3663.88;3643.79;3652.88;3966.34
2014-02-17;1124651.0;4120584.0;3928.39;;3663.88;;;3966.34
2014-02-18;1124651.0;4138072.0;3946.83;3685.18;3679.43;3658.64;3668.99;3985.73
2014-02-19;1124651.0;4108175.0;3918.32;3679.69;3652.84;3646.13;3668.72;3956.93
2014-02-20;1124651.0;4129641.0;3938.87;3676.89;3671.93;3640.63;3654.85;3977.72
2014-02-21;1124651.0;4119150.0;3928.87;3687.16;3662.6;3661.46;3683.42;3967.62
2014-02-24;1119970.0;4128003.0;3953.77;3701.27;3685.81;3668.34;3670.07;3992.76
2014-02-25;1119970.0;4120531.0;3946.64;3697.6;3679.14;3669.53;3689.68;3985.58
2014-02-26;1119970.0;4117684.0;3944.04;3702.09;3676.6;3663.75;3691.84;3983.02
2014-02-27;1119970.0;4143667.0;3968.93;3704.65;3699.8;3672.64;3678.31;4008.15
2014-02-28;1119970.0;4139521.0;3964.96;3722.38;3696.1;3664.83;3703.48;4004.14
2014-03-03;1119970.0;4108464.0;3935.61;3678.38;3668.37;3637.66;3657.31;3974.67
2014-03-04;1117460.0;4156872.0;3990.92;3723.0;3719.93;3706.82;3710.19;4030.53
2014-03-05;1117460.0;4164983.0;3998.75;3732.98;3727.19;3715.38;3721.53;4038.45
2014-03-06;1117460.0;4157993.0;3992.08;3738.32;3720.93;3709.41;3735.85;4031.73
2014-03-07;1117460.0;4138408.0;3973.27;3737.36;3703.4;3686.94;3736.93;4012.74
2014-03-10;1117460.0;4141692.0;3976.55;3709.78;3706.34;3683.97;3702.14;4016.11
2014-03-11;1117460.0;4125107.0;3960.63;3725.71;3691.5;3681.37;3715.89;4000.02
2014-03-12;1117460.0;4142497.0;3977.56;3707.19;3707.06;3661.87;3678.36;4017.22
2014-03-13;1117460.0;4080401.0;3918.0;3720.61;3651.49;3636.79;3719.36;3957.09
2014-03-14;1117460.0;4054002.0;3892.65;3656.94;3627.87;3626.86;3643.21;3931.49
2014-03-17;1117460.0;4092710.0;3929.91;3678.32;3662.51;3651.14;3653.19;3969.16
2014-03-18;1117460.0;4142006.0;3977.29;3708.26;3706.62;3664.79;3667.39;4017.04
2014-03-19;1117460.0;4115311.0;3951.65;3709.01;3682.73;3661.06;3705.51;3991.15
2014-03-20;1117460.0;4127865.0;3963.71;3705.31;3693.97;3665.83;3675.61;4003.32
2014-03-21;1117460.0;4082161.0;3919.82;3717.36;3653.07;3643.35;3711.47;3959.0
2014-03-24;1116792.0;4039876.0;3881.54;3665.58;3617.39;3585.15;3665.38;3920.33
2014-03-25;1116792.0;4053656.0;3894.78;3659.59;3629.73;3600.65;3640.26;3933.7
2014-03-26;1116792.0;4001344.0;3844.62;3654.69;3582.89;3582.84;3645.73;3883.08
2014-03-27;1116792.0;3979282.0;3823.59;3594.08;3563.13;3543.07;3578.53;3861.91
2014-03-28;1116792.0;3988608.0;3832.55;3609.08;3571.48;3560.58;3576.18;3870.96
2014-03-31;1116792.0;4015692.0;3858.89;3618.42;3595.74;3593.7;3598.08;3897.72
2014-04-01;1116792.0;4085670.0;3927.08;3659.16;3658.4;3614.16;3615.91;3966.59
2014-04-02;1116792.0;4094153.0;3935.26;3676.36;3665.99;3649.79;3670.33;3974.86
2014-04-03;1116792.0;4062419.0;3904.76;3675.7;3637.58;3617.41;3670.42;3944.05
2014-04-04;1116792.0;3952750.0;3799.35;3663.78;3539.38;3532.28;3659.92;3837.58
2014-04-07;1116792.0;3917431.0;3765.4;3551.21;3507.75;3482.75;3522.21;3803.29
2014-04-08;1116792.0;3951465.0;3798.18;3543.98;3538.23;3499.0;3511.82;3836.43
2014-04-09;1116792.0;4020943.0;3865.2;3602.35;3600.44;3544.09;3552.07;3904.24
2014-04-10;1116792.0;3895108.0;3744.24;3599.64;3487.76;3479.15;3597.58;3782.05
2014-04-11;1116792.0;3849412.0;3700.32;3502.33;3446.85;3440.55;3453.24;3737.68
2014-04-14;1116792.0;3880444.0;3730.15;3493.17;3474.63;3443.26;3479.66;3767.82
2014-04-15;1116792.0;3895209.0;3744.34;3505.67;3487.85;3414.11;3484.29;3782.15
2014-04-16;1116792.0;3945725.0;3792.9;3533.09;3533.09;3489.29;3517.5;3831.2
2014-04-17;1116792.0;3947340.0;3794.45;3551.02;3534.53;3511.27;3526.57;3832.77
2014-04-18;1116792.0;3947340.0;3794.45;;3534.53;;;3832.77
2014-04-21;1116792.0;3975723.0;3821.74;3559.95;3559.95;3525.59;3543.65;3860.33
2014-04-22;1116792.0;4007951.0;3852.72;3596.92;3588.8;3566.87;3570.51;3891.62
2014-04-23;1116792.0;3972472.0;3818.66;3588.04;3557.04;3555.19;3587.65;3857.24
2014-04-24;1116792.0;4010435.0;3855.15;3613.2;3591.03;3552.93;3609.82;3894.11
2014-04-25;1116792.0;3945736.0;3792.96;3573.95;3533.1;3525.6;3569.92;3831.28
2014-04-28;1116792.0;3945736.0;3805.99;3570.11;3545.02;3489.6;3546.96;3844.54
2014-04-29;1116792.0;3991406.0;3837.08;3579.03;3573.99;3538.24;3557.77;3875.95
2014-04-30;1116792.0;4000374.0;3845.7;3585.5;3582.02;3548.11;3556.0;3884.66
2014-05-01;1116792.0;4014158.0;3858.99;3613.03;3594.36;3580.02;3589.66;3898.09
2014-05-02;1116792.0;4006655.0;3851.78;3611.56;3587.64;3578.53;3608.84;3890.8
2014-05-05;1116792.0;4026141.0;3871.26;3605.26;3605.09;3556.4;3566.26;3910.81
2014-05-06;1116792.0;3971883.0;3819.22;3599.65;3556.51;3556.1;3598.27;3858.3
2014-05-07;1116792.0;3960676.0;3808.45;3567.55;3546.47;3506.35;3561.47;3847.41
2014-05-08;1116792.0;3953915.0;3804.04;3583.64;3540.42;3524.85;3533.39;3843.87
2014-05-09;1116792.0;3970978.0;3820.46;3556.35;3555.7;3516.24;3537.67;3860.46
2014-05-12;1116792.0;4034666.0;3881.88;3613.37;3612.73;3572.69;3574.24;3922.58
2014-05-13;1116792.0;4032884.0;3882.12;3625.77;3611.13;3605.78;3614.91;3923.68
2014-05-14;1116460.0;4011720.0;3863.05;3614.63;3593.25;3585.68;3603.58;3904.47
2014-05-15;1116460.0;3980375.0;3832.98;3598.34;3565.17;3542.63;3594.59;3874.13
2014-05-16;1116460.0;4004965.0;3856.66;3590.41;3587.2;3545.63;3568.2;3898.06
2014-05-19;1116460.0;4036693.0;3887.21;3618.96;3615.62;3572.28;3577.85;3928.94
2014-05-20;1116460.0;4019600.0;3870.92;3624.6;3600.31;3585.88;3612.86;3912.54
2014-05-21;1116460.0;4059019.0;3909.01;3636.47;3635.61;3605.51;3605.79;3951.1
2014-05-22;1116460.0;4076043.0;3925.4;3660.59;3650.86;3633.85;3639.49;3967.67
2014-05-23;1116460.0;4105597.0;3953.86;3678.16;3677.33;3646.23;3656.27;3996.44
2014-05-26;1116460.0;4105597.0;3953.86;;3677.33;;;3996.44
2014-05-27;1116460.0;4156654.0;4003.11;3723.06;3723.06;3691.09;3693.18;4046.24
2014-05-28;1116460.0;4144592.0;3991.64;3726.72;3712.26;3708.65;3720.89;4034.72
2014-05-29;1116460.0;4170785.0;4016.91;3735.72;3735.72;3717.65;3723.27;4060.28
2014-05-30;1116460.0;4172012.0;4018.1;3741.57;3736.82;3716.09;3738.71;4061.48
2014-06-02;1116460.0;4167703.0;4014.42;3740.71;3732.96;3707.89;3740.71;4057.97
2014-06-03;1116460.0;4164476.0;4011.32;3735.97;3730.07;3715.46;3719.17;4054.83
2014-06-04;1116460.0;4179574.0;4025.89;3750.01;3743.59;3715.24;3720.0;4069.58
2014-06-05;1116460.0;4216815.0;4061.77;3782.0;3776.95;3735.19;3748.36;4105.85
2014-06-06;1116460.0;4236487.0;4080.81;3795.14;3794.57;3782.12;3792.42;4125.14
2014-06-09;1116460.0;4237797.0;4082.07;3804.04;3795.74;3783.9;3795.85;4126.42
2014-06-10;1116460.0;4243509.0;4087.58;3802.46;3800.86;3786.56;3790.48;4131.98
2014-06-11;1116460.0;4240148.0;4085.03;3803.95;3797.85;3783.61;3789.41;4129.7
2014-06-12;1116460.0;4202136.0;4048.41;3794.99;3763.8;3751.69;3790.59;4092.68
2014-06-13;1116460.0;4215267.0;4061.12;3784.84;3775.56;3759.87;3782.84;4105.56
2014-06-16;1116460.0;4220145.0;4065.82;3789.93;3779.93;3761.42;3768.37;4110.31
2014-06-17;1116460.0;4221692.0;4067.36;3790.92;3781.32;3769.94;3775.73;4111.89
2014-06-18;1116460.0;4247691.0;4092.41;3807.49;3804.61;3764.53;3786.19;4137.21
2014-06-19;1116460.0;4243439.0;4088.31;3811.24;3800.8;3783.3;3808.76;4133.07
2014-06-20;1116460.0;4245494.0;4090.29;3807.92;3802.64;3794.51;3803.1;4135.07
2014-06-23;1117526.0;4252537.0;4093.17;3806.19;3805.31;3794.85;3802.25;4137.98
2014-06-24;1117526.0;4246074.0;4086.95;3837.17;3799.53;3791.12;3807.49;4131.69
2014-06-25;1117526.0;4277140.0;4116.96;3831.85;3827.33;3792.31;3794.84;4162.09
2014-06-26;1117526.0;4276673.0;4116.67;3827.7;3826.91;3798.63;3826.7;4161.86
2014-06-27;1117526.0;4296260.0;4135.53;3844.89;3844.44;3823.21;3825.02;4180.92
2014-06-30;1117526.0;4301893.0;4141.28;3860.65;3849.48;3841.7;3844.45;4186.87
2014-07-01;1117526.0;4352015.0;4189.58;3902.93;3894.33;3863.81;3864.14;4235.74
2014-07-02;1117526.0;4357536.0;4195.56;3904.35;3899.27;3890.77;3895.18;4242.06
2014-07-03;1117526.0;4384066.0;4221.1;3923.15;3923.01;3901.32;3911.11;4267.89
2014-07-04;1117526.0;4384066.0;4221.1;;3923.01;;;4267.89
2014-07-07;1117526.0;4370317.0;4207.86;3923.92;3910.71;3904.67;3917.88;4254.5
2014-07-08;1117526.0;4318194.0;4157.75;3906.22;3864.07;3848.18;3903.37;4203.87
2014-07-09;1117526.0;4350432.0;4189.1;3896.38;3892.91;3863.2;3873.17;4235.71
2014-07-10;1117526.0;4336043.0;4175.25;3895.72;3880.04;3837.16;3837.29;4221.7
2014-07-11;1117526.0;4363469.0;4201.66;3905.4;3904.58;3879.4;3888.76;4248.4
2014-07-14;1117526.0;4391278.0;4228.44;3937.73;3929.46;3916.52;3923.6;4275.48
2014-07-15;1117526.0;4374505.0;4212.29;3940.55;3914.45;3887.5;3934.79;4259.14
2014-07-16;1117526.0;4394486.0;4231.52;3947.49;3932.33;3927.0;3943.6;4278.6
2014-07-17;1117526.0;4333775.0;4173.06;3933.88;3878.01;3866.22;3921.87;4219.49
2014-07-18;1117526.0;4402934.0;4239.66;3942.15;3939.89;3894.56;3899.38;4286.82
2014-07-21;1117526.0;4396500.0;4233.46;3941.93;3934.14;3917.74;3933.11;4280.56
2014-07-22;1117526.0;4427217.0;4263.04;3966.1;3961.62;3949.09;3950.83;4310.47
2014-07-23;1117526.0;4454673.0;4289.53;3990.64;3986.19;3967.96;3974.66;4337.27
2014-07-24;1117526.0;4451316.0;4286.3;3997.5;3983.19;3975.66;3994.18;4334.0
2014-07-25;1117526.0;4431175.0;4266.9;3970.44;3965.16;3945.05;3959.35;4314.39
2014-07-28;1117526.0;4433499.0;4269.14;3977.0;3967.24;3936.72;3966.31;4316.65
2014-07-29;1117526.0;4424323.0;4260.52;3983.42;3959.03;3957.22;3974.05;4308.04
2014-07-30;1117526.0;4443358.0;4278.95;3989.0;3976.07;3960.29;3982.1;4326.71
2014-07-31;1117526.0;4349966.0;4189.06;3948.9;3892.5;3889.1;3938.31;4235.83
2014-08-01;1117526.0;4335632.0;4175.25;3908.21;3879.67;3855.35;3886.1;4221.87
2014-08-04;1117526.0;4368152.0;4206.62;3922.25;3908.77;3875.1;3890.63;4253.62
2014-08-05;1117526.0;4330348.0;4171.1;3901.17;3874.94;3858.65;3891.13;4218.08
2014-08-06;1117526.0;4329594.0;4170.47;3896.65;3874.27;3849.45;3851.44;4217.49
2014-08-07;1117526.0;4311346.0;4154.84;3895.74;3857.94;3845.2;3889.69;4202.53
2014-08-08;1117526.0;4345044.0;4187.4;3890.63;3888.09;3848.49;3864.09;4235.5
2014-08-11;1117526.0;4370042.0;4211.49;3921.19;3910.46;3899.37;3899.98;4259.87
2014-08-12;1117526.0;4364190.0;4206.17;3916.73;3905.22;3887.58;3904.45;4254.61
2014-08-13;1117526.0;4413338.0;4253.63;3949.69;3949.2;3921.44;3924.47;4302.66
2014-08-14;1117526.0;4435588.0;4275.15;3969.24;3969.11;3949.08;3953.27;4324.46
2014-08-15;1117526.0;4456148.0;4294.96;3997.08;3987.51;3951.25;3993.0;4344.5
2014-08-18;1117526.0;4493009.0;4330.49;4022.48;4020.5;4003.46;4007.19;4380.44
2014-08-19;1117526.0;4514950.0;4353.48;4041.5;4040.13;4024.17;4025.51;4404.49
2014-08-20;1117526.0;4515593.0;4354.1;4046.97;4040.7;4032.2;4032.9;4405.12
2014-08-21;1117526.0;4522657.0;4360.91;4048.95;4047.03;4035.75;4041.0;4412.01
2014-08-22;1117526.0;4529056.0;4367.08;4060.9;4052.75;4040.22;4052.14;4418.25
2014-08-25;1117526.0;4545510.0;4383.12;4079.52;4067.48;4058.6;4073.47;4434.55
