NASA100;IDV;MV;NR;PH;PI;PL;PO;RI
2004-06-14;190357.0;2221287.0;;1471.19;1458.64;1451.78;1470.62;1461.39
2004-06-15;190357.0;2252598.0;;1487.83;1479.2;1470.37;1470.37;1481.99
2004-06-16;190357.0;2253811.0;;1483.6;1479.99;1474.17;1478.72;1482.79
2004-06-17;190357.0;2229503.0;;1473.95;1464.03;1458.68;1473.94;1466.8
2004-06-18;190394.0;2230883.0;;1481.36;1464.65;1455.67;1457.88;1467.42
2004-06-21;190394.0;2213496.0;;1472.65;1453.23;1450.79;1467.98;1455.98
2004-06-22;190394.0;2246460.0;;1475.12;1474.87;1448.82;1455.92;1477.66
2004-06-23;190394.0;2274870.0;;1495.05;1493.52;1468.74;1471.54;1496.35
2004-06-24;190394.0;2266922.0;;1502.14;1488.31;1485.88;1490.58;1491.12
2004-06-25;190394.0;2282263.0;;1503.91;1498.38;1488.2;1488.82;1501.22
2004-06-28;190394.0;2274172.0;;1508.52;1493.07;1485.25;1507.32;1495.9
2004-06-29;190394.0;2293346.0;;1507.05;1505.65;1490.65;1490.65;1508.51
2004-06-30;190394.0;2310078.0;;1523.48;1516.64;1502.61;1507.6;1519.52
2004-07-01;190394.0;2268840.0;;1514.82;1489.57;1477.62;1514.82;1492.39
2004-07-02;190394.0;2256088.0;;1489.6;1481.19;1473.73;1488.34;1484.01
2004-07-05;190394.0;2256088.0;;;1481.19;;;1484.01
2004-07-06;190394.0;2202045.0;;1471.21;1445.71;1441.78;1470.47;1448.47
2004-07-07;190394.0;2212365.0;;1459.07;1452.49;1445.02;1445.1;1455.27
2004-07-08;190394.0;2179829.0;;1452.7;1431.13;1430.81;1439.57;1433.87
2004-07-09;190394.0;2193343.0;;1451.39;1440.0;1434.0;1442.43;1442.76
2004-07-12;190394.0;2181324.0;;1435.3;1432.11;1418.1;1429.91;1434.85
2004-07-13;190394.0;2176097.0;;1439.78;1428.68;1426.11;1436.08;1431.42
2004-07-14;190394.0;2156867.0;;1433.61;1416.05;1411.52;1414.42;1418.85
2004-07-15;190394.0;2156668.0;;1427.72;1415.92;1412.59;1422.26;1418.72
2004-07-16;190394.0;2120492.0;;1426.49;1392.17;1392.17;1426.49;1394.92
2004-07-19;190394.0;2127494.0;;1406.15;1396.77;1386.78;1398.92;1399.53
2004-07-20;190394.0;2164503.0;;1421.07;1421.07;1396.85;1398.64;1423.87
2004-07-21;190394.0;2111965.0;;1433.27;1386.57;1386.57;1433.27;1389.34
2004-07-22;190394.0;2145384.0;;1411.43;1408.51;1377.7;1385.89;1411.33
2004-07-23;190394.0;2095065.0;;1394.56;1375.48;1370.7;1394.56;1378.23
2004-07-26;190394.0;2084288.0;;1383.67;1368.4;1359.2;1376.8;1371.14
2004-07-27;190394.0;2119475.0;;1395.95;1391.5;1371.26;1374.69;1394.28
2004-07-28;190394.0;2107667.0;;1392.48;1383.75;1360.27;1384.51;1386.56
2004-07-29;190394.0;2130202.0;;1403.8;1398.55;1388.06;1395.34;1401.44
2004-07-30;190394.0;2133014.0;;1412.0;1400.39;1394.85;1397.05;1403.29
2004-08-02;190394.0;2142061.0;;1408.31;1406.33;1387.04;1390.21;1409.24
2004-08-03;190394.0;2100643.0;;1404.9;1379.14;1379.02;1402.34;1381.99
2004-08-04;190394.0;2100746.0;;1386.28;1379.21;1368.44;1372.46;1382.17
2004-08-05;190394.0;2061499.0;;1383.38;1353.44;1352.27;1380.93;1356.35
2004-08-06;190394.0;2003410.0;;1342.87;1315.3;1314.97;1341.08;1318.14
2004-08-09;190394.0;2008783.0;;1325.45;1318.83;1314.57;1320.83;1321.7
2004-08-10;190394.0;2051245.0;;1346.71;1346.71;1324.38;1325.96;1349.64
2004-08-11;190394.0;2017642.0;;1328.83;1324.65;1309.5;1319.7;1327.53
2004-08-12;190394.0;1986848.0;;1320.94;1304.43;1302.74;1313.81;1307.32
2004-08-13;190394.0;1992007.0;;1316.3;1307.82;1301.93;1311.84;1310.72
2004-08-16;190394.0;2020989.0;;1334.78;1326.84;1309.5;1309.5;1329.86
2004-08-17;190367.0;2034223.0;;1344.54;1335.72;1331.85;1332.94;1338.76
2004-08-18;190821.0;2081827.0;;1363.74;1363.73;1327.85;1328.99;1366.83
2004-08-19;190821.0;2065811.0;;1361.23;1353.24;1344.98;1356.89;1356.34
2004-08-20;190821.0;2086408.0;;1373.01;1366.73;1348.27;1352.28;1369.86
2004-08-23;190821.0;2092778.0;;1377.67;1370.9;1364.46;1370.51;1374.41
2004-08-24;190821.0;2091060.0;;1379.05;1369.78;1360.82;1376.99;1373.31
2004-08-25;190821.0;2120661.0;;1391.22;1389.17;1363.56;1369.2;1392.92
2004-08-26;190821.0;2112743.0;;1388.84;1383.98;1379.69;1383.8;1387.72
2004-08-27;190821.0;2119732.0;;1393.23;1388.56;1384.61;1384.61;1392.31
2004-08-30;190821.0;2088256.0;;1384.14;1367.94;1367.73;1383.12;1371.65
2004-08-31;190821.0;2089383.0;;1372.27;1368.68;1354.1;1368.91;1372.4
2004-09-01;190821.0;2103553.0;;1384.85;1377.96;1360.58;1363.27;1381.72
2004-09-02;190821.0;2134668.0;;1402.07;1398.34;1373.67;1374.69;1402.15
2004-09-03;190821.0;2094182.0;;1393.5;1371.82;1370.01;1384.41;1375.56
2004-09-06;190821.0;2094182.0;;;1371.82;;;1375.56
2004-09-07;190821.0;2109470.0;;1390.6;1381.84;1372.53;1382.48;1385.6
2004-09-08;190821.0;2101736.0;;1393.69;1376.77;1374.79;1378.4;1380.52
2004-09-09;190821.0;2124262.0;;1396.55;1391.53;1373.37;1385.22;1395.32
2004-09-10;190821.0;2157039.0;;1414.55;1413.0;1386.41;1391.2;1416.85
2004-09-13;190821.0;2178934.0;;1435.95;1427.34;1414.22;1417.84;1431.23
2004-09-14;190821.0;2189656.0;;1435.91;1434.37;1422.83;1425.29;1438.27
2004-09-15;190821.0;2160553.0;;1425.51;1415.3;1412.54;1425.51;1419.16
2004-09-16;190821.0;2164635.0;;1429.93;1417.97;1413.22;1417.37;1421.84
2004-09-17;191156.0;2181155.0;;1427.59;1426.3;1413.78;1417.73;1430.18
2004-09-20;191156.0;2178748.0;;1437.3;1424.72;1415.31;1417.39;1428.6
2004-09-21;191156.0;2195862.0;;1440.81;1435.91;1425.16;1429.85;1439.82
2004-09-22;191156.0;2147397.0;;1424.72;1404.22;1403.16;1424.72;1408.05
2004-09-23;191156.0;2149764.0;;1413.68;1405.77;1402.79;1405.76;1409.6
2004-09-24;191156.0;2139490.0;;1414.56;1399.05;1397.5;1407.71;1402.87
2004-09-27;191156.0;2118842.0;;1396.42;1385.55;1383.24;1389.94;1389.33
2004-09-28;191156.0;2125192.0;;1394.43;1389.7;1376.99;1390.11;1393.5
2004-09-29;191156.0;2157549.0;;1411.82;1410.86;1389.62;1389.69;1414.72
2004-09-30;191156.0;2160420.0;;1417.99;1412.74;1403.89;1409.23;1416.6
2004-10-01;191156.0;2221896.0;;1452.94;1452.94;1423.43;1426.38;1456.91
2004-10-04;191156.0;2231186.0;;1472.21;1459.01;1458.08;1463.22;1463.0
2004-10-05;191156.0;2235387.0;;1467.23;1461.76;1454.23;1456.19;1465.77
2004-10-06;191156.0;2254652.0;;1474.36;1474.36;1452.61;1460.19;1478.41
2004-10-07;191156.0;2226235.0;;1474.7;1455.77;1454.89;1469.7;1459.78
2004-10-08;191156.0;2188291.0;;1457.04;1430.96;1428.11;1449.49;1434.9
2004-10-11;191156.0;2198638.0;;1441.1;1437.73;1431.77;1435.54;1441.68
2004-10-12;191298.0;2196111.0;;1439.07;1435.0;1416.29;1424.22;1438.95
2004-10-13;191298.0;2195279.0;;1453.72;1434.46;1425.41;1451.73;1438.41
2004-10-14;191298.0;2181126.0;;1437.66;1425.21;1421.59;1434.92;1429.13
2004-10-15;191298.0;2189946.0;;1441.82;1430.98;1419.36;1430.31;1434.91
2004-10-18;191298.0;2230253.0;;1457.31;1457.31;1424.82;1428.08;1461.32
2004-10-19;191298.0;2209577.0;;1470.14;1443.8;1443.4;1463.01;1447.78
2004-10-20;191298.0;2222526.0;;1456.19;1452.26;1433.88;1441.21;1456.3
2004-10-21;191298.0;2256993.0;;1478.46;1474.79;1452.57;1459.68;1478.89
2004-10-22;191298.0;2201076.0;;1473.69;1438.25;1438.13;1472.92;1442.25
2004-10-25;191298.0;2192390.0;;1439.48;1432.57;1427.44;1435.68;1436.56
2004-10-26;191298.0;2207030.0;;1442.14;1442.14;1423.98;1432.25;1446.15
2004-10-27;191298.0;2265022.0;;1483.13;1480.03;1437.44;1441.79;1484.15
2004-10-28;191298.0;2275871.0;;1491.86;1487.12;1471.03;1473.41;1491.32
2004-10-29;191298.0;2275261.0;;1496.98;1486.72;1475.56;1485.68;1490.92
2004-11-01;191298.0;2278431.0;;1494.88;1488.79;1479.86;1486.25;1493.0
2004-11-02;191298.0;2287674.0;;1509.56;1494.83;1489.33;1490.32;1499.05
2004-11-03;191298.0;2301528.0;;1523.51;1503.89;1494.85;1519.97;1508.27
2004-11-04;191298.0;2320377.0;;1519.21;1516.2;1492.23;1498.06;1520.62
2004-11-05;191298.0;2334207.0;;1534.84;1525.24;1512.74;1526.71;1529.69
2004-11-08;191298.0;2337098.0;;1532.46;1527.13;1522.12;1525.13;1531.59
2004-11-09;191298.0;2336907.0;;1534.37;1527.0;1521.15;1527.25;1531.49
2004-11-10;191298.0;2321685.0;;1530.01;1517.06;1514.32;1524.1;1521.58
2004-11-11;191298.0;2359401.0;;1542.39;1541.7;1522.48;1524.62;1546.3
2004-11-12;189607.0;2363881.0;;1558.41;1558.41;1535.82;1543.31;1563.06
2004-11-15;189607.0;2367753.0;;1562.04;1560.96;1550.03;1554.31;1579.96
2004-11-16;189546.0;2348138.0;;1554.79;1548.53;1541.84;1554.79;1553.59
2004-11-17;189546.0;2382402.0;;1580.26;1571.12;1561.8;1561.8;1576.26
2004-11-18;189546.0;2397087.0;;1581.79;1580.81;1563.79;1568.02;1585.98
2004-11-19;189546.0;2353563.0;;1580.93;1552.11;1551.77;1578.86;1557.18
2004-11-22;189546.0;2378081.0;;1568.86;1568.28;1543.97;1551.16;1573.43
2004-11-23;189546.0;2369474.0;;1573.52;1562.6;1552.85;1566.71;1567.73
2004-11-24;189546.0;2399721.0;;1583.07;1582.55;1570.87;1572.67;1587.75
2004-11-25;189546.0;2399721.0;;;1582.55;;;1587.75
2004-11-26;189546.0;2393214.0;;1587.08;1578.26;1578.26;1581.65;1583.44
2004-11-29;189546.0;2396521.0;;1593.16;1580.44;1567.27;1586.46;1585.72
2004-11-30;189546.0;2382972.0;;1583.15;1571.5;1571.11;1579.51;1576.75
2004-12-01;189546.0;2437035.0;;1607.16;1607.15;1578.25;1578.25;1612.54
2004-12-02;189546.0;2446123.0;;1623.6;1613.15;1599.63;1602.11;1618.56
2004-12-03;189513.0;2447607.0;;1631.9;1614.4;1612.72;1621.1;1619.81
2004-12-06;189513.0;2455467.0;;1625.61;1619.59;1605.71;1612.33;1625.2
2004-12-07;189513.0;2409591.0;;1628.25;1589.33;1589.05;1622.84;1594.83
2004-12-08;189513.0;2428675.0;;1607.49;1601.91;1588.73;1593.87;1607.46
2004-12-09;189513.0;2440611.0;;1615.6;1609.79;1577.77;1585.99;1615.36
2004-12-10;189513.0;2433595.0;;1611.23;1605.16;1600.72;1601.46;1610.72
2004-12-13;189513.0;2457860.0;;1621.37;1621.16;1608.4;1617.53;1626.78
2004-12-14;189513.0;2467407.0;;1632.17;1627.46;1618.2;1618.2;1633.1
2004-12-15;189513.0;2461604.0;;1635.7;1623.63;1615.45;1626.99;1629.26
2004-12-16;189513.0;2437327.0;;1625.83;1607.62;1601.62;1621.43;1613.67
2004-12-17;196051.0;2504133.0;;1614.89;1596.61;1596.48;1608.64;1602.62
2004-12-20;196051.0;2496846.0;;1613.78;1591.97;1587.21;1603.84;1597.96
2004-12-21;196051.0;2523966.0;;1611.34;1609.26;1594.89;1598.6;1615.31
2004-12-22;196051.0;2530728.0;;1619.56;1613.57;1602.99;1605.72;1619.65
2004-12-23;196051.0;2531041.0;;1619.18;1613.77;1608.64;1608.87;1619.86
2004-12-24;196051.0;2531041.0;;;1613.77;;;1619.86
2004-12-27;196051.0;2521344.0;;1623.8;1607.59;1600.25;1621.33;1613.65
2004-12-28;194826.0;2531470.0;;1624.19;1624.19;1608.51;1610.9;1630.32
2004-12-29;194826.0;2532654.0;;1629.9;1624.95;1619.36;1619.36;1631.08
2004-12-30;194826.0;2530794.0;;1628.74;1623.76;1621.58;1626.21;1629.89
2004-12-31;194826.0;2526690.0;;1628.91;1621.12;1620.31;1624.37;1627.24
2005-01-03;194826.0;2499238.0;;1635.45;1603.51;1598.79;1628.75;1609.56
2005-01-04;194826.0;2449866.0;;1612.78;1571.83;1565.02;1611.22;1577.77
2005-01-05;194826.0;2437283.0;;1580.88;1563.76;1562.64;1568.68;1569.68
2005-01-06;194826.0;2427558.0;;1570.75;1557.52;1556.84;1567.66;1563.41
2005-01-07;194826.0;2438913.0;;1577.76;1564.81;1551.29;1565.63;1570.73
2005-01-10;194826.0;2439085.0;;1577.71;1564.92;1558.54;1561.23;1570.84
2005-01-11;194992.0;2423214.0;;1562.24;1553.4;1545.28;1556.66;1559.28
2005-01-12;194992.0;2442519.0;;1566.69;1565.78;1543.04;1561.84;1571.71
2005-01-13;194992.0;2410383.0;;1568.54;1545.18;1543.48;1567.55;1551.03
2005-01-14;194992.0;2435232.0;;1563.79;1561.11;1550.05;1552.11;1567.02
2005-01-17;194992.0;2435232.0;;;1561.11;;;1567.02
2005-01-18;194992.0;2454547.0;;1574.39;1573.49;1551.88;1554.19;1579.44
2005-01-19;194992.0;2411113.0;;1573.02;1545.65;1545.63;1572.81;1551.5
2005-01-20;194992.0;2362616.0;;1534.53;1514.56;1514.56;1526.8;1520.29
2005-01-21;194992.0;2345585.0;;1524.03;1503.64;1502.48;1519.3;1509.33
2005-01-24;194992.0;2309743.0;;1509.83;1480.66;1480.66;1507.79;1486.27
2005-01-25;194992.0;2325194.0;;1505.05;1490.57;1488.6;1492.65;1496.21
2005-01-26;194992.0;2353968.0;;1513.44;1509.01;1495.31;1502.05;1514.78
2005-01-27;194992.0;2351690.0;;1512.74;1507.55;1497.36;1505.25;1513.31
2005-01-28;194992.0;2339064.0;;1512.82;1499.46;1486.76;1510.88;1505.24
2005-01-31;194992.0;2370534.0;;1523.27;1519.63;1513.06;1515.16;1525.5
2005-02-01;195021.0;2377164.0;;1527.91;1523.66;1517.3;1521.0;1529.54
2005-02-02;195021.0;2379404.0;;1531.22;1525.1;1515.45;1527.29;1530.98
2005-02-03;195021.0;2353098.0;;1518.13;1508.24;1501.96;1516.22;1514.27
2005-02-04;195021.0;2394061.0;;1534.97;1534.49;1507.69;1507.74;1540.74
2005-02-07;195021.0;2385569.0;;1538.38;1529.05;1522.72;1534.48;1535.27
2005-02-08;195021.0;2391253.0;;1542.41;1532.69;1527.04;1529.55;1538.93
2005-02-09;195021.0;2350870.0;;1534.48;1506.81;1504.6;1534.41;1512.96
2005-02-10;195021.0;2350908.0;;1514.22;1506.83;1497.35;1512.71;1513.04
2005-02-11;195021.0;2387857.0;;1535.54;1530.51;1498.68;1505.09;1536.82
2005-02-14;195021.0;2399860.0;;1540.01;1538.21;1530.16;1531.19;1544.58
2005-02-15;195123.0;2415315.0;;1561.17;1547.3;1535.34;1538.38;1554.07
2005-02-16;195123.0;2407676.0;;1547.69;1542.41;1535.37;1541.26;1549.23
2005-02-17;195123.0;2371598.0;;1546.69;1519.29;1519.22;1543.03;1526.05
2005-02-18;195123.0;2365525.0;;1524.04;1515.4;1512.73;1519.21;1522.14
2005-02-21;195123.0;2365525.0;;;1515.4;;;1522.14
2005-02-22;195123.0;2332229.0;;1523.51;1494.07;1493.58;1502.94;1500.71
2005-02-23;195123.0;2336937.0;;1503.89;1497.09;1489.99;1502.83;1503.92
2005-02-24;195123.0;2369124.0;;1517.88;1517.71;1491.74;1493.59;1524.66
2005-02-25;195123.0;2383464.0;;1528.0;1526.9;1513.47;1515.75;1534.07
2005-02-28;195123.0;2358675.0;;1524.7;1511.02;1498.17;1517.06;1518.11
2005-03-01;195123.0;2384020.0;;1529.37;1527.25;1515.2;1516.63;1534.42
2005-03-02;195123.0;2380934.0;;1541.14;1525.28;1514.98;1517.68;1532.44
2005-03-03;195123.0;2360036.0;;1530.68;1511.89;1502.32;1530.13;1518.99
2005-03-04;195123.0;2373604.0;;1530.59;1520.58;1517.29;1524.21;1527.72
2005-03-07;195123.0;2412043.0;;1552.53;1545.2;1523.73;1524.04;1552.46
2005-03-08;195123.0;2386205.0;;1549.56;1528.65;1527.5;1540.8;1535.83
2005-03-09;195123.0;2375788.0;;1537.97;1521.98;1520.45;1526.9;1529.14
2005-03-10;195123.0;2379539.0;;1527.98;1524.38;1504.54;1525.64;1531.56
2005-03-11;195123.0;2350290.0;;1533.85;1505.64;1501.99;1528.65;1512.73
2005-03-14;195123.0;2365042.0;;1515.16;1515.09;1502.6;1509.19;1522.22
2005-03-15;195123.0;2344696.0;;1520.43;1502.06;1500.88;1520.26;1509.13
2005-03-16;195123.0;2319985.0;;1508.16;1486.23;1482.62;1497.4;1493.22
2005-03-17;195123.0;2322175.0;;1496.8;1487.63;1483.1;1487.72;1494.63
2005-03-18;195396.0;2320364.0;;1490.57;1484.4;1475.26;1488.55;1491.38
2005-03-21;195396.0;2320440.0;;1490.57;1484.45;1470.94;1483.16;1491.43
2005-03-22;195396.0;2290180.0;;1490.44;1465.09;1464.99;1484.13;1471.99
2005-03-23;195396.0;2300630.0;;1480.13;1471.77;1463.43;1463.43;1478.81
2005-03-24;196723.0;2313370.0;;1485.96;1469.94;1469.94;1477.46;1476.97
2005-03-25;196723.0;2313370.0;;;1469.94;;;1476.97
2005-03-28;196723.0;2317732.0;;1484.85;1472.71;1472.71;1476.4;1479.76
2005-03-29;196723.0;2304551.0;;1483.43;1464.34;1458.26;1471.25;1471.35
2005-03-30;196723.0;2347671.0;;1491.74;1491.74;1469.97;1470.13;1498.88
2005-03-31;196723.0;2333183.0;;1490.8;1482.53;1478.66;1489.44;1489.63
2005-04-01;196723.0;2312445.0;;1495.58;1469.35;1466.49;1491.83;1476.39
2005-04-04;196723.0;2324044.0;;1482.06;1476.72;1461.27;1469.42;1483.79
2005-04-05;196796.0;2335964.0;;1487.26;1483.75;1477.55;1480.99;1490.85
2005-04-06;196796.0;2331115.0;;1497.39;1480.67;1477.97;1487.15;1487.76
2005-04-07;196796.0;2361091.0;;1499.71;1499.71;1481.13;1481.13;1506.94
2005-04-08;196796.0;2338884.0;;1503.21;1485.6;1485.43;1499.93;1492.76
2005-04-11;196796.0;2327786.0;;1492.32;1478.55;1477.13;1490.43;1485.68
2005-04-12;196626.0;2342464.0;;1490.1;1489.16;1460.42;1477.01;1496.34
2005-04-13;196626.0;2299239.0;;1484.46;1461.68;1459.97;1484.39;1468.74
2005-04-14;196626.0;2266913.0;;1462.81;1441.13;1440.35;1461.83;1448.09
2005-04-15;196626.0;2215722.0;;1434.47;1408.59;1407.82;1425.73;1415.39
2005-04-18;196626.0;2217918.0;;1418.76;1409.98;1405.09;1406.3;1416.8
2005-04-19;196626.0;2234928.0;;1424.03;1420.8;1410.54;1419.53;1427.66
2005-04-20;196626.0;2212995.0;;1432.11;1406.85;1404.86;1430.25;1413.65
2005-04-21;196626.0;2276727.0;;1448.37;1447.37;1419.25;1423.62;1454.36
2005-04-22;196626.0;2235579.0;;1438.72;1421.21;1412.63;1437.97;1428.08
2005-04-25;196626.0;2260899.0;;1439.63;1437.31;1426.73;1430.99;1444.25
2005-04-26;196626.0;2234357.0;;1446.82;1420.43;1420.43;1431.75;1427.3
2005-04-27;196626.0;2239587.0;;1429.11;1423.76;1409.49;1413.22;1430.69
2005-04-28;196626.0;2216823.0;;1425.69;1409.29;1408.84;1418.12;1416.24
2005-04-29;196626.0;2234924.0;;1422.42;1420.79;1394.36;1420.64;1427.81
2005-05-02;196626.0;2239507.0;;1430.05;1423.71;1415.6;1421.9;1430.73
2005-05-03;196626.0;2245642.0;;1436.6;1427.61;1421.28;1421.28;1434.65
2005-05-04;196626.0;2284325.0;;1453.2;1452.2;1429.62;1431.06;1459.61
2005-05-05;196626.0;2281121.0;;1457.34;1450.16;1441.94;1450.73;1457.59
2005-05-06;196626.0;2290309.0;;1460.76;1456.0;1449.7;1460.26;1463.46
2005-05-09;196626.0;2301906.0;;1463.38;1463.38;1446.77;1455.68;1470.91
2005-05-10;196626.0;2281430.0;;1458.4;1450.36;1445.11;1453.25;1457.83
2005-05-11;196626.0;2295881.0;;1461.02;1459.55;1432.83;1452.31;1467.08
2005-05-12;196626.0;2288402.0;;1468.17;1454.79;1446.97;1459.07;1462.36
2005-05-13;196626.0;2313315.0;;1478.89;1470.63;1455.88;1459.23;1478.29
2005-05-16;196626.0;2329117.0;;1481.32;1480.68;1465.85;1470.31;1488.77
2005-05-17;196626.0;2344004.0;;1490.14;1490.14;1469.44;1474.05;1498.34
2005-05-18;196626.0;2374074.0;;1514.76;1509.26;1489.47;1493.03;1517.56
2005-05-19;196626.0;2393221.0;;1521.5;1521.43;1508.71;1510.62;1529.82
2005-05-20;196626.0;2403651.0;;1528.06;1528.06;1514.54;1519.26;1536.49
2005-05-23;196626.0;2414922.0;;1540.3;1535.22;1525.23;1526.74;1543.7
2005-05-24;196626.0;2423170.0;;1540.68;1540.47;1529.4;1530.95;1548.97
2005-05-25;196626.0;2410971.0;;1535.39;1532.71;1524.41;1535.65;1541.38
2005-05-26;196626.0;2436282.0;;1551.12;1548.8;1539.74;1539.52;1557.57
2005-05-27;196626.0;2437856.0;;1551.03;1549.8;1541.76;1546.97;1558.61
2005-05-30;196626.0;2437856.0;;;1549.8;;;1558.61
2005-05-31;196626.0;2426578.0;;1550.18;1542.63;1538.54;1549.6;1551.4
2005-06-01;196626.0;2453106.0;;1567.72;1559.5;1541.66;1541.86;1568.36
2005-06-02;196626.0;2467996.0;;1568.96;1568.96;1553.05;1553.31;1577.88
2005-06-03;196626.0;2429476.0;;1566.14;1544.48;1542.05;1564.64;1553.25
2005-06-06;196626.0;2430723.0;;1548.55;1545.27;1539.57;1544.56;1554.05
2005-06-07;196626.0;2408471.0;;1559.53;1531.12;1531.07;1547.3;1539.82
2005-06-08;196626.0;2403057.0;;1538.24;1527.68;1524.13;1536.66;1536.37
2005-06-09;196626.0;2421581.0;;1542.75;1539.46;1520.61;1525.42;1548.23
2005-06-10;196626.0;2392573.0;;1537.57;1521.02;1515.96;1537.5;1529.68
2005-06-13;196626.0;2405342.0;;1538.66;1529.13;1519.61;1519.61;1537.84
2005-06-14;196626.0;2397924.0;;1534.15;1524.42;1520.88;1527.76;1533.14
2005-06-15;196626.0;2405910.0;;1535.43;1529.49;1510.82;1534.41;1538.25
2005-06-16;196626.0;2418371.0;;1540.52;1537.42;1527.71;1531.48;1546.22
2005-06-17;196551.0;2418564.0;;1550.63;1538.13;1532.56;1553.96;1546.93
2005-06-20;196551.0;2417288.0;;1545.52;1537.31;1526.06;1530.15;1546.12
2005-06-21;196551.0;2415983.0;;1542.73;1536.48;1530.91;1535.35;1545.28
2005-06-22;196551.0;2412643.0;;1545.54;1534.36;1527.93;1542.35;1543.15
2005-06-23;196551.0;2383691.0;;1549.0;1515.95;1515.79;1536.07;1524.63
2005-06-24;196551.0;2358894.0;;1518.01;1500.18;1500.18;1516.13;1508.77
2005-06-27;196551.0;2348781.0;;1503.79;1493.75;1490.02;1496.73;1502.3
2005-06-28;196551.0;2372153.0;;1512.64;1508.61;1498.48;1501.73;1517.27
2005-06-29;196551.0;2365076.0;;1512.77;1504.11;1501.72;1511.77;1512.75
2005-06-30;196551.0;2348418.0;;1510.21;1493.52;1492.94;1505.33;1502.09
2005-07-01;196551.0;2348418.0;;1501.95;1490.53;1489.74;1497.43;1499.1
2005-07-04;196551.0;2348418.0;;;1490.53;;;1499.1
2005-07-05;197703.0;2382483.0;;1509.19;1506.35;1485.96;1486.07;1515.01
2005-07-06;197703.0;2369349.0;;1512.91;1498.05;1497.11;1503.94;1506.65
2005-07-07;197703.0;2378410.0;;1505.3;1503.78;1484.18;1485.32;1512.42
2005-07-08;197703.0;2425048.0;;1534.29;1533.27;1502.2;1504.73;1542.07
2005-07-11;197703.0;2447809.0;;1547.98;1547.66;1535.07;1537.04;1556.55
2005-07-12;198006.0;2464132.0;;1560.15;1555.59;1543.14;1546.39;1564.53
2005-07-13;198006.0;2467346.0;;1559.37;1557.62;1549.81;1555.48;1566.69
2005-07-14;198006.0;2492403.0;;1577.48;1573.44;1563.93;1570.99;1582.6
2005-07-15;198006.0;2499350.0;;1582.4;1577.82;1568.82;1579.19;1587.01
2005-07-18;198006.0;2487100.0;;1578.12;1570.09;1570.02;1573.28;1579.23
2005-07-19;197919.0;2518301.0;;1590.76;1590.49;1577.0;1580.75;1599.75
2005-07-20;197919.0;2537720.0;;1605.45;1602.75;1578.87;1579.84;1612.08
2005-07-21;197919.0;2536350.0;;1610.84;1601.89;1591.72;1607.71;1611.21
2005-07-22;197919.0;2534571.0;;1606.42;1600.76;1592.03;1601.93;1610.08
2005-07-25;197919.0;2523173.0;;1607.97;1593.57;1591.4;1600.17;1602.84
2005-07-26;198682.0;2541430.0;;1603.89;1598.93;1591.58;1596.46;1608.24
2005-07-27;198682.0;2562118.0;;1613.39;1611.95;1592.76;1601.53;1621.34
2005-07-28;198682.0;2572755.0;;1619.78;1618.64;1609.62;1613.18;1628.12
2005-07-29;198682.0;2551296.0;;1619.95;1605.14;1605.14;1616.29;1614.54
2005-08-01;198682.0;2559192.0;;1616.4;1610.11;1604.58;1609.58;1619.54
2005-08-02;198682.0;2586059.0;;1628.57;1627.01;1611.86;1613.31;1636.54
2005-08-03;198682.0;2586346.0;;1628.53;1627.19;1618.4;1620.64;1637.01
2005-08-04;198682.0;2557026.0;;1621.0;1608.74;1606.6;1618.38;1618.45
2005-08-05;198682.0;2545655.0;;1614.22;1601.59;1600.25;1606.07;1611.26
2005-08-08;197307.0;2509689.0;;1607.01;1589.97;1588.74;1604.24;1599.56
2005-08-09;197307.0;2527331.0;;1606.51;1601.14;1595.71;1596.4;1610.82
2005-08-10;197307.0;2502973.0;;1610.21;1585.71;1582.31;1604.69;1595.32
2005-08-11;197307.0;2526558.0;;1603.66;1600.65;1586.67;1587.52;1610.47
2005-08-12;191186.0;2434556.0;;1594.96;1591.75;1581.41;1587.23;1601.51
2005-08-15;191186.0;2448258.0;;1606.96;1600.71;1585.66;1587.43;1610.96
2005-08-16;191186.0;2407426.0;;1596.54;1574.01;1572.44;1596.94;1584.14
2005-08-17;191186.0;2420097.0;;1588.8;1582.29;1573.87;1576.89;1592.48
2005-08-18;191186.0;2410105.0;;1585.28;1575.76;1573.4;1577.33;1585.93
2005-08-19;191186.0;2406984.0;;1581.95;1573.72;1573.7;1574.57;1583.9
2005-08-22;191186.0;2409842.0;;1588.92;1575.59;1565.81;1577.44;1585.78
2005-08-23;191186.0;2403279.0;;1578.52;1571.3;1566.72;1574.73;1581.46
2005-08-24;191186.0;2388613.0;;1588.9;1561.71;1561.15;1568.24;1572.03
2005-08-25;191186.0;2394994.0;;1569.51;1565.88;1562.03;1564.42;1576.23
2005-08-26;191186.0;2384222.0;;1565.55;1558.84;1552.99;1563.4;1569.14
2005-08-29;191186.0;2403626.0;;1575.45;1571.52;1551.31;1550.76;1581.91
2005-08-30;191021.0;2392691.0;;1566.47;1565.73;1554.49;1565.33;1576.1
2005-08-31;191021.0;2417115.0;;1582.09;1581.71;1561.42;1567.33;1592.19
2005-09-01;191021.0;2410296.0;;1587.82;1577.25;1573.54;1580.22;1587.7
