NASCOMP;DSRI;IDV;MV;PH;PI;PL;PO;RI
1975-07-22;74.47;;;;85.72;;;
1975-07-23;73.51;;;;84.62;;;
1975-07-24;72.98;;;;84.14;;;
1975-07-25;72.87;;;;83.6;;;
1975-07-28;73.24;;;;83.09;;;
1975-07-29;73.45;;;;82.67;;;
1975-07-30;73.63;;;;83.03;;;
1975-07-31;73.41;;;;83.19;;;
1975-08-01;72.59;;;;81.62;;;
1975-08-04;71.4;;;;80.98;;;
1975-08-05;70.89;;;;80.17;;;
1975-08-06;70.5;;;;80.24;;;
1975-08-07;70.13;;;;79.59;;;
1975-08-08;70.35;;;;79.55;;;
1975-08-11;70.22;;;;79.45;;;
1975-08-12;70.27;;;;79.6;;;
1975-08-13;70.25;;;;79.09;;;
1975-08-14;69.59;;;;78.45;;;
1975-08-15;70.03;;;;78.58;;;
1975-08-18;70.26;;;;78.03;;;
1975-08-19;69.96;;;;76.65;;;
1975-08-20;69.4;;;;75.52;;;
1975-08-21;69.1;;;;75.9;;;
1975-08-22;69.21;;;;76.45;;;
1975-08-25;68.76;;;;76.84;;;
1975-08-26;68.42;;;;76.21;;;
1975-08-27;68.61;;;;76.57;;;
1975-08-28;69.05;;;;78.06;;;
1975-08-29;70.13;;;;79.01;;;
1975-09-01;70.14;;;;79.01;;;
1975-09-02;70.13;;;;77.89;;;
1975-09-03;70.57;;;;78.08;;;
1975-09-04;70.64;;;;78.13;;;
1975-09-05;69.98;;;;77.78;;;
1975-09-08;69.93;;;;77.46;;;
1975-09-09;69.97;;;;76.6;;;
1975-09-10;69.71;;;;75.24;;;
1975-09-11;70.37;;;;74.85;;;
1975-09-12;70.27;;;;74.72;;;
1975-09-15;70.47;;;;74.47;;;
1975-09-16;70.32;;;;73.78;;;
1975-09-17;69.96;;;;73.87;;;
1975-09-18;70.17;;;;74.78;;;
1975-09-19;70.4;;;;76.39;;;
1975-09-22;69.39;;;;75.86;;;
1975-09-23;69.0;;;;75.94;;;
1975-09-24;69.04;;;;76.43;;;
1975-09-25;69.11;;;;76.1;;;
1975-09-26;69.35;;;;76.14;;;
1975-09-29;68.18;;;;75.37;;;
1975-09-30;68.14;;;;74.33;;;
1975-10-01;67.86;;;;73.8;;;
1975-10-02;67.94;;;;74.16;;;
1975-10-03;68.86;;;;75.5;;;
1975-10-06;69.97;;;;76.03;;;
1975-10-07;70.3;;;;75.88;;;
1975-10-08;70.59;;;;76.61;;;
1975-10-09;71.53;;;;76.87;;;
1975-10-10;71.55;;;;76.96;;;
1975-10-13;71.46;;;;77.7;;;
1975-10-14;72.47;;;;78.19;;;
1975-10-15;72.86;;;;78.2;;;
1975-10-16;73.03;;;;78.2;;;
1975-10-17;73.25;;;;77.63;;;
1975-10-20;73.74;;;;78.13;;;
1975-10-21;73.76;;;;78.43;;;
1975-10-22;73.83;;;;78.91;;;
1975-10-23;73.93;;;;78.06;;;
1975-10-24;73.91;;;;78.62;;;
1975-10-27;74.02;;;;78.29;;;
1975-10-28;74.06;;;;78.73;;;
1975-10-29;73.59;;;;77.58;;;
1975-10-30;73.27;;;;77.45;;;
1975-10-31;73.36;;;;76.99;;;
1975-11-03;73.2;;;;76.62;;;
1975-11-04;73.3;;;;76.86;;;
1975-11-05;73.68;;;;77.3;;;
1975-11-06;73.63;;;;77.39;;;
1975-11-07;73.89;;;;77.21;;;
1975-11-10;74.38;;;;77.46;;;
1975-11-11;74.68;;;;78.0;;;
1975-11-12;75.15;;;;79.27;;;
1975-11-13;75.14;;;;79.22;;;
1975-11-14;74.73;;;;78.98;;;
1975-11-17;74.93;;;;79.1;;;
1975-11-18;74.88;;;;78.62;;;
1975-11-19;74.47;;;;77.87;;;
1975-11-20;74.63;;;;77.67;;;
1975-11-21;74.88;;;;77.74;;;
1975-11-24;74.87;;;;77.92;;;
1975-11-25;74.98;;;;78.18;;;
1975-11-26;75.74;;;;78.56;;;
1975-11-27;75.75;;;;78.56;;;
1975-11-28;76.21;;;;78.8;;;
1975-12-01;75.72;;;;78.66;;;
1975-12-02;75.81;;;;77.33;;;
1975-12-03;76.07;;;;75.67;;;
1975-12-04;75.55;;;;75.2;;;
1975-12-05;74.98;;;;74.72;;;
1975-12-08;74.38;;;;74.92;;;
1975-12-09;74.44;;;;74.52;;;
1975-12-10;74.84;;;;75.25;;;
1975-12-11;74.79;;;;75.08;;;
1975-12-12;74.66;;;;74.91;;;
1975-12-15;74.57;;;;74.54;;;
1975-12-16;74.7;;;;75.19;;;
1975-12-17;74.78;;;;75.8;;;
1975-12-18;75.26;;;;76.07;;;
1975-12-19;75.53;;;;75.92;;;
1975-12-22;76.03;;;;75.59;;;
1975-12-23;76.02;;;;75.88;;;
1975-12-24;75.92;;;;76.37;;;
1975-12-25;75.93;;;;76.37;;;
1975-12-26;76.49;;;;77.13;;;
1975-12-29;76.54;;;;76.94;;;
1975-12-30;76.41;;;;76.67;;;
1975-12-31;76.52;;;;77.62;;;
1976-01-01;76.52;;;;77.62;;;
1976-01-02;76.83;;;;78.06;;;
1976-01-05;77.28;;;;78.76;;;
1976-01-06;77.62;;;;80.27;;;
1976-01-07;78.25;;;;80.99;;;
1976-01-08;78.77;;;;81.65;;;
1976-01-09;79.2;;;;82.31;;;
1976-01-12;80.14;;;;82.71;;;
1976-01-13;80.07;;;;82.42;;;
1976-01-14;80.62;;;;83.62;;;
1976-01-15;80.79;;;;83.73;;;
1976-01-16;80.93;;;;84.3;;;
1976-01-19;81.22;;;;84.73;;;
1976-01-20;81.4;;;;84.9;;;
1976-01-21;81.31;;;;84.95;;;
1976-01-22;81.14;;;;84.62;;;
1976-01-23;81.79;;;;85.26;;;
1976-01-26;82.09;;;;85.05;;;
1976-01-27;81.48;;;;84.76;;;
1976-01-28;81.18;;;;84.63;;;
1976-01-29;81.6;;;;86.15;;;
1976-01-30;81.71;;;;87.05;;;
1976-02-02;81.97;;;;87.28;;;
1976-02-03;82.06;;;;87.38;;;
1976-02-04;82.45;;;;88.45;;;
1976-02-05;82.13;;;;88.02;;;
1976-02-06;81.79;;;;87.25;;;
1976-02-09;80.91;;;;87.83;;;
1976-02-10;81.31;;;;87.95;;;
1976-02-11;81.58;;;;88.69;;;
1976-02-12;81.76;;;;88.88;;;
1976-02-13;81.72;;;;88.96;;;
1976-02-16;81.73;;;;88.96;;;
1976-02-17;81.13;;;;88.82;;;
1976-02-18;81.16;;;;89.23;;;
1976-02-19;81.24;;;;90.14;;;
1976-02-20;81.5;;;;91.02;;;
1976-02-23;81.93;;;;91.31;;;
1976-02-24;82.41;;;;91.73;;;
1976-02-25;83.07;;;;92.09;;;
1976-02-26;82.82;;;;91.45;;;
1976-02-27;82.24;;;;90.26;;;
1976-03-01;82.36;;;;90.25;;;
1976-03-02;82.7;;;;90.54;;;
1976-03-03;82.62;;;;90.17;;;
1976-03-04;82.3;;;;89.65;;;
1976-03-05;82.46;;;;89.47;;;
1976-03-08;82.09;;;;89.97;;;
1976-03-09;82.27;;;;89.98;;;
1976-03-10;82.21;;;;90.2;;;
1976-03-11;82.85;;;;91.21;;;
1976-03-12;83.01;;;;90.99;;;
1976-03-15;83.42;;;;89.72;;;
1976-03-16;83.3;;;;89.86;;;
1976-03-17;83.17;;;;90.11;;;
1976-03-18;82.73;;;;89.55;;;
1976-03-19;82.46;;;;89.54;;;
1976-03-22;83.45;;;;89.69;;;
1976-03-23;84.03;;;;90.36;;;
1976-03-24;84.65;;;;90.93;;;
1976-03-25;84.4;;;;90.67;;;
1976-03-26;84.47;;;;90.89;;;
1976-03-29;83.68;;;;90.69;;;
1976-03-30;83.81;;;;90.49;;;
1976-03-31;85.56;;;;90.62;;;
1976-04-01;84.95;;;;90.44;;;
1976-04-02;84.88;;;;90.63;;;
1976-04-05;84.16;;;;91.43;;;
1976-04-06;84.41;;;;91.55;;;
1976-04-07;84.33;;;;90.8;;;
1976-04-08;83.9;;;;90.04;;;
1976-04-09;83.02;;;;88.89;;;
1976-04-12;81.98;;;;88.6;;;
1976-04-13;82.46;;;;88.66;;;
1976-04-14;82.56;;;;88.75;;;
1976-04-15;82.67;;;;89.17;;;
1976-04-16;82.68;;;;89.17;;;
1976-04-19;82.98;;;;89.59;;;
1976-04-20;83.89;;;;90.61;;;
1976-04-21;84.27;;;;90.77;;;
1976-04-22;84.44;;;;90.96;;;
1976-04-23;84.1;;;;90.6;;;
1976-04-26;84.16;;;;90.57;;;
1976-04-27;83.89;;;;89.98;;;
1976-04-28;84.47;;;;90.3;;;
1976-04-29;84.69;;;;90.55;;;
1976-04-30;85.61;;;;90.08;;;
1976-05-03;85.18;;;;89.05;;;
1976-05-04;85.18;;;;89.24;;;
1976-05-05;85.18;;;;89.24;;;
1976-05-06;84.64;;;;89.42;;;
1976-05-07;84.86;;;;90.02;;;
1976-05-10;85.31;;;;90.55;;;
1976-05-11;85.25;;;;90.59;;;
1976-05-12;85.37;;;;90.64;;;
1976-05-13;85.32;;;;90.22;;;
1976-05-14;85.06;;;;89.78;;;
1976-05-17;84.41;;;;89.49;;;
1976-05-18;84.49;;;;89.53;;;
1976-05-19;84.44;;;;89.25;;;
1976-05-20;84.73;;;;89.53;;;
1976-05-21;84.09;;;;89.39;;;
1976-05-24;84.13;;;;88.15;;;
1976-05-25;84.26;;;;87.81;;;
1976-05-26;84.29;;;;88.1;;;
1976-05-27;83.56;;;;87.78;;;
1976-05-28;83.9;;;;88.04;;;
1976-05-31;83.91;;;;88.04;;;
1976-06-01;84.38;;;;87.81;;;
1976-06-02;84.65;;;;88.16;;;
1976-06-03;85.9;;;;88.26;;;
1976-06-04;85.43;;;;87.75;;;
1976-06-07;85.53;;;;87.22;;;
1976-06-08;85.63;;;;87.12;;;
1976-06-09;85.25;;;;86.95;;;
1976-06-10;85.42;;;;87.31;;;
1976-06-11;85.53;;;;87.71;;;
1976-06-14;86.11;;;;88.4;;;
1976-06-15;86.55;;;;88.45;;;
1976-06-16;87.73;;;;88.93;;;
1976-06-17;87.4;;;;89.72;;;
1976-06-18;86.95;;;;90.05;;;
1976-06-21;87.02;;;;90.15;;;
1976-06-22;86.11;;;;89.54;;;
1976-06-23;85.99;;;;89.19;;;
1976-06-24;85.81;;;;89.8;;;
1976-06-25;85.93;;;;90.05;;;
1976-06-28;85.86;;;;89.87;;;
1976-06-29;86.09;;;;90.11;;;
1976-06-30;85.85;;;;90.32;;;
1976-07-01;85.77;;;;90.28;;;
1976-07-02;86.09;;;;90.88;;;
1976-07-05;86.11;;;;90.88;;;
1976-07-06;86.46;;;;90.62;;;
1976-07-07;86.33;;;;90.6;;;
1976-07-08;85.67;;;;90.79;;;
1976-07-09;86.0;;;;91.48;;;
1976-07-12;85.19;;;;91.94;;;
1976-07-13;85.37;;;;91.97;;;
1976-07-14;85.46;;;;92.44;;;
1976-07-15;85.71;;;;92.52;;;
1976-07-16;85.43;;;;92.4;;;
1976-07-19;85.22;;;;92.08;;;
1976-07-20;85.19;;;;91.68;;;
1976-07-21;85.03;;;;91.53;;;
1976-07-22;85.16;;;;91.66;;;
1976-07-23;85.71;;;;91.6;;;
1976-07-26;85.59;;;;91.48;;;
1976-07-27;85.94;;;;91.3;;;
1976-07-28;85.73;;;;91.01;;;
1976-07-29;85.47;;;;90.85;;;
1976-07-30;86.08;;;;91.29;;;
1976-08-02;86.03;;;;91.27;;;
1976-08-03;86.59;;;;92.01;;;
1976-08-04;86.71;;;;91.87;;;
1976-08-05;86.67;;;;91.48;;;
1976-08-06;86.49;;;;91.64;;;
1976-08-09;86.32;;;;91.33;;;
1976-08-10;87.08;;;;91.89;;;
1976-08-11;86.96;;;;91.81;;;
1976-08-12;86.75;;;;91.89;;;
1976-08-13;86.88;;;;91.81;;;
1976-08-16;86.74;;;;91.77;;;
1976-08-17;86.95;;;;92.01;;;
1976-08-18;86.86;;;;91.85;;;
1976-08-19;86.77;;;;90.74;;;
1976-08-20;86.92;;;;90.19;;;
1976-08-23;85.18;;;;89.6;;;
1976-08-24;85.49;;;;89.13;;;
1976-08-25;85.59;;;;89.55;;;
1976-08-26;85.41;;;;89.2;;;
1976-08-27;85.41;;;;89.14;;;
1976-08-30;85.33;;;;89.28;;;
1976-08-31;85.07;;;;89.7;;;
1976-09-01;83.0;;;;90.59;;;
1976-09-02;82.63;;;;90.68;;;
1976-09-03;83.16;;;;91.02;;;
1976-09-06;83.17;;;;91.02;;;
1976-09-07;82.08;;;;91.21;;;
1976-09-08;81.93;;;;91.26;;;
1976-09-09;81.8;;;;90.86;;;
1976-09-10;82.1;;;;91.19;;;
1976-09-13;81.79;;;;90.96;;;
1976-09-14;81.36;;;;90.53;;;
1976-09-15;81.03;;;;90.63;;;
1976-09-16;81.16;;;;91.04;;;
1976-09-17;81.19;;;;91.61;;;
1976-09-20;80.86;;;;91.89;;;
1976-09-21;81.35;;;;92.42;;;
1976-09-22;80.09;;;;92.44;;;
1976-09-23;79.84;;;;92.27;;;
1976-09-24;79.56;;;;92.31;;;
1976-09-27;80.04;;;;92.44;;;
1976-09-28;79.8;;;;91.64;;;
1976-09-29;80.14;;;;91.27;;;
1976-09-30;79.86;;;;91.26;;;
1976-10-01;79.38;;;;90.44;;;
1976-10-04;79.46;;;;90.46;;;
1976-10-05;78.91;;;;89.75;;;
1976-10-06;78.6;;;;89.07;;;
1976-10-07;78.54;;;;89.63;;;
1976-10-08;77.98;;;;89.38;;;
1976-10-11;77.3;;;;89.02;;;
1976-10-12;76.93;;;;88.76;;;
1976-10-13;77.21;;;;89.3;;;
1976-10-14;76.86;;;;88.73;;;
1976-10-15;76.19;;;;89.06;;;
1976-10-18;76.7;;;;89.46;;;
1976-10-19;76.26;;;;89.45;;;
1976-10-20;76.3;;;;89.63;;;
1976-10-21;76.33;;;;89.49;;;
1976-10-22;76.28;;;;89.26;;;
1976-10-25;76.13;;;;89.37;;;
1976-10-26;76.44;;;;89.42;;;
1976-10-27;74.94;;;;89.62;;;
1976-10-28;74.83;;;;89.85;;;
1976-10-29;74.99;;;;90.35;;;
1976-11-01;75.95;;;;90.39;;;
1976-11-02;75.96;;;;90.39;;;
1976-11-03;75.15;;;;89.38;;;
1976-11-04;75.39;;;;90.06;;;
1976-11-05;74.93;;;;89.47;;;
1976-11-08;75.31;;;;88.74;;;
1976-11-09;75.1;;;;88.08;;;
1976-11-10;76.02;;;;87.82;;;
1976-11-11;76.17;;;;88.15;;;
1976-11-12;76.18;;;;88.1;;;
1976-11-15;76.38;;;;88.13;;;
1976-11-16;76.27;;;;88.52;;;
1976-11-17;76.77;;;;89.01;;;
1976-11-18;76.8;;;;89.81;;;
1976-11-19;76.54;;;;89.97;;;
1976-11-22;70.89;;;;90.47;;;
1976-11-23;71.3;;;;90.22;;;
1976-11-24;72.19;;;;90.69;;;
1976-11-25;72.2;;;;90.69;;;
1976-11-26;72.57;;;;91.42;;;
1976-11-29;72.63;;;;91.08;;;
1976-11-30;73.02;;;;91.12;;;
1976-12-01;73.3;;;;91.83;;;
1976-12-02;72.97;;;;91.84;;;
1976-12-03;73.54;;;;92.31;;;
1976-12-06;74.49;;;;92.63;;;
1976-12-07;74.99;;;;93.01;;;
1976-12-08;76.77;;;;93.37;;;
1976-12-09;76.93;;;;94.1;;;
1976-12-10;77.05;;;;94.62;;;
1976-12-13;77.86;;;;94.62;;;
1976-12-14;77.43;;;;94.65;;;
1976-12-15;84.09;;;;94.92;;;
1976-12-16;84.27;;;;94.93;;;
1976-12-17;85.12;;;;94.64;;;
1976-12-20;80.33;;;;94.47;;;
1976-12-21;80.67;;;;94.68;;;
1976-12-22;80.92;;;;95.18;;;
1976-12-23;80.74;;;;95.22;;;
1976-12-24;80.75;;;;95.22;;;
1976-12-27;82.52;;;;95.68;;;
1976-12-28;84.36;;;;96.22;;;
1976-12-29;84.3;;;;96.29;;;
1976-12-30;84.86;;;;97.05;;;
1976-12-31;85.35;;;;97.88;;;
1977-01-03;85.43;;;;97.69;;;
1977-01-04;84.8;;;;97.22;;;
1977-01-05;84.07;;;;96.89;;;
1977-01-06;83.57;;;;97.29;;;
1977-01-07;83.48;;;;97.53;;;
1977-01-10;83.78;;;;97.31;;;
1977-01-11;82.55;;;;96.41;;;
1977-01-12;82.44;;;;96.02;;;
1977-01-13;83.15;;;;96.84;;;
1977-01-14;83.1;;;;97.2;;;
1977-01-17;83.05;;;;97.14;;;
1977-01-18;82.62;;;;97.13;;;
1977-01-19;83.7;;;;97.55;;;
1977-01-20;83.09;;;;97.08;;;
1977-01-21;83.46;;;;97.32;;;
1977-01-24;84.09;;;;97.37;;;
1977-01-25;83.76;;;;97.06;;;
1977-01-26;83.95;;;;96.51;;;
1977-01-27;83.75;;;;96.04;;;
1977-01-28;83.21;;;;95.72;;;
1977-01-31;81.61;;;;95.54;;;
1977-02-01;82.28;;;;96.3;;;
1977-02-02;82.87;;;;96.46;;;
1977-02-03;82.59;;;;96.33;;;
1977-02-04;82.4;;;;96.74;;;
1977-02-07;82.97;;;;96.61;;;
1977-02-08;83.63;;;;96.59;;;
1977-02-09;82.9;;;;95.99;;;
1977-02-10;82.57;;;;96.29;;;
1977-02-11;82.47;;;;96.09;;;
1977-02-14;81.83;;;;96.13;;;
1977-02-15;81.88;;;;96.41;;;
1977-02-16;82.16;;;;96.62;;;
1977-02-17;82.97;;;;96.56;;;
1977-02-18;82.8;;;;96.38;;;
1977-02-21;82.82;;;;96.38;;;
1977-02-22;83.21;;;;96.14;;;
1977-02-23;83.28;;;;95.76;;;
1977-02-24;83.12;;;;94.84;;;
1977-02-25;83.28;;;;94.9;;;
1977-02-28;83.34;;;;94.57;;;
1977-03-01;83.27;;;;95.14;;;
1977-03-02;83.12;;;;95.19;;;
1977-03-03;83.33;;;;95.53;;;
1977-03-04;83.5;;;;96.07;;;
1977-03-07;83.14;;;;96.17;;;
1977-03-08;83.25;;;;96.23;;;
1977-03-09;83.28;;;;95.75;;;
1977-03-10;83.13;;;;95.94;;;
1977-03-11;82.91;;;;96.07;;;
1977-03-14;82.57;;;;96.19;;;
1977-03-15;82.94;;;;96.39;;;
1977-03-16;83.01;;;;96.58;;;
1977-03-17;83.06;;;;96.42;;;
1977-03-18;83.17;;;;96.44;;;
1977-03-21;83.19;;;;96.26;;;
1977-03-22;83.3;;;;96.05;;;
1977-03-23;83.34;;;;95.76;;;
1977-03-24;82.27;;;;95.54;;;
1977-03-25;81.86;;;;95.28;;;
1977-03-28;81.12;;;;94.85;;;
1977-03-29;81.24;;;;94.92;;;
1977-03-30;81.28;;;;94.23;;;
1977-03-31;80.8;;;;94.13;;;
1977-04-01;80.89;;;;94.54;;;
1977-04-04;79.81;;;;93.9;;;
1977-04-05;78.78;;;;93.66;;;
1977-04-06;79.13;;;;93.89;;;
1977-04-07;78.94;;;;94.03;;;
1977-04-08;78.95;;;;94.03;;;
1977-04-11;80.12;;;;94.37;;;
1977-04-12;81.13;;;;95.06;;;
1977-04-13;81.84;;;;95.1;;;
1977-04-14;82.21;;;;96.0;;;
1977-04-15;82.65;;;;96.26;;;
1977-04-18;82.4;;;;96.17;;;
1977-04-19;82.62;;;;96.1;;;
1977-04-20;82.72;;;;96.36;;;
1977-04-21;83.17;;;;95.82;;;
1977-04-22;82.43;;;;95.12;;;
1977-04-25;81.88;;;;94.26;;;
1977-04-26;81.55;;;;94.12;;;
1977-04-27;82.06;;;;94.79;;;
1977-04-28;82.31;;;;95.06;;;
1977-04-29;82.77;;;;95.48;;;
1977-05-02;83.73;;;;95.83;;;
1977-05-03;83.91;;;;96.21;;;
1977-05-04;84.14;;;;96.63;;;
1977-05-05;84.39;;;;96.89;;;
1977-05-06;84.63;;;;96.9;;;
1977-05-09;84.34;;;;96.76;;;
1977-05-10;84.39;;;;97.16;;;
1977-05-11;84.15;;;;96.92;;;
1977-05-12;84.31;;;;96.96;;;
1977-05-13;84.4;;;;97.41;;;
1977-05-16;84.29;;;;97.79;;;
1977-05-17;84.58;;;;97.9;;;
1977-05-18;84.83;;;;98.47;;;
1977-05-19;84.54;;;;98.36;;;
1977-05-20;84.33;;;;98.0;;;
1977-05-23;83.91;;;;97.15;;;
1977-05-24;84.13;;;;96.66;;;
1977-05-25;83.99;;;;96.18;;;
1977-05-26;83.79;;;;96.17;;;
1977-05-27;83.73;;;;95.9;;;
1977-05-30;83.74;;;;95.9;;;
1977-05-31;84.85;;;;95.59;;;
1977-06-01;85.01;;;;95.86;;;
1977-06-02;85.03;;;;95.8;;;
1977-06-03;85.44;;;;96.19;;;
1977-06-06;86.4;;;;96.11;;;
1977-06-07;86.48;;;;96.17;;;
1977-06-08;86.57;;;;96.59;;;
1977-06-09;85.87;;;;96.63;;;
1977-06-10;86.0;;;;97.07;;;
1977-06-13;86.25;;;;97.28;;;
1977-06-14;86.27;;;;97.7;;;
1977-06-15;86.17;;;;97.67;;;
1977-06-16;87.2;;;;98.22;;;
1977-06-17;87.01;;;;98.61;;;
1977-06-20;86.95;;;;98.72;;;
1977-06-21;86.87;;;;98.83;;;
1977-06-22;87.26;;;;98.78;;;
1977-06-23;87.82;;;;99.17;;;
1977-06-24;88.33;;;;99.66;;;
1977-06-27;88.8;;;;99.63;;;
1977-06-28;88.67;;;;99.28;;;
1977-06-29;88.22;;;;99.34;;;
1977-06-30;88.07;;;;99.73;;;
1977-07-01;88.41;;;;99.9;;;
1977-07-04;88.42;;;;99.9;;;
1977-07-05;88.19;;;;100.12;;;
1977-07-06;88.36;;;;99.96;;;
1977-07-07;88.39;;;;100.28;;;
1977-07-08;89.16;;;;100.81;;;
1977-07-11;89.68;;;;100.85;;;
1977-07-12;89.38;;;;100.75;;;
1977-07-13;89.38;;;;100.93;;;
1977-07-14;89.39;;;;100.93;;;
1977-07-15;89.19;;;;101.41;;;
1977-07-18;89.26;;;;102.01;;;
1977-07-19;88.81;;;;102.38;;;
1977-07-20;88.98;;;;102.43;;;
1977-07-21;89.09;;;;102.7;;;
1977-07-22;88.76;;;;103.11;;;
1977-07-25;88.44;;;;103.01;;;
1977-07-26;87.96;;;;102.4;;;
1977-07-27;87.18;;;;101.25;;;
1977-07-28;86.4;;;;100.68;;;
1977-07-29;86.49;;;;100.65;;;
1977-08-01;87.13;;;;100.76;;;
1977-08-02;87.66;;;;100.4;;;
1977-08-03;88.24;;;;100.02;;;
1977-08-04;88.11;;;;100.39;;;
1977-08-05;88.6;;;;100.86;;;
1977-08-08;88.58;;;;100.55;;;
1977-08-09;88.33;;;;100.52;;;
1977-08-10;88.39;;;;100.81;;;
1977-08-11;88.64;;;;100.94;;;
1977-08-12;88.52;;;;100.76;;;
1977-08-15;88.4;;;;100.89;;;
1977-08-16;88.75;;;;100.65;;;
1977-08-17;88.83;;;;100.72;;;
1977-08-18;88.63;;;;100.86;;;
1977-08-19;89.33;;;;100.85;;;
1977-08-22;88.88;;;;101.05;;;
1977-08-23;89.6;;;;100.94;;;
1977-08-24;89.58;;;;100.75;;;
1977-08-25;89.38;;;;100.14;;;
1977-08-26;89.11;;;;99.89;;;
1977-08-29;89.25;;;;100.37;;;
1977-08-30;89.59;;;;100.11;;;
1977-08-31;90.65;;;;100.1;;;
1977-09-01;90.69;;;;100.4;;;
1977-09-02;90.72;;;;100.83;;;
1977-09-05;90.73;;;;100.83;;;
1977-09-06;91.18;;;;100.78;;;
1977-09-07;91.66;;;;101.16;;;
1977-09-08;91.34;;;;101.28;;;
1977-09-09;90.8;;;;100.91;;;
1977-09-12;90.49;;;;100.6;;;
1977-09-13;91.12;;;;100.46;;;
1977-09-14;91.89;;;;100.61;;;
1977-09-15;92.12;;;;100.97;;;
1977-09-16;92.43;;;;100.74;;;
1977-09-19;91.85;;;;100.35;;;
1977-09-20;92.25;;;;100.23;;;
1977-09-21;92.36;;;;99.76;;;
1977-09-22;92.25;;;;99.47;;;
1977-09-23;92.25;;;;99.57;;;
1977-09-26;92.7;;;;99.74;;;
1977-09-27;92.7;;;;99.74;;;
1977-09-28;93.32;;;;99.96;;;
1977-09-29;94.29;;;;100.27;;;
1977-09-30;94.79;;;;100.85;;;
1977-10-03;95.01;;;;101.16;;;
1977-10-04;94.12;;;;100.81;;;
1977-10-05;94.48;;;;100.82;;;
1977-10-06;94.64;;;;101.31;;;
1977-10-07;95.1;;;;101.62;;;
1977-10-10;94.61;;;;101.69;;;
1977-10-11;93.83;;;;101.23;;;
1977-10-12;93.74;;;;99.83;;;
1977-10-13;93.77;;;;99.03;;;
1977-10-14;93.68;;;;99.05;;;
1977-10-17;93.35;;;;99.14;;;
1977-10-18;93.52;;;;99.25;;;
1977-10-19;93.79;;;;98.45;;;
1977-10-20;93.41;;;;98.6;;;
1977-10-21;93.11;;;;98.54;;;
1977-10-24;93.7;;;;97.89;;;
1977-10-25;93.44;;;;96.83;;;
1977-10-26;93.71;;;;96.86;;;
1977-10-27;93.83;;;;97.07;;;
1977-10-28;93.37;;;;97.49;;;
1977-10-31;92.8;;;;97.52;;;
1977-11-01;92.44;;;;96.74;;;
1977-11-02;91.91;;;;96.51;;;
1977-11-03;91.92;;;;96.49;;;
1977-11-04;91.37;;;;97.21;;;
1977-11-07;92.13;;;;97.85;;;
1977-11-08;92.18;;;;98.21;;;
1977-11-09;92.25;;;;98.7;;;
1977-11-10;92.46;;;;99.98;;;
1977-11-11;93.14;;;;100.94;;;
1977-11-14;93.77;;;;100.98;;;
1977-11-15;93.54;;;;101.52;;;
1977-11-16;93.4;;;;101.56;;;
1977-11-17;93.2;;;;101.86;;;
1977-11-18;93.8;;;;102.22;;;
1977-11-21;93.57;;;;102.35;;;
1977-11-22;92.88;;;;102.93;;;
1977-11-23;93.34;;;;103.74;;;
1977-11-24;93.42;;;;103.74;;;
1977-11-25;92.82;;;;104.33;;;
1977-11-28;93.92;;;;104.06;;;
1977-11-29;93.61;;;;103.2;;;
1977-11-30;94.2;;;;103.15;;;
1977-12-01;93.96;;;;103.68;;;
1977-12-02;94.35;;;;104.1;;;
1977-12-05;92.83;;;;104.15;;;
1977-12-06;92.1;;;;102.97;;;
1977-12-07;91.23;;;;102.85;;;
1977-12-08;91.97;;;;103.06;;;
1977-12-09;91.69;;;;103.57;;;
1977-12-12;91.1;;;;103.89;;;
1977-12-13;91.06;;;;104.1;;;
1977-12-14;91.47;;;;103.96;;;
1977-12-15;91.14;;;;103.89;;;
1977-12-16;92.15;;;;104.05;;;
1977-12-19;92.34;;;;103.3;;;
1977-12-20;92.31;;;;102.5;;;
1977-12-21;92.2;;;;103.03;;;
1977-12-22;92.1;;;;103.41;;;
1977-12-23;92.22;;;;103.94;;;
1977-12-26;92.23;;;;103.94;;;
1977-12-27;91.69;;;;103.96;;;
1977-12-28;92.5;;;;104.04;;;
1977-12-29;92.78;;;;104.42;;;
1977-12-30;92.95;;;;105.05;;;
1978-01-02;92.96;;;;105.05;;;
1978-01-03;93.16;;;;104.0;;;
1978-01-04;92.75;;;;103.66;;;
1978-01-05;92.6;;;;103.21;;;
1978-01-06;92.81;;;;101.66;;;
1978-01-09;92.53;;;;100.2;;;
1978-01-10;92.5;;;;99.58;;;
1978-01-11;93.34;;;;99.09;;;
1978-01-12;93.3;;;;99.54;;;
1978-01-13;93.24;;;;99.77;;;
1978-01-16;93.02;;;;99.36;;;
1978-01-17;93.25;;;;99.98;;;
1978-01-18;93.62;;;;100.42;;;
1978-01-19;93.93;;;;100.58;;;
1978-01-20;94.04;;;;100.63;;;
1978-01-23;93.94;;;;100.34;;;
1978-01-24;93.64;;;;100.54;;;
1978-01-25;93.77;;;;100.87;;;
1978-01-26;94.14;;;;100.53;;;
1978-01-27;94.5;;;;100.62;;;
1978-01-30;95.52;;;;100.97;;;
1978-01-31;96.39;;;;100.84;;;
1978-02-01;96.82;;;;101.54;;;
1978-02-02;96.39;;;;101.94;;;
1978-02-03;96.33;;;;102.22;;;
1978-02-06;96.93;;;;102.27;;;
