S&PCOMP;DSRI;DY;IDV;MV;NE;NR;PE;PH;PI;PL;PO;RI;VO
1986-03-14;352.376;3.5;;1611066.0;;;15.3;236.55;236.55;232.58;233.19;;
1986-03-17;349.622;3.5;;1611066.0;;;15.3;236.55;234.67;233.69;236.55;;
1986-03-18;351.323;3.5;;1611066.0;;;15.3;236.53;235.78;234.14;234.67;;
1986-03-19;351.101;3.45;;1611066.0;;;15.5;236.52;235.6;235.13;235.78;;
1986-03-20;352.549;3.45;;1611066.0;;;15.5;237.09;236.54;235.6;235.6;;
1986-03-21;347.825;3.45;;1611066.0;;;15.5;237.35;233.34;233.29;236.54;;
1986-03-24;350.838;3.45;;1611066.0;;;15.5;235.33;235.33;232.92;233.34;;
1986-03-25;349.975;3.45;;1611066.0;;;15.5;235.33;234.72;233.62;235.33;;
1986-03-26;353.868;3.43;;1611066.0;;;15.89;237.79;237.3;234.71;234.72;;
1986-03-27;356.406;3.43;;1611066.0;;;15.89;240.11;238.97;237.3;237.3;;
1986-03-28;356.453;3.43;;1611066.0;;;15.89;;238.97;;;;
1986-03-31;356.395;3.43;;1695611.0;;;15.89;239.86;238.9;238.08;238.97;;
1986-04-01;350.832;3.43;;1695611.0;;;15.89;239.1;235.14;234.57;238.9;;
1986-04-02;351.729;3.46;;1695611.0;;;15.79;235.71;235.71;233.4;235.14;;
1986-04-03;346.94;3.46;;1695611.0;;;15.79;236.42;232.47;232.07;235.71;;
1986-04-04;341.344;3.46;;1695611.0;;;15.79;232.56;228.69;228.32;232.47;;
1986-04-07;341.3;3.46;;1695611.0;;;15.79;228.83;228.63;226.3;228.69;;
1986-04-08;348.646;3.46;;1695611.0;;;15.79;233.7;233.52;228.63;228.63;;
1986-04-09;349.037;3.49;;1695611.0;;;15.66;235.57;233.75;232.13;233.52;;
1986-04-10;353.101;3.49;;1695611.0;;;15.66;236.54;236.44;233.75;233.75;;
1986-04-11;352.461;3.49;;1695611.0;;;15.66;237.85;235.97;235.13;236.44;;
1986-04-14;355.212;3.49;;1695611.0;;;15.66;237.48;237.28;235.43;235.97;;
1986-04-15;355.17;3.49;;1695611.0;;;15.66;238.09;237.73;236.64;237.28;;
1986-04-16;361.925;3.37;;1695611.0;;;16.22;242.57;242.22;237.73;237.73;;
1986-04-17;363.182;3.37;;1695611.0;;;16.22;243.36;243.03;241.89;242.22;;
1986-04-18;362.257;3.37;;1695611.0;;;16.22;243.47;242.38;241.74;243.03;;
1986-04-21;365.832;3.37;;1695611.0;;;16.22;244.78;244.74;241.88;242.38;;
1986-04-22;362.411;3.37;;1695611.0;;;16.22;245.47;242.42;241.3;244.74;;
1986-04-23;361.456;3.38;;1695611.0;;;16.19;242.42;241.75;240.08;242.42;;
1986-04-24;361.906;3.38;;1695611.0;;;16.19;243.13;242.02;241.65;241.75;;
1986-04-25;361.894;3.38;;1695611.0;;;16.19;242.8;242.29;240.91;242.02;;
1986-04-28;363.586;3.38;;1695611.0;;;16.19;243.08;243.08;241.23;242.29;;
1986-04-29;359.788;3.38;;1695611.0;;;16.19;243.57;240.51;239.23;243.08;;
1986-04-30;352.371;3.47;;1671057.0;;;15.77;240.52;235.52;235.26;240.51;;
1986-05-01;351.879;3.47;;1671057.0;;;15.77;236.01;235.16;234.21;235.52;;
1986-05-02;351.372;3.47;;1671057.0;;;15.77;236.52;234.79;234.15;235.16;;
1986-05-05;355.819;3.47;;1671057.0;;;15.77;237.73;237.73;234.79;234.79;;
1986-05-06;355.133;3.47;;1671057.0;;;15.77;238.28;237.24;236.26;237.73;;
1986-05-07;353.444;3.46;;1671057.0;;;16.14;237.24;236.08;233.98;237.24;;
1986-05-08;356.306;3.46;;1671057.0;;;16.14;237.96;237.13;236.08;236.08;;
1986-05-09;356.188;3.46;;1671057.0;;;16.14;238.01;237.85;235.85;237.13;;
1986-05-12;355.831;3.46;;1671057.0;;;16.14;238.53;237.58;237.02;237.85;;
1986-05-13;354.156;3.46;;1671057.0;;;16.14;237.87;236.41;236.02;237.58;;
1986-05-14;355.865;3.44;;1671057.0;;;16.24;237.54;237.54;235.85;236.41;;
1986-05-15;351.253;3.44;;1671057.0;;;16.24;237.54;234.43;233.93;237.54;;
1986-05-16;348.781;3.44;;1671057.0;;;16.24;234.43;232.76;232.26;234.43;;
1986-05-19;349.502;3.44;;1671057.0;;;16.24;233.54;233.2;232.41;232.76;;
1986-05-20;353.91;3.44;;1671057.0;;;16.24;236.12;236.11;232.58;233.2;;
1986-05-21;352.968;3.47;;1671057.0;;;16.09;236.83;235.45;235.45;236.11;;
1986-05-22;360.016;3.47;;1671057.0;;;16.09;240.25;240.12;235.45;235.45;;
1986-05-23;361.909;3.47;;1671057.0;;;16.09;242.16;241.35;240.12;240.12;;
1986-05-26;361.957;3.47;;1671057.0;;;16.09;;241.35;;;;
1986-05-27;367.105;3.47;;1671057.0;;;16.09;244.76;244.75;241.35;241.35;;
1986-05-28;369.972;3.32;;1671057.0;;;16.86;247.4;246.63;244.75;244.75;;
1986-05-29;372.044;3.32;;1671057.0;;;16.86;248.32;247.98;245.29;246.63;;
1986-05-30;371.146;3.32;;1757702.0;;;16.86;249.19;247.35;246.43;247.98;;
1986-06-02;367.727;3.32;;1757702.0;;;16.86;247.74;245.04;243.83;247.35;;
1986-06-03;368.479;3.32;;1757702.0;;;16.86;245.51;245.51;243.67;245.04;;
1986-06-04;366.17;3.36;;1757702.0;;;16.73;246.3;243.94;242.59;245.51;;
1986-06-05;368.784;3.36;;1757702.0;;;16.73;245.66;245.65;243.41;243.94;;
1986-06-06;368.862;3.36;;1757702.0;;;16.73;246.07;245.67;244.43;245.65;;
1986-06-09;360.335;3.36;;1757702.0;;;16.73;245.67;239.96;239.68;245.67;;
1986-06-10;359.811;3.36;;1757702.0;;;16.73;240.08;239.58;238.23;239.96;;
1986-06-11;362.186;3.4;;1757702.0;;;16.48;241.13;241.13;239.21;239.58;;
1986-06-12;362.774;3.4;;1757702.0;;;16.48;241.64;241.49;240.7;241.13;;
1986-06-13;369.177;3.4;;1757702.0;;;16.48;245.91;245.73;241.49;241.49;;
1986-06-16;369.841;3.4;;1757702.0;;;16.48;246.5;246.13;245.17;245.73;;
1986-06-17;367.214;3.4;;1757702.0;;;16.48;246.26;244.35;243.6;246.13;;
1986-06-18;368.223;3.35;;1757702.0;;;16.75;245.25;244.99;242.57;244.35;;
1986-06-19;366.873;3.35;;1757702.0;;;16.75;245.8;244.06;244.05;244.99;;
1986-06-20;372.182;3.35;;1757702.0;;;16.75;247.6;247.58;243.98;244.06;;
1986-06-23;368.771;3.35;;1757702.0;;;16.75;247.58;245.26;244.45;247.58;;
1986-06-24;371.48;3.35;;1757702.0;;;16.75;248.26;247.03;244.53;245.26;;
1986-06-25;374.385;3.33;;1757702.0;;;17.02;250.13;248.93;247.03;247.03;;
1986-06-26;374.147;3.33;;1757702.0;;;17.02;249.43;248.74;247.72;248.93;;
1986-06-27;375.489;3.33;;1757702.0;;;17.02;249.74;249.6;248.74;248.74;;
1986-06-30;377.403;3.33;;1778080.0;;;17.02;251.81;250.84;249.6;249.6;;
1986-07-01;379.257;3.33;;1778080.0;;;17.02;252.04;252.04;250.53;250.84;;
1986-07-02;380.297;3.27;;1778080.0;;;17.27;253.2;252.7;251.79;252.04;;
1986-07-03;378.975;3.27;;1778080.0;;;17.27;252.94;251.79;251.23;252.7;;
1986-07-04;379.023;3.27;;1778080.0;;;17.27;;251.79;;;;
1986-07-07;367.418;3.27;;1778080.0;;;17.27;251.81;244.05;243.63;251.79;;
1986-07-08;363.76;3.27;;1778080.0;;;17.27;244.06;241.59;239.07;244.05;;
1986-07-09;365.66;3.4;;1778080.0;;;16.6;243.07;242.82;241.46;241.59;;
1986-07-10;365.993;3.4;;1778080.0;;;16.6;243.44;243.01;239.66;242.82;;
1986-07-11;364.851;3.4;;1778080.0;;;16.6;243.48;242.22;241.68;243.01;;
1986-07-14;358.707;3.4;;1778080.0;;;16.6;242.22;238.11;238.04;242.22;;
1986-07-15;352.049;3.4;;1778080.0;;;16.6;238.12;233.66;233.6;238.11;;
1986-07-16;354.131;3.52;;1778080.0;;;16.06;236.19;235.01;233.66;233.66;;
1986-07-17;355.776;3.52;;1778080.0;;;16.06;236.65;236.07;235.01;235.01;;
1986-07-18;356.261;3.52;;1778080.0;;;16.06;238.22;236.36;233.94;236.07;;
1986-07-21;356.128;3.52;;1778080.0;;;16.06;236.45;236.24;235.53;236.36;;
1986-07-22;359.101;3.52;;1778080.0;;;16.06;238.42;238.18;235.92;236.24;;
1986-07-23;359.888;3.45;;1778080.0;;;16.31;239.25;238.67;238.17;238.18;;
1986-07-24;358.85;3.45;;1778080.0;;;16.31;239.05;237.95;237.32;238.67;;
1986-07-25;362.321;3.45;;1778080.0;;;16.31;240.36;240.22;237.95;237.95;;
1986-07-28;356.018;3.45;;1778080.0;;;16.31;240.25;236.01;235.23;240.22;;
1986-07-29;353.863;3.45;;1778080.0;;;16.31;236.01;234.55;234.4;236.01;;
1986-07-30;356.988;3.45;;1778080.0;;;16.17;237.38;236.59;233.07;234.55;;
1986-07-31;356.325;3.45;;1674239.0;;;16.17;236.92;236.12;235.89;236.59;;
1986-08-01;354.546;3.45;;1674239.0;;;16.17;236.89;234.91;234.59;236.12;;
1986-08-04;356.224;3.45;;1674239.0;;;16.17;236.86;235.99;231.92;234.91;;
1986-08-05;357.841;3.45;;1674239.0;;;16.17;238.31;237.03;235.97;235.99;;
1986-08-06;357.602;3.49;;1674239.0;;;16.33;237.35;236.84;235.48;237.03;;
1986-08-07;357.952;3.49;;1674239.0;;;16.33;238.02;237.04;236.31;236.84;;
1986-08-08;357.758;3.49;;1674239.0;;;16.33;238.06;236.88;236.37;237.04;;
1986-08-11;363.546;3.49;;1674239.0;;;16.33;241.2;240.68;236.87;236.88;;
1986-08-12;367.613;3.49;;1674239.0;;;16.33;243.37;243.34;240.35;240.68;;
1986-08-13;371.181;3.36;;1674239.0;;;16.94;246.51;245.67;243.06;243.34;;
1986-08-14;372.06;3.36;;1674239.0;;;16.94;246.79;246.25;245.53;245.67;;
1986-08-15;373.513;3.36;;1674239.0;;;16.94;247.15;247.15;245.7;246.25;;
1986-08-18;373.909;3.36;;1674239.0;;;16.94;247.83;247.38;245.48;247.15;;
1986-08-19;372.642;3.36;;1674239.0;;;16.94;247.42;246.51;245.82;247.38;;
1986-08-20;377.618;3.31;;1674239.0;;;17.23;249.77;249.77;246.51;246.51;;
1986-08-21;377.515;3.31;;1674239.0;;;17.23;250.45;249.67;249.11;249.77;;
1986-08-22;378.349;3.31;;1674239.0;;;17.23;250.61;250.19;249.27;249.67;;
1986-08-25;374.797;3.31;;1674239.0;;;17.23;250.26;247.81;247.76;250.19;;
1986-08-26;382.453;3.31;;1674239.0;;;17.23;252.91;252.84;247.81;247.81;;
1986-08-27;382.743;3.26;;1674239.0;;;17.47;254.24;253.3;252.66;252.84;;
1986-08-28;382.549;3.26;;1674239.0;;;17.47;253.67;252.84;251.91;253.3;;
1986-08-29;382.733;3.26;;1793427.0;;;17.47;254.07;252.93;251.73;252.84;;
1986-09-01;382.781;3.26;;1793427.0;;;17.47;;252.93;;;;
1986-09-02;376.154;3.26;;1793427.0;;;17.47;253.3;248.52;248.14;252.93;;
1986-09-03;378.563;3.3;;1793427.0;;;17.25;250.08;250.08;247.59;248.52;;
1986-09-04;384.273;3.3;;1793427.0;;;17.25;254.01;253.83;250.03;250.08;;
1986-09-05;379.265;3.3;;1793427.0;;;17.25;254.13;250.47;250.33;253.83;;
1986-09-08;375.769;3.3;;1793427.0;;;17.25;250.47;248.14;247.02;250.47;;
1986-09-09;375.105;3.3;;1793427.0;;;17.25;250.21;247.67;246.94;248.14;;
1986-09-10;374.229;3.34;;1793427.0;;;16.76;247.76;247.06;246.11;247.67;;
1986-09-11;356.28;3.34;;1793427.0;;;16.76;247.06;235.18;234.67;247.06;;
1986-09-12;349.507;3.34;;1793427.0;;;16.76;235.45;230.67;228.74;235.18;;
1986-09-15;351.461;3.34;;1793427.0;;;16.76;232.82;231.94;229.44;230.67;;
1986-09-16;351.173;3.34;;1793427.0;;;16.76;231.94;231.72;228.32;231.94;;
1986-09-17;351.16;3.57;;1793427.0;;;15.72;233.81;231.68;231.38;231.72;;
1986-09-18;352.164;3.57;;1793427.0;;;15.72;232.87;232.31;230.57;231.68;;
1986-09-19;352.06;3.57;;1793427.0;;;15.72;232.31;232.21;230.69;232.31;;
1986-09-22;356.233;3.57;;1793427.0;;;15.72;234.93;234.93;232.2;232.21;;
1986-09-23;357.404;3.57;;1793427.0;;;15.72;235.88;235.67;234.5;234.93;;
1986-09-24;358.377;3.49;;1793427.0;;;16.03;235.88;236.28;234.5;235.67;;
1986-09-25;351.675;3.49;;1793427.0;;;16.03;236.28;231.83;230.67;235.67;;
1986-09-26;352.329;3.49;;1793427.0;;;16.03;233.68;232.23;230.64;231.83;;
1986-09-29;348.856;3.49;;1793427.0;;;16.03;232.23;229.91;228.08;232.23;;
1986-09-30;351.042;3.49;;1641524.0;;;16.03;233.01;231.32;229.91;229.91;;
1986-10-01;354.55;3.53;;1641524.0;;;15.85;234.62;233.6;231.32;231.32;;
1986-10-02;355.084;3.53;;1641524.0;;;15.85;234.33;233.92;232.77;233.6;;
1986-10-03;354.813;3.53;;1641524.0;;;15.85;236.16;233.71;232.79;233.92;;
1986-10-06;356.486;3.53;;1641524.0;;;15.85;235.34;234.78;233.17;233.71;;
1986-10-07;355.972;3.53;;1641524.0;;;15.85;235.18;234.41;233.46;234.78;;
1986-10-08;359.468;3.49;;1641524.0;;;16.06;236.84;236.68;233.68;234.41;;
1986-10-09;358.255;3.49;;1641524.0;;;16.06;238.2;235.85;235.72;236.68;;
1986-10-10;357.741;3.49;;1641524.0;;;16.06;236.27;235.48;235.31;235.85;;
1986-10-13;358.442;3.49;;1641524.0;;;16.06;235.91;235.91;235.02;235.48;;
1986-10-14;357.669;3.49;;1641524.0;;;16.06;236.37;235.37;234.37;235.91;;
1986-10-15;362.93;3.47;;1641524.0;;;16.24;239.03;238.8;235.27;235.37;;
1986-10-16;364.088;3.47;;1641524.0;;;16.24;240.18;239.53;238.8;238.8;;
1986-10-17;363.087;3.47;;1641524.0;;;16.24;239.53;238.84;237.71;239.53;;
1986-10-20;358.772;3.47;;1641524.0;;;16.24;238.84;235.97;234.78;238.84;;
1986-10-21;358.683;3.47;;1641524.0;;;16.24;236.49;235.88;234.95;235.97;;
1986-10-22;359.309;3.5;;1641524.0;;;16.07;236.64;236.26;235.82;235.88;;
1986-10-23;363.951;3.5;;1641524.0;;;16.07;239.76;239.28;236.26;236.26;;
1986-10-24;362.448;3.5;;1641524.0;;;16.07;239.65;238.26;238.25;239.28;;
1986-10-27;363.273;3.5;;1641524.0;;;16.07;238.77;238.77;236.72;238.26;;
1986-10-28;364.067;3.5;;1641524.0;;;16.07;240.58;239.26;238.77;238.77;;
1986-10-29;366.672;3.44;;1641524.0;;;16.39;241.0;240.94;238.98;239.26;;
1986-10-30;370.937;3.44;;1641524.0;;;16.39;244.08;243.71;240.94;240.94;;
1986-10-31;371.396;3.44;;1728373.0;;;16.39;244.51;243.98;242.95;243.71;;
1986-11-03;374.216;3.44;;1728373.0;;;16.39;245.8;245.8;243.93;243.98;;
1986-11-04;374.875;3.44;;1728373.0;;;16.39;246.43;246.2;244.42;245.8;;
1986-11-05;375.502;3.36;;1728373.0;;;16.74;247.05;246.58;245.21;246.2;;
1986-11-06;374.469;3.36;;1728373.0;;;16.74;246.9;245.87;244.3;246.58;;
1986-11-07;374.365;3.36;;1728373.0;;;16.74;246.13;245.77;244.92;245.87;;
1986-11-10;374.961;3.36;;1728373.0;;;16.74;246.22;246.13;244.68;245.77;;
1986-11-11;376.457;3.36;;1728373.0;;;16.74;247.1;247.08;246.12;246.13;;
1986-11-12;375.835;3.37;;1728373.0;;;16.74;247.67;246.64;245.68;247.08;;
1986-11-13;370.367;3.37;;1728373.0;;;16.74;246.66;243.02;242.98;246.64;;
1986-11-14;372.671;3.37;;1728373.0;;;16.74;244.51;244.5;241.96;243.02;;
1986-11-17;370.753;3.37;;1728373.0;;;16.74;244.8;243.21;242.29;244.5;;
1986-11-18;360.997;3.37;;1728373.0;;;16.74;243.23;236.78;236.65;243.21;;
1986-11-19;362.388;3.5;;1728373.0;;;16.13;237.94;237.66;235.51;236.78;;
1986-11-20;369.131;3.5;;1728373.0;;;16.13;242.05;242.05;237.66;237.66;;
1986-11-21;374.992;3.5;;1728373.0;;;16.13;246.38;245.86;241.97;242.05;;
1986-11-24;377.468;3.5;;1728373.0;;;16.13;248.0;247.45;245.21;245.86;;
1986-11-25;378.617;3.5;;1728373.0;;;16.13;248.18;248.17;246.3;247.45;;
1986-11-26;379.581;3.35;;1728373.0;;;16.89;248.9;248.77;247.73;248.17;;
1986-11-27;379.63;3.35;;1728373.0;;;16.89;;248.77;;;;
1986-11-28;380.365;3.35;;1760197.0;;;16.89;249.22;249.22;248.07;248.77;;
1986-12-01;380.155;3.35;;1760197.0;;;16.89;249.22;249.05;245.72;249.22;;
1986-12-02;387.76;3.35;;1760197.0;;;16.89;254.0;254.0;249.05;249.05;;
1986-12-03;387.55;3.29;;1760197.0;;;17.23;254.87;253.85;253.24;254.0;;
1986-12-04;386.392;3.29;;1760197.0;;;17.23;254.42;253.04;252.88;253.85;;
1986-12-05;383.585;3.29;;1760197.0;;;17.23;253.89;251.17;250.71;253.04;;
1986-12-08;383.618;3.29;;1760197.0;;;17.23;252.36;251.16;248.82;251.17;;
1986-12-09;380.795;3.29;;1760197.0;;;17.23;251.56;249.28;249.25;251.56;;
1986-12-10;383.41;3.33;;1760197.0;;;16.93;251.53;250.96;248.94;249.28;;
1986-12-11;379.196;3.33;;1760197.0;;;16.93;250.98;248.17;247.15;250.96;;
1986-12-12;377.991;3.33;;1760197.0;;;16.93;248.31;247.35;247.02;248.17;;
1986-12-15;379.354;3.33;;1760197.0;;;16.93;248.23;248.21;244.92;247.35;;
1986-12-16;382.2;3.33;;1760197.0;;;16.93;250.04;250.04;247.4;248.21;;
1986-12-17;378.458;3.39;;1760197.0;;;16.7;250.04;247.56;247.19;250.04;;
1986-12-18;377.315;3.39;;1760197.0;;;16.7;247.81;246.78;246.46;247.56;;
1986-12-19;381.431;3.39;;1760197.0;;;16.7;249.96;249.73;245.89;246.78;;
1986-12-22;380.426;3.39;;1760197.0;;;16.7;249.73;248.75;247.45;249.73;;
1986-12-23;376.789;3.39;;1760197.0;;;16.7;248.75;246.34;245.85;248.75;;
1986-12-24;377.465;3.4;;1760197.0;;;16.65;247.22;246.75;246.02;246.34;;
1986-12-25;377.515;3.4;;1760197.0;;;16.65;;246.75;;;;
1986-12-26;377.824;3.4;;1760197.0;;;16.65;247.09;246.92;246.73;246.75;;
1986-12-29;374.43;3.4;;1760197.0;;;16.65;246.92;244.67;244.31;246.92;;
1986-12-30;372.489;3.4;;1760197.0;;;16.65;244.67;243.37;243.04;244.67;;
1986-12-31;370.702;3.47;;1710360.0;;;16.34;244.03;242.17;241.28;243.37;;
1987-01-01;370.751;3.47;;1710360.0;;;16.34;;242.17;;;;
1987-01-02;377.354;3.47;;1710360.0;;;16.34;246.45;246.45;242.17;242.17;;
1987-01-05;386.194;3.47;;1710360.0;;;16.34;252.57;252.19;246.45;246.45;;
1987-01-06;387.149;3.47;;1710360.0;;;16.34;253.99;252.78;252.14;252.19;;
1987-01-07;391.104;3.28;;1710360.0;;;17.23;255.72;255.33;252.65;252.78;;
1987-01-08;394.14;3.28;;1710360.0;;;17.23;257.28;257.29;254.97;255.33;;
1987-01-09;396.411;3.28;;1710360.0;;;17.23;259.2;258.73;256.11;257.28;;
1987-01-12;398.867;3.28;;1710360.0;;;17.23;261.36;260.3;257.92;258.73;;
1987-01-13;398.381;3.28;;1710360.0;;;17.23;260.45;259.95;259.21;260.3;;
1987-01-14;402.552;3.2;;1710360.0;;;17.72;262.72;262.64;259.62;259.95;;
1987-01-15;406.971;3.2;;1710360.0;;;17.72;266.68;265.49;262.64;262.64;;
1987-01-16;408.232;3.2;;1710360.0;;;17.72;267.24;266.28;264.31;265.49;;
1987-01-19;412.974;3.2;;1710360.0;;;17.72;269.34;269.34;264.0;266.28;;
1987-01-20;412.564;3.2;;1710360.0;;;17.72;271.03;269.04;267.65;269.34;;
1987-01-21;410.774;3.14;;1710360.0;;;18.07;270.87;267.84;267.35;269.04;;
1987-01-22;420.134;3.14;;1710360.0;;;18.07;274.05;273.91;267.32;267.84;;
1987-01-23;414.355;3.14;;1710360.0;;;18.07;280.96;270.1;268.41;273.91;;
1987-01-26;413.638;3.14;;1710360.0;;;18.07;270.4;269.61;267.73;270.1;;
1987-01-27;420.04;3.14;;1710360.0;;;18.07;274.31;273.75;269.61;269.61;;
1987-01-28;422.621;3.07;;1710360.0;;;18.52;275.71;275.4;273.03;273.75;;
1987-01-29;420.891;3.07;;1710360.0;;;18.52;276.85;274.24;272.54;275.4;;
1987-01-30;420.695;3.07;;1930756.0;;;18.52;274.24;274.08;271.38;274.24;;
1987-02-02;424.383;3.07;;1930756.0;;;18.52;277.35;276.45;273.16;274.08;;
1987-02-03;423.726;3.07;;1930756.0;;;18.52;277.83;275.99;275.84;276.45;;
1987-02-04;429.38;3.03;;1930756.0;;;18.81;279.65;279.64;275.35;275.99;;
1987-02-05;431.764;3.03;;1930756.0;;;18.81;282.26;281.16;278.66;279.64;;
1987-02-06;430.094;3.03;;1930756.0;;;18.81;281.79;280.04;279.87;281.16;;
1987-02-09;427.256;3.03;;1930756.0;;;18.81;280.04;278.16;277.24;280.04;;
1987-02-10;422.559;3.03;;1930756.0;;;18.81;278.16;275.07;273.49;278.16;;
1987-02-11;426.404;3.06;;1930756.0;;;18.66;277.71;277.54;274.71;275.07;;
1987-02-12;423.504;3.06;;1930756.0;;;18.66;278.04;275.62;273.89;277.54;;
1987-02-13;429.823;3.06;;1930756.0;;;18.66;280.91;279.7;275.01;275.62;;
1987-02-16;429.874;3.06;;1930756.0;;;18.66;;279.7;;;;
1987-02-17;438.824;3.06;;1930756.0;;;18.66;285.49;285.49;279.7;279.7;;
1987-02-18;438.766;2.98;;1930756.0;;;19.19;287.55;285.42;282.97;285.49;;
1987-02-19;439.047;2.98;;1930756.0;;;19.19;286.24;285.57;283.84;285.42;;
1987-02-20;438.959;2.98;;1930756.0;;;19.19;285.98;285.48;284.31;285.57;;
1987-02-23;434.242;2.98;;1930756.0;;;19.19;285.5;282.38;279.37;285.48;;
1987-02-24;435.061;2.98;;1930756.0;;;19.19;283.33;282.88;281.45;282.38;;
1987-02-25;436.833;3.0;;1930756.0;;;19.1;285.35;284.0;282.14;282.88;;
1987-02-26;435.284;3.0;;1930756.0;;;19.1;284.4;282.96;280.73;284.0;;
1987-02-27;437.242;3.0;;2001042.0;;;19.1;284.55;284.2;282.77;282.96;;
1987-03-02;435.446;3.0;;2001042.0;;;19.1;284.83;283.0;282.3;284.2;;
1987-03-03;437.219;3.0;;2001042.0;;;19.1;284.19;284.12;282.92;283.0;;
1987-03-04;444.194;2.94;;2001042.0;;;19.69;288.62;288.62;284.12;284.12;;
1987-03-05;447.168;2.94;;2001042.0;;;19.69;291.24;290.52;288.6;288.62;;
1987-03-06;447.435;2.94;;2001042.0;;;19.69;290.67;290.66;288.77;290.52;;
1987-03-09;443.852;2.94;;2001042.0;;;19.69;290.66;288.3;287.12;290.66;;
1987-03-10;447.844;2.94;;2001042.0;;;19.69;290.88;290.86;287.89;288.3;;
1987-03-11;447.047;2.94;;2001042.0;;;19.8;292.51;290.31;289.33;290.86;;
1987-03-12;448.499;2.94;;2001042.0;;;19.8;291.91;291.22;289.66;290.31;;
1987-03-13;446.501;2.94;;2001042.0;;;19.8;291.79;289.89;289.88;291.22;;
1987-03-16;443.995;2.94;;2001042.0;;;19.8;289.89;288.23;286.64;289.89;;
1987-03-17;450.577;2.94;;2001042.0;;;19.8;292.47;292.47;287.96;288.23;;
1987-03-18;451.104;2.85;;2001042.0;;;19.97;294.58;292.78;290.87;292.47;;
1987-03-19;453.156;2.85;;2001042.0;;;19.97;294.46;294.08;292.26;292.78;;
1987-03-20;459.509;2.85;;2001042.0;;;19.97;298.17;298.17;294.08;294.08;;
1987-03-23;464.167;2.85;;2001042.0;;;19.97;301.17;301.16;297.5;298.17;;
1987-03-24;464.958;2.85;;2001042.0;;;19.97;301.92;301.64;300.14;301.16;;
1987-03-25;463.066;2.85;;2001042.0;;;20.49;301.85;300.38;299.36;301.64;;
1987-03-26;463.965;2.85;;2001042.0;;;20.49;302.72;300.93;300.38;300.38;;
1987-03-27;456.615;2.85;;2001042.0;;;20.49;301.41;296.13;296.06;300.93;;
1987-03-30;445.978;2.85;;2001042.0;;;20.49;296.13;289.2;286.69;296.13;;
1987-03-31;449.882;2.85;;2052738.0;;;20.49;291.87;291.7;289.07;289.2;;
1987-04-01;450.997;2.92;;2052738.0;;;20.19;292.39;292.39;288.34;291.7;;
1987-04-02;452.96;2.92;;2052738.0;;;20.19;294.47;293.63;292.02;292.39;;
1987-04-03;463.471;2.92;;2052738.0;;;20.19;301.3;300.41;292.3;293.63;;
1987-04-06;465.899;2.92;;2052738.0;;;20.19;302.21;301.95;300.41;300.41;;
1987-04-07;457.835;2.92;;2052738.0;;;20.19;303.65;296.69;296.67;301.95;;
1987-04-08;458.766;2.93;;2052738.0;;;20.53;299.2;297.26;295.18;296.69;;
1987-04-09;452.026;2.93;;2052738.0;;;20.53;297.71;292.86;291.5;297.26;;
1987-04-10;451.506;2.93;;2052738.0;;;20.53;293.74;292.49;290.94;292.86;;
1987-04-13;440.95;2.93;;2052738.0;;;20.53;293.36;285.62;285.62;292.49;;
1987-04-14;431.026;2.93;;2052738.0;;;20.53;285.62;279.16;275.67;285.62;;
1987-04-15;439.229;3.03;;2052738.0;;;19.64;285.14;284.44;279.16;279.16;;
1987-04-16;443.095;3.03;;2052738.0;;;19.64;289.57;286.91;284.44;284.44;;
1987-04-17;443.146;3.03;;2052738.0;;;19.64;;286.91;;;;
1987-04-20;441.931;3.03;;2052738.0;;;19.64;288.36;286.09;284.55;286.91;;
1987-04-21;452.766;3.03;;2052738.0;;;19.64;293.07;293.07;282.89;286.09;;
1987-04-22;443.733;3.01;;2052738.0;;;19.83;293.46;287.19;286.98;293.07;;
1987-04-23;443.212;3.01;;2052738.0;;;19.83;289.12;286.82;284.28;287.19;;
1987-04-24;435.073;3.01;;2052738.0;;;19.83;286.82;281.52;281.18;286.82;;
1987-04-27;435.602;3.01;;2052738.0;;;19.83;284.45;281.83;276.22;281.52;;
1987-04-28;436.703;3.01;;2052738.0;;;19.83;285.95;282.51;281.83;281.83;;
1987-04-29;439.939;3.05;;2052738.0;;;19.65;286.42;284.57;282.51;282.51;;
1987-04-30;445.851;3.05;;2033519.0;;;19.65;290.08;288.36;284.57;284.57;;
1987-05-01;445.392;3.05;;2033519.0;;;19.65;289.71;288.03;286.52;288.36;;
1987-05-04;447.501;3.05;;2033519.0;;;19.65;289.99;289.36;286.39;288.03;;
1987-05-05;456.803;3.05;;2033519.0;;;19.65;295.4;295.34;289.34;289.36;;
1987-05-06;457.056;2.94;;2033519.0;;;19.48;296.19;295.47;293.6;295.34;;
1987-05-07;455.932;2.94;;2033519.0;;;19.48;296.8;294.71;294.07;295.47;;
1987-05-08;453.91;2.94;;2033519.0;;;19.48;296.18;293.37;291.73;294.17;;
1987-05-11;451.176;2.94;;2033519.0;;;19.48;298.69;291.57;291.55;293.37;;
1987-05-12;453.904;2.94;;2033519.0;;;19.48;293.3;293.3;290.18;291.57;;
1987-05-13;455.008;2.96;;2033519.0;;;19.38;294.54;293.98;290.74;293.3;;
1987-05-14;455.462;2.96;;2033519.0;;;19.38;295.1;294.24;292.95;293.98;;
