S&PCOMP;DSRI;DY;IDV;MV;NE;NR;PE;PH;PI;PL;PO;RI;VO
1979-01-01;100.0;5.44;;623564.0;;;8.3;;96.11;;;;
1979-01-02;100.666;5.44;;623564.0;;;8.3;;96.73;;;;
1979-01-03;101.801;5.38;;623564.0;;;8.39;;97.8;;;;
1979-01-04;102.634;5.38;;623564.0;;;8.39;;98.58;;;;
1979-01-05;103.228;5.38;;623564.0;;;8.39;;99.13;;;;
1979-01-08;102.905;5.38;;623564.0;;;8.39;;98.8;;;;
1979-01-09;103.479;5.38;;623564.0;;;8.39;;99.33;;;;
1979-01-10;102.917;5.33;;623564.0;;;8.51;;98.77;;;;
1979-01-11;103.282;5.33;;623564.0;;;8.51;;99.1;;;;
1979-01-12;104.168;5.33;;623564.0;;;8.51;;99.93;;;;
1979-01-15;104.982;5.33;;623564.0;;;8.51;;100.69;;;;
1979-01-16;103.721;5.33;;623564.0;;;8.51;;99.46;;;;
1979-01-17;103.763;5.3;;623564.0;;;8.57;;99.48;;;;
1979-01-18;104.034;5.3;;623564.0;;;8.57;;99.72;;;;
1979-01-19;104.087;5.3;;623564.0;;;8.57;;99.75;;;;
1979-01-22;104.264;5.3;;623564.0;;;8.57;;99.9;;;;
1979-01-23;105.486;5.3;;623564.0;;;8.57;;100.6;;;;
1979-01-24;104.578;5.29;;623564.0;;;8.63;;100.16;;;;
1979-01-25;105.675;5.29;;623564.0;;;8.63;;101.19;;;;
1979-01-26;106.397;5.29;;623564.0;;;8.63;;101.86;;;;
1979-01-29;106.094;5.29;;623564.0;;;8.63;;101.55;;;;
1979-01-30;105.593;5.29;;623564.0;;;8.63;;101.05;;;;
1979-01-31;104.444;5.33;;648431.0;;;8.61;;99.93;;;;
1979-02-01;104.497;5.33;;648431.0;;;8.61;;99.96;;;;
1979-02-02;104.038;5.33;;648431.0;;;8.61;;99.5;;;;
1979-02-05;102.584;5.33;;648431.0;;;8.61;;98.09;;;;
1979-02-06;102.564;5.33;;648431.0;;;8.61;;98.05;;;;
1979-02-07;101.654;5.5;;648431.0;;;8.37;;97.16;;;;
1979-02-08;102.188;5.5;;648431.0;;;8.37;;97.65;;;;
1979-02-09;102.44;5.5;;648431.0;;;8.37;;97.87;;;;
1979-02-12;102.807;5.5;;648431.0;;;8.37;;98.2;;;;
1979-02-13;103.593;5.5;;648431.0;;;8.37;;98.93;;;;
1979-02-14;103.552;5.41;;648431.0;;;8.53;;98.87;;;;
1979-02-15;103.427;5.41;;648431.0;;;8.53;;98.73;;;;
1979-02-16;103.386;5.41;;648431.0;;;8.53;;98.67;;;;
1979-02-19;103.407;5.41;;648431.0;;;8.53;;98.67;;;;
1979-02-20;104.215;5.41;;648431.0;;;8.53;;99.42;;;;
1979-02-21;103.87;5.4;;648431.0;;;8.55;;99.07;;;;
1979-02-22;103.115;5.4;;648431.0;;;8.55;;98.33;;;;
1979-02-23;102.56;5.4;;648431.0;;;8.55;;97.78;;;;
1979-02-26;102.466;5.4;;648431.0;;;8.55;;97.67;;;;
1979-02-27;100.871;5.4;;648431.0;;;8.55;;96.13;;;;
1979-02-28;101.05;5.61;;627750.0;;;8.31;;96.28;;;;
1979-03-01;101.723;5.61;;627750.0;;;8.31;;96.9;;;;
1979-03-02;101.818;5.61;;627750.0;;;8.31;;96.97;;;;
1979-03-05;102.985;5.61;;627750.0;;;8.31;;98.06;;;;
1979-03-06;102.808;5.61;;627750.0;;;8.31;;97.87;;;;
1979-03-07;103.428;5.49;;627750.0;;;8.49;;98.44;;;;
1979-03-08;104.648;5.49;;627750.0;;;8.49;;99.58;;;;
1979-03-09;104.628;5.49;;627750.0;;;8.49;;99.54;;;;
1979-03-12;104.787;5.49;;627750.0;;;8.49;;99.67;;;;
1979-03-13;104.988;5.49;;627750.0;;;8.49;;99.84;;;;
1979-03-14;104.873;5.43;;627750.0;;;8.07;;99.71;;;;
1979-03-15;105.053;5.43;;627750.0;;;8.07;;99.86;;;;
1979-03-16;105.948;5.43;;627750.0;;;8.07;;100.69;;;;
1979-03-19;106.359;5.43;;627750.0;;;8.07;;101.06;;;;
1979-03-20;105.792;5.43;;627750.0;;;8.07;;100.5;;;;
1979-03-21;106.604;5.38;;627750.0;;;8.2;;101.25;;;;
1979-03-22;107.068;5.38;;627750.0;;;8.2;;101.67;;;;
1979-03-23;107.016;5.38;;627750.0;;;8.2;;101.6;;;;
1979-03-26;106.449;5.38;;627750.0;;;8.2;;101.04;;;;
1979-03-27;107.988;5.38;;627750.0;;;8.2;;102.48;;;;
1979-03-28;107.631;5.33;;627750.0;;;8.27;;102.12;;;;
1979-03-29;107.558;5.33;;627750.0;;;8.27;;102.03;;;;
1979-03-30;107.116;5.33;;664912.0;;;8.27;;101.59;;;;
1979-04-02;106.41;5.33;;664912.0;;;8.27;;100.9;;;;
1979-04-03;108.014;5.33;;664912.0;;;8.27;;102.4;;;;
1979-04-04;108.3;5.31;;664912.0;;;8.31;;102.65;;;;
1979-04-05;108.966;5.31;;664912.0;;;8.31;;103.26;;;;
1979-04-06;108.904;5.31;;664912.0;;;8.31;;103.18;;;;
1979-04-09;108.599;5.31;;664912.0;;;8.31;;102.87;;;;
1979-04-10;109.117;5.31;;664912.0;;;8.31;;103.34;;;;
1979-04-11;108.052;5.35;;664912.0;;;8.29;;102.31;;;;
1979-04-12;107.746;5.35;;664912.0;;;8.29;;102.0;;;;
1979-04-13;107.769;5.35;;664912.0;;;8.29;;102.0;;;;
1979-04-16;106.861;5.35;;664912.0;;;8.29;;101.12;;;;
1979-04-17;107.01;5.35;;664912.0;;;8.29;;101.24;;;;
1979-04-18;107.518;5.38;;664912.0;;;8.24;;101.7;;;;
1979-04-19;107.096;5.38;;664912.0;;;8.24;;101.28;;;;
1979-04-20;107.066;5.38;;664912.0;;;8.24;;101.23;;;;
1979-04-23;107.447;5.38;;664912.0;;;8.24;;101.57;;;;
1979-04-24;108.136;5.38;;664912.0;;;8.24;;102.2;;;;
1979-04-25;108.476;5.36;;664912.0;;;8.31;;102.5;;;;
1979-04-26;107.98;5.36;;664912.0;;;8.31;;102.01;;;;
1979-04-27;107.78;5.36;;664912.0;;;8.31;;101.8;;;;
1979-04-30;107.759;5.36;;670869.0;;;8.31;;101.76;;;;
1979-05-01;107.697;5.36;;670869.0;;;8.31;;101.68;;;;
1979-05-02;107.762;5.42;;670869.0;;;8.24;;101.72;;;;
1979-05-03;107.88;5.42;;670869.0;;;8.24;;101.81;;;;
1979-05-04;106.715;5.42;;670869.0;;;8.24;;100.69;;;;
1979-05-07;104.967;5.42;;670869.0;;;8.24;;99.02;;;;
1979-05-08;105.148;5.42;;670869.0;;;8.24;;99.17;;;;
1979-05-09;105.478;5.6;;670869.0;;;8.06;;99.46;;;;
1979-05-10;104.504;5.6;;670869.0;;;8.06;;98.52;;;;
1979-05-11;104.526;5.6;;670869.0;;;8.06;;98.52;;;;
1979-05-14;104.061;5.6;;670869.0;;;8.06;;98.06;;;;
1979-05-15;104.168;5.6;;670869.0;;;8.06;;98.14;;;;
1979-05-16;104.488;5.66;;670869.0;;;7.98;;98.42;;;;
1979-05-17;106.125;5.66;;670869.0;;;7.98;;99.94;;;;
1979-05-18;106.137;5.66;;670869.0;;;7.98;;99.93;;;;
1979-05-21;106.383;5.66;;670869.0;;;7.98;;100.14;;;;
1979-05-22;106.8;5.66;;670869.0;;;7.98;;100.51;;;;
1979-05-23;106.153;5.59;;670869.0;;;8.09;;99.88;;;;
1979-05-24;106.229;5.59;;670869.0;;;8.09;;99.93;;;;
1979-05-25;106.56;5.59;;670869.0;;;8.09;;100.22;;;;
1979-05-28;106.583;5.59;;670869.0;;;8.09;;100.22;;;;
1979-05-29;106.425;5.59;;670869.0;;;8.09;;100.05;;;;
1979-05-30;105.448;5.65;;670869.0;;;8.03;;99.11;;;;
1979-05-31;105.439;5.65;;649251.0;;;8.03;;99.08;;;;
1979-06-01;105.558;5.65;;649251.0;;;8.03;;99.17;;;;
1979-06-04;105.74;5.65;;649251.0;;;8.03;;99.32;;;;
1979-06-05;107.148;5.65;;649251.0;;;8.03;;100.62;;;;
1979-06-06;107.895;5.54;;649251.0;;;7.63;;101.3;;;;
1979-06-07;108.44;5.54;;649251.0;;;7.63;;101.79;;;;
1979-06-08;108.143;5.54;;649251.0;;;7.63;;101.49;;;;
1979-06-11;108.614;5.54;;649251.0;;;7.63;;101.91;;;;
1979-06-12;109.639;5.54;;649251.0;;;7.63;;102.85;;;;
1979-06-13;109.086;5.49;;649251.0;;;7.71;;102.31;;;;
1979-06-14;109.045;5.49;;649251.0;;;7.71;;102.2;;;;
1979-06-15;108.898;5.49;;649251.0;;;7.71;;102.09;;;;
1979-06-18;108.355;5.49;;649251.0;;;7.71;;101.56;;;;
1979-06-19;108.4;5.49;;649251.0;;;7.71;;101.58;;;;
1979-06-20;108.476;5.55;;649251.0;;;7.66;;101.63;;;;
1979-06-21;108.99;5.55;;649251.0;;;7.66;;102.09;;;;
1979-06-22;109.601;5.55;;649251.0;;;7.66;;102.64;;;;
1979-06-25;109.037;5.55;;649251.0;;;7.66;;102.09;;;;
1979-06-26;108.601;5.55;;649251.0;;;7.66;;101.66;;;;
1979-06-27;109.276;5.52;;649251.0;;;7.68;;102.27;;;;
1979-06-28;109.865;5.52;;649251.0;;;7.68;;102.8;;;;
1979-06-29;110.006;5.52;;676528.0;;;7.68;;102.91;;;;
1979-07-02;109.046;5.52;;676528.0;;;7.68;;101.99;;;;
1979-07-03;109.176;5.52;;676528.0;;;7.68;;102.09;;;;
1979-07-04;109.199;5.53;;676528.0;;;7.67;;102.09;;;;
1979-07-05;109.586;5.53;;676528.0;;;7.67;;102.43;;;;
1979-07-06;110.883;5.53;;676528.0;;;7.67;;103.62;;;;
1979-07-09;111.816;5.53;;676528.0;;;7.67;;104.47;;;;
1979-07-10;111.551;5.53;;676528.0;;;7.67;;104.2;;;;
1979-07-11;110.975;5.44;;676528.0;;;7.79;;103.64;;;;
1979-07-12;109.98;5.44;;676528.0;;;7.79;;102.69;;;;
1979-07-13;109.607;5.44;;676528.0;;;7.79;;102.32;;;;
1979-07-16;110.08;5.44;;676528.0;;;7.79;;102.74;;;;
1979-07-17;109.128;5.44;;676528.0;;;7.79;;101.83;;;;
1979-07-18;109.001;5.56;;676528.0;;;7.64;;101.69;;;;
1979-07-19;108.938;5.56;;676528.0;;;7.64;;101.61;;;;
1979-07-20;109.187;5.56;;676528.0;;;7.64;;101.82;;;;
1979-07-23;108.964;5.56;;676528.0;;;7.64;;101.59;;;;
1979-07-24;109.395;5.56;;676528.0;;;7.64;;101.97;;;;
1979-07-25;110.609;5.48;;676528.0;;;7.74;;103.08;;;;
1979-07-26;110.653;5.48;;676528.0;;;7.74;;103.1;;;;
1979-07-27;110.677;5.48;;676528.0;;;7.74;;103.1;;;;
1979-07-30;110.754;5.48;;676528.0;;;7.74;;103.15;;;;
1979-07-31;111.486;5.48;;678556.0;;;7.74;;103.81;;;;
1979-08-01;111.896;5.45;;678556.0;;;7.38;;104.17;;;;
1979-08-02;111.844;5.45;;678556.0;;;7.38;;104.1;;;;
1979-08-03;111.803;5.45;;678556.0;;;7.38;;104.04;;;;
1979-08-06;112.106;5.45;;678556.0;;;7.38;;104.3;;;;
1979-08-07;113.581;5.45;;678556.0;;;7.38;;105.65;;;;
1979-08-08;113.959;5.36;;678556.0;;;7.96;;105.98;;;;
1979-08-09;113.456;5.36;;678556.0;;;7.96;;105.49;;;;
1979-08-10;114.458;5.36;;678556.0;;;7.96;;106.4;;;;
1979-08-13;115.579;5.36;;678556.0;;;7.96;;107.42;;;;
1979-08-14;115.71;5.36;;678556.0;;;7.96;;107.52;;;;
1979-08-15;116.52;5.25;;678556.0;;;8.14;;108.25;;;;
1979-08-16;116.371;5.25;;678556.0;;;8.14;;108.09;;;;
1979-08-17;116.62;5.25;;678556.0;;;8.14;;108.3;;;;
1979-08-20;116.999;5.25;;678556.0;;;8.14;;108.83;;;;
1979-08-21;117.325;5.25;;678556.0;;;8.14;;108.91;;;;
1979-08-22;117.434;5.22;;678556.0;;;8.19;;108.99;;;;
1979-08-23;117.07;5.22;;678556.0;;;8.19;;108.63;;;;
1979-08-24;117.061;5.22;;678556.0;;;8.19;;108.6;;;;
1979-08-27;117.667;5.22;;678556.0;;;8.19;;109.14;;;;
1979-08-28;117.561;5.22;;678556.0;;;8.19;;109.02;;;;
1979-08-29;117.585;5.22;;678556.0;;;8.2;;109.02;;;;
1979-08-30;117.608;5.22;;678556.0;;;8.2;;109.02;;;;
1979-08-31;117.956;5.22;;717810.0;;;8.2;;109.32;;;;
1979-09-03;117.979;5.22;;717810.0;;;8.2;;109.32;;;;
1979-09-04;115.974;5.22;;717810.0;;;8.2;;107.44;;;;
1979-09-05;114.875;5.37;;717810.0;;;7.63;;106.4;;;;
1979-09-06;115.384;5.37;;717810.0;;;7.63;;106.85;;;;
1979-09-07;116.283;5.37;;717810.0;;;7.63;;107.66;;;;
1979-09-10;116.858;5.37;;717810.0;;;7.63;;108.17;;;;
1979-09-11;116.169;5.37;;717810.0;;;7.63;;107.51;;;;
1979-09-12;116.528;5.3;;717810.0;;;7.73;;107.82;;;;
1979-09-13;116.584;5.3;;717810.0;;;7.73;;107.85;;;;
1979-09-14;117.592;5.3;;717810.0;;;7.73;;108.76;;;;
1979-09-17;117.702;5.3;;717810.0;;;7.73;;108.84;;;;
1979-09-18;116.817;5.3;;717810.0;;;7.73;;108.0;;;;
1979-09-19;117.144;5.32;;717810.0;;;7.77;;108.28;;;;
1979-09-20;119.581;5.32;;717810.0;;;7.77;;110.51;;;;
1979-09-21;119.562;5.32;;717810.0;;;7.77;;110.47;;;;
1979-09-24;118.656;5.32;;717810.0;;;7.77;;109.61;;;;
1979-09-25;118.756;5.32;;717810.0;;;7.77;;109.68;;;;
1979-09-26;119.083;5.24;;717810.0;;;7.89;;109.96;;;;
1979-09-27;119.378;5.24;;717810.0;;;7.89;;110.21;;;;
1979-09-28;118.438;5.24;;722554.0;;;7.89;;109.32;;;;
1979-10-01;117.638;5.24;;722554.0;;;7.89;;108.56;;;;
1979-10-02;118.778;5.24;;722554.0;;;7.89;;109.59;;;;
1979-10-03;118.802;5.26;;722554.0;;;7.83;;109.59;;;;
1979-10-04;119.455;5.26;;722554.0;;;7.83;;110.17;;;;
1979-10-05;120.672;5.26;;722554.0;;;7.83;;111.27;;;;
1979-10-08;119.189;5.26;;722554.0;;;7.83;;109.88;;;;
1979-10-09;115.687;5.26;;722554.0;;;7.83;;106.63;;;;
1979-10-10;114.268;5.49;;722554.0;;;7.53;;105.3;;;;
1979-10-11;114.021;5.49;;722554.0;;;7.53;;105.05;;;;
1979-10-12;113.437;5.49;;722554.0;;;7.53;;104.49;;;;
1979-10-15;112.234;5.49;;722554.0;;;7.53;;103.36;;;;
1979-10-16;112.073;5.49;;722554.0;;;7.53;;103.19;;;;
1979-10-17;112.314;5.59;;722554.0;;;7.39;;103.39;;;;
1979-10-18;112.577;5.59;;722554.0;;;7.39;;103.61;;;;
1979-10-19;110.417;5.59;;722554.0;;;7.39;;101.6;;;;
1979-10-22;109.473;5.59;;722554.0;;;7.39;;100.71;;;;
1979-10-23;109.03;5.59;;722554.0;;;7.39;;100.28;;;;
1979-10-24;109.228;5.76;;722554.0;;;7.18;;100.44;;;;
1979-10-25;108.773;5.76;;722554.0;;;7.18;;100.0;;;;
1979-10-26;109.417;5.76;;722554.0;;;7.18;;100.57;;;;
1979-10-29;109.594;5.76;;722554.0;;;7.18;;100.71;;;;
1979-10-30;111.752;5.76;;722554.0;;;7.18;;102.67;;;;
1979-10-31;110.851;5.72;;672739.0;;;7.28;;101.82;;;;
1979-11-01;111.692;5.72;;672739.0;;;7.28;;102.57;;;;
1979-11-02;111.651;5.72;;672739.0;;;7.28;;102.51;;;;
1979-11-05;110.924;5.72;;672739.0;;;7.28;;101.82;;;;
1979-11-06;110.273;5.72;;672739.0;;;7.28;;101.2;;;;
1979-11-07;108.848;5.88;;672739.0;;;7.14;;99.87;;;;
1979-11-08;109.342;5.88;;672739.0;;;7.14;;100.3;;;;
1979-11-09;110.686;5.88;;672739.0;;;7.14;;101.51;;;;
1979-11-12;112.892;5.88;;672739.0;;;7.14;;103.51;;;;
1979-11-13;112.296;5.88;;672739.0;;;7.14;;102.94;;;;
1979-11-14;112.811;5.7;;672739.0;;;7.4;;103.39;;;;
1979-11-15;113.644;5.7;;672739.0;;;7.4;;104.13;;;;
1979-11-16;113.297;5.7;;672739.0;;;7.4;;103.79;;;;
1979-11-19;113.803;5.7;;672739.0;;;7.4;;104.23;;;;
1979-11-20;113.238;5.7;;672739.0;;;7.4;;103.69;;;;
1979-11-21;113.481;5.69;;672739.0;;;7.43;;103.89;;;;
1979-11-22;113.506;5.69;;672739.0;;;7.43;;103.89;;;;
1979-11-23;114.383;5.69;;672739.0;;;7.43;;104.67;;;;
1979-11-26;116.736;5.69;;672739.0;;;7.43;;106.8;;;;
1979-11-27;116.303;5.69;;672739.0;;;7.43;;106.38;;;;
1979-11-28;116.754;5.55;;672739.0;;;7.64;;106.77;;;;
1979-11-29;116.823;5.55;;672739.0;;;7.64;;106.81;;;;
1979-11-30;116.137;5.55;;704940.0;;;7.64;;106.16;;;;
1979-12-03;115.8;5.55;;704940.0;;;7.64;;105.83;;;;
1979-12-04;116.876;5.55;;704940.0;;;7.64;;106.79;;;;
1979-12-05;117.404;5.53;;704940.0;;;7.39;;107.25;;;;
1979-12-06;118.25;5.53;;704940.0;;;7.39;;108.0;;;;
1979-12-07;117.75;5.53;;704940.0;;;7.39;;107.52;;;;
1979-12-10;117.939;5.53;;704940.0;;;7.39;;107.67;;;;
1979-12-11;117.767;5.53;;704940.0;;;7.39;;107.49;;;;
1979-12-12;117.825;5.53;;704940.0;;;7.41;;107.52;;;;
1979-12-13;118.014;5.53;;704940.0;;;7.41;;107.67;;;;
1979-12-14;119.41;5.53;;704940.0;;;7.41;;108.92;;;;
1979-12-17;119.885;5.53;;704940.0;;;7.41;;109.33;;;;
1979-12-18;118.78;5.53;;704940.0;;;7.41;;108.3;;;;
1979-12-19;118.696;5.52;;704940.0;;;7.46;;108.2;;;;
1979-12-20;118.787;5.52;;704940.0;;;7.46;;108.26;;;;
1979-12-21;118.077;5.52;;704940.0;;;7.46;;107.59;;;;
1979-12-24;118.179;5.52;;704940.0;;;7.46;;107.66;;;;
1979-12-25;118.204;5.52;;704940.0;;;7.46;;107.66;;;;
1979-12-26;118.361;5.55;;704940.0;;;7.43;;107.78;;;;
1979-12-27;118.584;5.55;;704940.0;;;7.43;;107.96;;;;
1979-12-28;118.477;5.55;;704940.0;;;7.43;;107.84;;;;
1979-12-31;118.612;5.55;;715738.0;;;7.43;;107.94;;;;
1980-01-01;118.638;5.55;;715738.0;;;7.43;;107.94;;;;
1980-01-02;116.267;5.66;;715738.0;;;7.31;;105.76;;;;
1980-01-03;115.699;5.66;;715738.0;;;7.31;;105.22;;;;
1980-01-04;117.154;5.66;;715738.0;;;7.31;;106.52;;;;
1980-01-07;117.498;5.66;;715738.0;;;7.31;;106.81;;;;
1980-01-08;119.878;5.66;;715738.0;;;7.31;;108.95;;;;
1980-01-09;120.014;5.49;;715738.0;;;7.54;;109.05;;;;
1980-01-10;120.964;5.49;;715738.0;;;7.54;;109.89;;;;
1980-01-11;121.022;5.49;;715738.0;;;7.54;;109.92;;;;
1980-01-14;121.554;5.49;;715738.0;;;7.54;;110.38;;;;
1980-01-15;122.417;5.49;;715738.0;;;7.54;;111.14;;;;
1980-01-16;122.343;5.4;;715738.0;;;7.67;;111.05;;;;
1980-01-17;121.983;5.4;;715738.0;;;7.67;;110.7;;;;
1980-01-18;122.416;5.4;;715738.0;;;7.67;;111.07;;;;
1980-01-21;123.577;5.4;;715738.0;;;7.67;;112.1;;;;
1980-01-22;122.952;5.4;;715738.0;;;7.67;;111.51;;;;
1980-01-23;125.106;5.28;;715738.0;;;7.84;;113.44;;;;
1980-01-24;125.418;5.28;;715738.0;;;7.84;;113.7;;;;
1980-01-25;125.344;5.28;;715738.0;;;7.84;;113.61;;;;
1980-01-28;126.738;5.28;;715738.0;;;7.84;;114.85;;;;
1980-01-29;125.903;5.28;;715738.0;;;7.84;;114.07;;;;
1980-01-30;127.175;5.21;;715738.0;;;7.96;;115.2;;;;
1980-01-31;126.052;5.21;;764823.0;;;7.96;;114.16;;;;
1980-02-01;127.138;5.21;;764823.0;;;7.96;;115.12;;;;
1980-02-04;126.335;5.21;;764823.0;;;7.96;;114.37;;;;
1980-02-05;126.681;5.21;;764823.0;;;7.96;;114.66;;;;
1980-02-06;127.877;5.22;;764823.0;;;7.91;;115.72;;;;
1980-02-07;128.522;5.22;;764823.0;;;7.91;;116.28;;;;
1980-02-08;130.394;5.22;;764823.0;;;7.91;;117.95;;;;
1980-02-11;129.502;5.22;;764823.0;;;7.91;;117.12;;;;
1980-02-12;130.391;5.22;;764823.0;;;7.91;;117.9;;;;
1980-02-13;131.014;5.12;;764823.0;;;8.1;;118.44;;;;
1980-02-14;129.137;5.12;;764823.0;;;8.1;;116.72;;;;
1980-02-15;127.713;5.12;;764823.0;;;8.1;;115.41;;;;
1980-02-18;127.738;5.12;;764823.0;;;8.1;;115.41;;;;
1980-02-19;126.866;5.12;;764823.0;;;8.1;;114.6;;;;
1980-02-20;128.973;5.21;;764823.0;;;7.96;;116.47;;;;
1980-02-21;127.67;5.21;;764823.0;;;7.96;;115.28;;;;
1980-02-22;127.43;5.21;;764823.0;;;7.96;;115.04;;;;
1980-02-25;125.561;5.21;;764823.0;;;7.96;;113.33;;;;
1980-02-26;126.306;5.21;;764823.0;;;7.96;;113.98;;;;
1980-02-27;124.559;5.41;;764823.0;;;7.68;;112.38;;;;
1980-02-28;124.552;5.41;;764823.0;;;7.68;;112.35;;;;
1980-02-29;126.03;5.41;;747159.0;;;7.68;;113.66;;;;
1980-03-03;124.77;5.41;;747159.0;;;7.68;;112.5;;;;
1980-03-04;125.107;5.41;;747159.0;;;7.68;;112.78;;;;
1980-03-05;123.302;5.49;;747159.0;;;7.6;;111.13;;;;
1980-03-06;120.576;5.49;;747159.0;;;7.6;;108.65;;;;
1980-03-07;118.659;5.49;;747159.0;;;7.6;;106.9;;;;
1980-03-10;118.251;5.49;;747159.0;;;7.6;;106.51;;;;
1980-03-11;119.686;5.49;;747159.0;;;7.6;;107.78;;;;
1980-03-12;118.757;5.72;;747159.0;;;7.25;;106.87;;;;
1980-03-13;117.339;5.72;;747159.0;;;7.25;;105.62;;;;
1980-03-14;117.154;5.72;;747159.0;;;7.25;;105.43;;;;
1980-03-17;113.656;5.72;;747159.0;;;7.25;;102.26;;;;
1980-03-18;115.727;5.72;;747159.0;;;7.25;;104.1;;;;
1980-03-19;115.987;5.94;;747159.0;;;7.07;;104.31;;;;
1980-03-20;114.69;5.94;;747159.0;;;7.07;;103.12;;;;
1980-03-21;113.815;5.94;;747159.0;;;7.07;;102.31;;;;
1980-03-24;110.469;5.94;;747159.0;;;7.07;;99.28;;;;
1980-03-25;110.395;5.94;;747159.0;;;7.07;;99.19;;;;
1980-03-26;109.854;6.31;;747159.0;;;6.69;;98.68;;;;
1980-03-27;109.368;6.31;;747159.0;;;6.69;;98.22;;;;
1980-03-28;112.134;6.31;;747159.0;;;6.69;;100.68;;;;
1980-03-31;113.732;6.31;;660464.0;;;6.69;;102.09;;;;
1980-04-01;113.86;6.31;;660464.0;;;6.69;;102.18;;;;
1980-04-02;114.444;6.06;;660464.0;;;6.96;;102.68;;;;
1980-04-03;113.88;6.06;;660464.0;;;6.96;;102.15;;;;
1980-04-04;113.906;6.06;;660464.0;;;6.96;;102.15;;;;
1980-04-07;111.747;6.06;;660464.0;;;6.96;;100.19;;;;
1980-04-08;112.9;6.06;;660464.0;;;6.96;;101.2;;;;
1980-04-09;115.057;6.04;;660464.0;;;6.93;;103.11;;;;
1980-04-10;116.167;6.04;;660464.0;;;6.93;;104.08;;;;
1980-04-11;115.87;6.04;;660464.0;;;6.93;;103.79;;;;
1980-04-14;114.836;6.04;;660464.0;;;6.93;;102.84;;;;
1980-04-15;114.628;6.04;;660464.0;;;6.93;;102.63;;;;
1980-04-16;113.404;6.14;;660464.0;;;6.82;;101.54;;;;
1980-04-17;112.917;6.14;;660464.0;;;6.82;;101.05;;;;
1980-04-18;112.384;6.14;;660464.0;;;6.82;;100.55;;;;
1980-04-21;111.573;6.14;;660464.0;;;6.82;;99.8;;;;
1980-04-22;115.658;6.14;;660464.0;;;6.82;;103.43;;;;
1980-04-23;116.02;6.05;;660464.0;;;6.97;;103.73;;;;
1980-04-24;116.797;6.05;;660464.0;;;6.97;;104.4;;;;
1980-04-25;117.675;6.05;;660464.0;;;6.97;;105.16;;;;
1980-04-28;118.239;6.05;;660464.0;;;6.97;;105.64;;;;
1980-04-29;118.513;6.05;;660464.0;;;6.97;;105.86;;;;
1980-04-30;119.022;5.94;;713007.0;;;7.14;;106.29;;;;
1980-05-01;118.119;5.94;;713007.0;;;7.14;;105.46;;;;
1980-05-02;118.281;5.94;;713007.0;;;7.14;;105.58;;;;
1980-05-05;119.182;5.94;;713007.0;;;7.14;;106.38;;;;
1980-05-06;119.086;5.94;;713007.0;;;7.14;;106.25;;;;
1980-05-07;120.155;5.82;;713007.0;;;7.21;;107.18;;;;
1980-05-08;119.004;5.82;;713007.0;;;7.21;;106.13;;;;
1980-05-09;117.45;5.82;;713007.0;;;7.21;;104.72;;;;
1980-05-12;117.543;5.82;;713007.0;;;7.21;;104.78;;;;
1980-05-13;119.275;5.82;;713007.0;;;7.21;;106.3;;;;
1980-05-14;119.919;5.85;;713007.0;;;7.19;;106.85;;;;
1980-05-15;120.103;5.85;;713007.0;;;7.19;;106.99;;;;
1980-05-16;120.535;5.85;;713007.0;;;7.19;;107.35;;;;
1980-05-19;120.921;5.85;;713007.0;;;7.19;;107.67;;;;
1980-05-20;120.892;5.85;;713007.0;;;7.19;;107.62;;;;
1980-05-21;121.031;5.82;;713007.0;;;7.25;;107.72;;;;
1980-05-22;122.508;5.82;;713007.0;;;7.25;;109.01;;;;
1980-05-23;124.345;5.82;;713007.0;;;7.25;;110.62;;;;
1980-05-26;124.373;5.82;;713007.0;;;7.25;;110.62;;;;
1980-05-27;125.278;5.82;;713007.0;;;7.25;;111.4;;;;
1980-05-28;126.048;5.58;;713007.0;;;7.54;;112.06;;;;
1980-05-29;124.061;5.58;;713007.0;;;7.54;;110.27;;;;
1980-05-30;125.179;5.58;;751705.0;;;7.54;;111.24;;;;
1980-06-02;124.665;5.58;;751705.0;;;7.54;;110.76;;;;
1980-06-03;124.411;5.58;;751705.0;;;7.54;;110.51;;;;
1980-06-04;126.802;5.56;;751705.0;;;7.35;;112.61;;;;
1980-06-05;127.021;5.56;;751705.0;;;7.35;;112.78;;;;
1980-06-06;127.521;5.56;;751705.0;;;7.35;;113.2;;;;
1980-06-09;128.123;5.56;;751705.0;;;7.35;;113.71;;;;
1980-06-10;129.221;5.56;;751705.0;;;7.35;;114.66;;;;
1980-06-11;130.781;5.41;;751705.0;;;7.57;;116.02;;;;
1980-06-12;130.244;5.41;;751705.0;;;7.57;;115.52;;;;
1980-06-13;130.598;5.41;;751705.0;;;7.57;;115.81;;;;
1980-06-16;130.941;5.41;;751705.0;;;7.57;;116.09;;;;
1980-06-17;130.901;5.41;;751705.0;;;7.57;;116.03;;;;
1980-06-18;131.187;5.31;;751705.0;;;7.59;;116.26;;;;
1980-06-19;129.408;5.31;;751705.0;;;7.59;;114.66;;;;
1980-06-20;128.757;5.31;;751705.0;;;7.59;;114.06;;;;
1980-06-23;129.292;5.31;;751705.0;;;7.59;;114.51;;;;
1980-06-24;130.029;5.31;;751705.0;;;7.59;;115.14;;;;
