Date,PA1436583006-P,US22160K1051-P,US4581401001-P,AN8068571086-P
2013-01-02,37.5,101.45,21.38,71.4
2013-01-03,37.03,102.49,21.32,70.92
2013-01-04,37.06,102.16,21.16,72.01
2013-01-07,36.94,101.37,21.25,72.21
2013-01-08,37.0,101.18,21.09,72.51
2013-01-09,37.1,101.23,21.45,72.2
2013-01-10,37.14,100.74,21.8,73.25
2013-01-11,37.03,100.28,22.0,73.75
2013-01-14,37.37,100.37,21.999000000000002,72.77
2013-01-15,37.65,101.15,21.88,72.59
2013-01-16,37.82,101.53,22.11,73.22
2013-01-17,38.19,100.96,22.68,73.37
2013-01-18,38.58,101.2,21.25,76.5
2013-01-21,38.58,101.2,21.25,76.5
2013-01-22,38.43,102.15,21.17,78.0
2013-01-23,38.67,102.12,21.11,78.17
2013-01-24,38.9,102.89,20.95,78.02
2013-01-25,39.12,102.36,20.96,79.51
2013-01-28,39.03,102.49,21.05,79.28
2013-01-29,38.72,103.36,21.28,79.95
2013-01-30,38.89,102.53,21.37,78.6
2013-01-31,38.72,102.34,21.04,78.05
2013-02-01,39.15,104.15,21.355,79.7
2013-02-04,38.49,102.48,21.16,79.45
2013-02-05,38.56,103.31,21.1784,80.16
2013-02-06,38.8,101.7,20.99,78.73
2013-02-07,38.98,101.85,20.81,78.0
2013-02-08,39.01,102.79,21.0,79.07
2013-02-11,38.72,101.99,21.03,77.93
2013-02-12,39.02,101.76,21.19,78.53
2013-02-13,37.46,101.63,21.25,78.63
2013-02-14,37.35,102.02,21.23,81.56
2013-02-15,36.92,102.17,21.115,80.03
2013-02-18,36.92,102.17,21.115,80.03
2013-02-19,36.51,101.9,21.085,79.99
2013-02-20,35.43,101.08,20.73,78.53
2013-02-21,35.36,100.69,20.25,77.43
2013-02-22,34.99,101.16,20.42,77.79
2013-02-25,34.43,100.09,20.23,75.83
2013-02-26,34.63,99.45,20.58,76.33
2013-02-27,35.55,100.73,20.93,77.9
2013-02-28,35.77,101.29,20.88,77.85
2013-03-01,35.85,101.42,21.03,77.64
2013-03-04,36.14,103.43,21.27,76.5
2013-03-05,36.2,103.15,21.51,76.95
2013-03-06,36.14,102.56,21.75,77.16
2013-03-07,36.24,101.97,21.89,77.82
2013-03-08,35.67,103.04,21.58,77.96
2013-03-11,35.64,102.44,21.69,77.78
2013-03-12,35.34,103.75,21.64,77.44
2013-03-13,35.71,103.42,21.655,77.39
2013-03-14,35.73,102.91,21.65,78.75
2013-03-15,34.95,101.74600000000001,21.375,79.4
2013-03-18,33.92,101.68,21.26,76.34
2013-03-19,33.21,102.12,21.14,73.98
2013-03-20,33.64,103.08,21.18,73.79
2013-03-21,33.63,103.52,21.04,73.44
2013-03-22,34.04,105.11,21.33,74.37
2013-03-25,33.64,105.47,21.15,73.86
2013-03-26,33.77,105.97,21.765,74.42
2013-03-27,33.63,106.64,21.83,75.1
2013-03-28,34.3,106.11,21.835,74.89
2013-03-29,34.3,106.11,21.835,74.89
2013-04-01,33.96,105.81,21.43,74.02
2013-04-02,34.22,107.68,21.455,74.81
2013-04-03,33.63,106.36,21.05,74.01
2013-04-04,33.1,106.36,21.135,73.94
2013-04-05,33.55,105.8,20.94,74.35
2013-04-08,33.74,107.04,21.09,74.96
2013-04-09,33.93,105.79,21.75,75.43
2013-04-10,34.08,105.75,22.26,76.99
2013-04-11,34.12,106.01,21.825,77.14
2013-04-12,34.13,106.13,21.675,75.66
2013-04-15,33.17,104.21,21.38,71.89
2013-04-16,33.31,105.55,21.915,73.29
2013-04-17,33.23,104.77,21.93,70.97
2013-04-18,33.27,103.61,22.24,71.0
2013-04-19,33.39,104.45,22.44,69.95
2013-04-22,33.16,105.16,22.88,71.23
2013-04-23,33.53,107.25,23.375,71.94
2013-04-24,33.32,107.83,23.66,73.17
2013-04-25,34.61,109.13,23.38,73.44
2013-04-26,34.46,109.27,23.4,73.34
2013-04-29,34.82,108.63,23.76,74.03
2013-04-30,34.51,108.43,23.95,74.43
2013-05-01,33.93,108.22,23.99,73.79
2013-05-02,34.4,108.69,24.11,74.25
2013-05-03,35.34,109.75,23.96,75.72
2013-05-06,35.05,109.09,23.91,76.16
2013-05-07,35.54,109.71,24.15,76.89
2013-05-08,35.61,109.61,24.25,77.59
2013-05-09,35.22,109.14,24.36,77.25
2013-05-10,35.12,109.99,24.5,76.82
2013-05-13,34.79,110.01,24.08,77.04
2013-05-14,35.2,111.39,23.84,76.86
2013-05-15,35.05,112.82,24.2,75.68
2013-05-16,34.96,111.51,23.94,75.27
2013-05-17,35.0,113.05,24.04,75.74
2013-05-20,35.32,112.02,24.08,77.42
2013-05-21,33.81,113.48,24.15,77.08
2013-05-22,33.04,113.38,24.07,75.58
2013-05-23,32.99,113.19,24.05,75.38
2013-05-24,32.88,114.39,23.923000000000002,74.66
2013-05-27,32.88,114.39,23.923000000000002,74.66
2013-05-28,33.0,114.83,24.08,75.4
2013-05-29,33.1,112.95,24.27,74.98
2013-05-30,33.51,111.88,24.21,74.81
2013-05-31,33.1,109.631,24.28,73.03
2013-06-03,32.66,110.88,25.24,73.25
2013-06-04,32.36,110.66,25.36,72.85
2013-06-05,32.2,109.17,24.7,72.18
2013-06-06,32.23,111.09,24.65,73.3
2013-06-07,32.71,110.58,24.59,73.93
2013-06-10,32.47,110.31,25.01,73.3
2013-06-11,32.34,110.02,24.71,71.44
2013-06-12,32.72,109.4,24.46,70.95
2013-06-13,33.92,110.88,24.99,72.46
2013-06-14,33.84,111.0,24.92,71.6
2013-06-17,33.7,111.7,25.1,73.1
2013-06-18,34.31,112.085,25.465,74.16
2013-06-19,33.82,110.19,25.0,73.4
2013-06-20,33.44,107.56,24.185,72.14
2013-06-21,33.43,108.65,24.195,72.83
2013-06-24,33.22,109.64,23.58,71.24
2013-06-25,34.89,110.25,23.88,72.09
2013-06-26,34.78,111.18,24.005,71.81
2013-06-27,34.29,111.49,24.05,71.93
2013-06-28,34.29,110.57,24.23,71.66
2013-07-01,34.65,110.43,23.886,72.78
2013-07-02,34.88,110.85,23.72,72.61
2013-07-03,34.85,110.91,23.761999999999997,73.01
2013-07-04,34.85,110.91,23.761999999999997,73.01
2013-07-05,35.19,111.76,24.06,74.09
2013-07-08,35.11,112.62,23.185,74.79
2013-07-09,35.16,113.35,23.135,76.54
2013-07-10,35.37,113.65,23.25,76.18
2013-07-11,36.03,115.895,23.99,76.63
2013-07-12,36.06,116.46,23.9,76.84
2013-07-15,36.04,115.89,23.94,77.02
2013-07-16,36.25,116.53,24.25,76.52
2013-07-17,36.3,117.4,24.15,77.61
2013-07-18,36.66,117.06,23.244,78.48
2013-07-19,36.63,118.07,23.04,82.74
2013-07-22,36.51,118.05,22.77,83.81
2013-07-23,36.72,119.1,22.75,83.57
2013-07-24,36.92,117.9,22.93,82.85
2013-07-25,36.91,117.45,23.06,82.57
2013-07-26,37.36,116.57,23.26,81.91
2013-07-29,37.05,117.14,23.24,81.15
2013-07-30,36.99,116.93,23.38,81.43
2013-07-31,37.03,117.42,23.335,81.33
2013-08-01,37.71,118.34,23.2,83.55
2013-08-02,37.7,119.37,23.22,82.89
2013-08-05,37.68,120.07,22.924,82.89
2013-08-06,37.35,119.5,22.8,82.22
2013-08-07,37.0,119.34,22.7,81.05
2013-08-08,36.93,117.39,22.45,81.23
2013-08-09,36.51,115.63,22.51,80.49
2013-08-12,36.29,115.73,22.64,80.25
2013-08-13,36.59,115.65,22.52,82.22
2013-08-14,36.91,113.78,22.57,82.16
2013-08-15,36.69,111.79,22.03,81.99
2013-08-16,36.52,111.9,21.915,81.92
2013-08-19,35.89,112.08,22.28,80.41
2013-08-20,36.16,112.84,22.523000000000003,80.62
2013-08-21,36.43,111.96,22.17,80.05
2013-08-22,37.41,112.24,22.26,82.21
2013-08-23,37.37,113.07,22.44,81.67
2013-08-26,37.48,111.87,22.275,81.9
2013-08-27,36.57,111.67,22.191,81.17
2013-08-28,35.97,110.46,22.285,82.68
2013-08-29,36.07,111.39,22.06,81.6
2013-08-30,36.09,111.87,21.98,80.94
2013-09-02,36.09,111.87,21.98,80.94
2013-09-03,35.98,111.98,22.066999999999997,82.42
2013-09-04,35.88,111.5,22.635,82.86
2013-09-05,35.94,114.62,22.6,84.22
2013-09-06,35.86,114.35,22.67,85.14
2013-09-09,36.43,115.35,22.91,86.45
2013-09-10,37.19,117.32,22.985,86.9
2013-09-11,37.41,119.25,22.81,87.05
2013-09-12,37.18,118.19,22.63,86.58
2013-09-13,37.43,117.03,23.44,86.72
2013-09-16,37.34,117.35,23.39,87.0
2013-09-17,37.62,117.91,23.74,87.74
2013-09-18,37.65,118.64200000000001,23.9,88.95
2013-09-19,37.7,119.2,23.915,88.79
2013-09-20,37.08,117.94,23.769000000000002,87.44
2013-09-23,37.4,117.57,23.62,87.04
2013-09-24,34.54,116.34,23.705,87.91
2013-09-25,32.7,115.41,23.7,88.57
2013-09-26,32.93,116.4,23.41,88.83
2013-09-27,32.88,115.72,22.98,88.82
2013-09-30,32.64,115.17,22.921,88.36
2013-10-01,32.58,115.0,22.83,89.05
2013-10-02,32.33,114.82,22.885,89.85
2013-10-03,32.36,114.42,22.6,89.44
2013-10-04,32.43,114.44,22.81,90.01
2013-10-07,32.19,113.41,22.83,89.29
2013-10-08,31.72,112.21,22.48,87.95
2013-10-09,31.6,114.59,22.59,87.04
2013-10-10,31.86,115.7,23.1,89.42
2013-10-11,32.25,115.9,23.255,90.02
2013-10-14,32.1,116.26,23.45,91.17
2013-10-15,31.96,115.36,23.39,90.54
2013-10-16,32.16,117.36,23.695,92.18
2013-10-17,32.89,118.258,23.92,91.43
2013-10-18,32.74,117.64,23.875,93.99
2013-10-21,33.48,117.38,24.135,93.48
2013-10-22,34.18,117.81,24.070999999999998,94.46
2013-10-23,33.85,117.16,23.735,92.84
2013-10-24,34.69,116.24,23.78,92.85
2013-10-25,34.63,116.44,24.235,92.9
2013-10-28,34.89,117.35,24.36,92.85
2013-10-29,34.97,118.75,24.523000000000003,94.0
2013-10-30,34.9,117.76,24.495,93.88
2013-10-31,34.65,118.0,24.47,93.72
2013-11-01,34.84,119.618,24.325,93.0
2013-11-04,35.2,120.34,24.255,93.51
2013-11-05,35.39,120.13,24.03,92.39
2013-11-06,36.32,124.07,24.245,93.23
2013-11-07,35.66,122.78,24.059,92.05
2013-11-08,36.27,122.78,24.09,93.79
2013-11-11,36.1,123.02,24.169,93.87
2013-11-12,35.67,122.45,24.43,91.99
2013-11-13,35.83,123.17,24.6,93.08
2013-11-14,36.11,123.74,24.385,93.31
2013-11-15,36.0,124.29,24.52,92.98
2013-11-18,35.67,123.31,24.6,92.02
2013-11-19,35.61,123.63,24.7,91.28
2013-11-20,35.75,122.76,24.56,90.45
2013-11-21,35.88,123.89,25.23,91.01
2013-11-22,36.12,125.21,23.87,92.73
2013-11-25,36.3,125.17,23.75,89.81
2013-11-26,35.96,125.18,23.65,89.46
2013-11-27,36.19,125.38,23.9,87.95
2013-11-28,36.19,125.38,23.9,87.95
2013-11-29,36.11,125.43,23.84,88.42
2013-12-02,36.08,123.69,23.7,87.6
2013-12-03,35.85,123.82,23.55,87.64
2013-12-04,35.55,122.97,23.74,87.28
2013-12-05,34.99,120.95,24.26,86.87
2013-12-06,35.34,122.06,24.82,88.15
2013-12-09,35.6,121.66,24.93,88.03
2013-12-10,35.69,120.04,24.82,87.01
2013-12-11,35.38,118.57,24.42,86.14
2013-12-12,35.34,118.22,24.47,86.96
2013-12-13,35.99,117.91,24.29,86.37
2013-12-16,36.47,118.0,24.45,87.0
2013-12-17,36.55,117.55,24.655,85.54
2013-12-18,37.11,118.5,25.15,87.26
2013-12-19,38.05,117.99,25.14,86.47
2013-12-20,38.85,118.53,25.055,87.27
2013-12-23,39.15,118.69,25.32,87.32
2013-12-24,39.44,118.69,25.43,88.31
2013-12-25,39.44,118.69,25.43,88.31
2013-12-26,39.54,118.63,25.7,89.39
2013-12-27,39.89,118.53,25.6,89.9
2013-12-30,40.14,118.77,25.85,89.17
2013-12-31,40.17,119.02,25.955,90.11
